customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
CUST000205,UNIQ000205,53796,Brasília,RJ
CUST000206,UNIQ000206,59843,Manaus,RS
CUST000207,UNIQ000207,55211,Porto Alegre,BA
CUST000208,UNIQ000208,46186,São Paulo,AM
CUST000209,UNIQ000209,18076,Recife,MG
CUST000210,UNIQ000210,32729,São Paulo,SP
CUST000211,UNIQ000211,22141,Rio de Janeiro,RJ
CUST000212,UNIQ000212,40807,Manaus,PR
CUST000213,UNIQ000213,93658,Salvador,DF
CUST000214,UNIQ000214,14767,Brasília,PR
CUST000215,UNIQ000215,87792,São Paulo,PE
CUST000216,UNIQ000216,49193,Belo Horizonte,RS
CUST000217,UNIQ000217,27347,Porto Alegre,PR
CUST000218,UNIQ000218,96046,Fortaleza,PE
CUST000219,UNIQ000219,58988,Rio de Janeiro,CE
CUST000220,UNIQ000220,85676,Belo Horizonte,PR
CUST000221,UNIQ000221,74269,Belo Horizonte,PE
CUST000222,UNIQ000222,92197,Porto Alegre,AM
CUST000223,UNIQ000223,64918,Manaus,DF
CUST000224,UNIQ000224,30461,Rio de Janeiro,CE
CUST000225,UNIQ000225,67341,Porto Alegre,PE
CUST000226,UNIQ000226,44559,Manaus,SP
CUST000227,UNIQ000227,17236,Porto Alegre,CE
CUST000228,UNIQ000228,30077,Recife,AM
CUST000229,UNIQ000229,35112,Brasília,PE
CUST000230,UNIQ000230,19356,Manaus,DF
CUST000231,UNIQ000231,79347,Salvador,RJ
CUST000232,UNIQ000232,22907,Curitiba,BA
CUST000233,UNIQ000233,88574,Curitiba,PR
CUST000234,UNIQ000234,90127,Recife,RS
CUST000235,UNIQ000235,12819,Salvador,PR
CUST000236,UNIQ000236,78998,Curitiba,PE
CUST000237,UNIQ000237,99369,Recife,RJ
CUST000238,UNIQ000238,45633,Recife,SP
CUST000239,UNIQ000239,82925,Recife,MG
CUST000240,UNIQ000240,52826,Rio de Janeiro,DF
CUST000241,UNIQ000241,61570,Curitiba,AM
CUST000242,UNIQ000242,11872,Belo Horizonte,BA
CUST000243,UNIQ000243,83377,São Paulo,SP
CUST000244,UNIQ000244,19449,Porto Alegre,MG
CUST000245,UNIQ000245,68165,Porto Alegre,CE
CUST000246,UNIQ000246,96030,Brasília,DF
CUST000247,UNIQ000247,85807,Brasília,SP
CUST000248,UNIQ000248,98026,Belo Horizonte,DF
CUST000249,UNIQ000249,12162,Curitiba,RJ
CUST000250,UNIQ000250,68583,Curitiba,RJ
CUST000251,UNIQ000251,83736,Manaus,SP
CUST000252,UNIQ000252,94790,Belo Horizonte,RS
CUST000253,UNIQ000253,46842,São Paulo,PR
CUST000254,UNIQ000254,76754,Curitiba,MG
CUST000255,UNIQ000255,61756,Recife,PE
CUST000256,UNIQ000256,67238,Belo Horizonte,DF
CUST000257,UNIQ000257,38921,Belo Horizonte,RJ
CUST000258,UNIQ000258,81841,São Paulo,CE
CUST000259,UNIQ000259,83265,Rio de Janeiro,PE
CUST000260,UNIQ000260,14192,Curitiba,BA
CUST000261,UNIQ000261,49268,Manaus,BA
CUST000262,UNIQ000262,83607,Manaus,CE
CUST000263,UNIQ000263,50956,São Paulo,AM
CUST000264,UNIQ000264,64245,Recife,RJ
CUST000265,UNIQ000265,17888,Porto Alegre,SP
CUST000266,UNIQ000266,11348,São Paulo,RJ
CUST000267,UNIQ000267,48072,Porto Alegre,BA
CUST000268,UNIQ000268,59099,Rio de Janeiro,RS
CUST000269,UNIQ000269,87545,Rio de Janeiro,PE
CUST000270,UNIQ000270,38099,Manaus,RS
CUST000271,UNIQ000271,97439,Belo Horizonte,DF
CUST000272,UNIQ000272,81786,São Paulo,PR
CUST000273,UNIQ000273,88747,São Paulo,BA
CUST000274,UNIQ000274,62339,Belo Horizonte,CE
CUST000275,UNIQ000275,39113,Rio de Janeiro,AM
CUST000276,UNIQ000276,96482,Curitiba,PR
CUST000277,UNIQ000277,99206,Manaus,RJ
CUST000278,UNIQ000278,82785,Curitiba,MG
CUST000279,UNIQ000279,54061,Rio de Janeiro,RJ
CUST000280,UNIQ000280,44741,Curitiba,BA
CUST000281,UNIQ000281,70065,São Paulo,RS
CUST000282,UNIQ000282,70643,Fortaleza,AM
CUST000283,UNIQ000283,16040,Rio de Janeiro,CE
CUST000284,UNIQ000284,47185,Salvador,PE
CUST000285,UNIQ000285,95409,Recife,SP
CUST000286,UNIQ000286,89717,Curitiba,MG
CUST000287,UNIQ000287,17606,Manaus,AM
CUST000288,UNIQ000288,96063,São Paulo,PE
CUST000289,UNIQ000289,18692,Belo Horizonte,PE
CUST000290,UNIQ000290,80577,Brasília,SP
CUST000291,UNIQ000291,57493,Fortaleza,SP
CUST000292,UNIQ000292,89481,Salvador,PR
CUST000293,UNIQ000293,56317,Curitiba,CE
CUST000294,UNIQ000294,98511,Salvador,MG
CUST000295,UNIQ000295,40257,Recife,MG
CUST000296,UNIQ000296,49829,Rio de Janeiro,RS
CUST000297,UNIQ000297,65904,Porto Alegre,PR
CUST000298,UNIQ000298,70669,Recife,RJ
CUST000299,UNIQ000299,67228,Curitiba,AM
CUST000300,UNIQ000300,65699,Salvador,BA
CUST000301,UNIQ000301,19456,Manaus,PR
CUST000302,UNIQ000302,35992,Porto Alegre,MG
CUST000303,UNIQ000303,23006,Rio de Janeiro,DF
CUST000304,UNIQ000304,72811,Brasília,AM
CUST000305,UNIQ000305,45625,Salvador,BA
CUST000306,UNIQ000306,33775,São Paulo,RJ
CUST000307,UNIQ000307,84808,São Paulo,SP
CUST000308,UNIQ000308,85429,São Paulo,BA
CUST000309,UNIQ000309,51188,Brasília,RJ
CUST000310,UNIQ000310,63074,São Paulo,DF
CUST000311,UNIQ000311,53448,Salvador,SP
CUST000312,UNIQ000312,21859,Fortaleza,PR
CUST000313,UNIQ000313,16439,São Paulo,DF
CUST000314,UNIQ000314,47688,Belo Horizonte,RJ
CUST000315,UNIQ000315,30288,Curitiba,CE
CUST000316,UNIQ000316,37774,Rio de Janeiro,PE
CUST000317,UNIQ000317,98648,Salvador,RJ
CUST000318,UNIQ000318,86055,Curitiba,MG
CUST000319,UNIQ000319,14672,Salvador,MG
CUST000320,UNIQ000320,87092,Curitiba,SP
CUST000321,UNIQ000321,17917,Fortaleza,PE
CUST000322,UNIQ000322,58821,Rio de Janeiro,PE
CUST000323,UNIQ000323,97961,Belo Horizonte,AM
CUST000324,UNIQ000324,39313,Fortaleza,MG
CUST000325,UNIQ000325,79604,Manaus,MG
CUST000326,UNIQ000326,83267,Manaus,RJ
CUST000327,UNIQ000327,59348,Brasília,AM
CUST000328,UNIQ000328,58122,Brasília,PE
CUST000329,UNIQ000329,15538,Curitiba,AM
CUST000330,UNIQ000330,22902,Manaus,MG
CUST000331,UNIQ000331,34269,Rio de Janeiro,RJ
CUST000332,UNIQ000332,67670,Fortaleza,RS
CUST000333,UNIQ000333,54030,Rio de Janeiro,DF
CUST000334,UNIQ000334,70395,Recife,CE
CUST000335,UNIQ000335,29089,Belo Horizonte,SP
CUST000336,UNIQ000336,80602,Belo Horizonte,DF
CUST000337,UNIQ000337,92719,Rio de Janeiro,BA
CUST000338,UNIQ000338,18224,Porto Alegre,RS
CUST000339,UNIQ000339,56408,Fortaleza,RS
CUST000340,UNIQ000340,80089,Salvador,RS
CUST000341,UNIQ000341,64106,Manaus,RS
CUST000342,UNIQ000342,58852,Belo Horizonte,BA
CUST000343,UNIQ000343,82175,Salvador,AM
CUST000344,UNIQ000344,13575,Rio de Janeiro,AM
CUST000345,UNIQ000345,13604,Recife,SP
CUST000346,UNIQ000346,59799,Salvador,RS
CUST000347,UNIQ000347,13743,Salvador,SP
CUST000348,UNIQ000348,81445,Curitiba,MG
CUST000349,UNIQ000349,56766,São Paulo,BA
CUST000350,UNIQ000350,54062,Salvador,BA
CUST000351,UNIQ000351,27148,Porto Alegre,MG
CUST000352,UNIQ000352,81152,Rio de Janeiro,CE
CUST000353,UNIQ000353,89129,Rio de Janeiro,DF
CUST000354,UNIQ000354,77396,Curitiba,RJ
CUST000355,UNIQ000355,12896,Porto Alegre,RJ
CUST000356,UNIQ000356,73505,Brasília,AM
CUST000357,UNIQ000357,90706,Fortaleza,PE
CUST000358,UNIQ000358,43319,Rio de Janeiro,BA
CUST000359,UNIQ000359,35213,Brasília,CE
CUST000360,UNIQ000360,80253,Curitiba,SP
CUST000361,UNIQ000361,49010,São Paulo,RJ
CUST000362,UNIQ000362,26155,Porto Alegre,PR
CUST000363,UNIQ000363,41473,Belo Horizonte,CE
CUST000364,UNIQ000364,93419,Recife,BA
CUST000365,UNIQ000365,66259,Porto Alegre,DF
CUST000366,UNIQ000366,39213,Curitiba,RJ
CUST000367,UNIQ000367,37125,Salvador,RS
CUST000368,UNIQ000368,97285,Porto Alegre,AM
CUST000369,UNIQ000369,19573,Porto Alegre,PR
CUST000370,UNIQ000370,32383,Brasília,RJ
CUST000371,UNIQ000371,24637,Curitiba,DF
CUST000372,UNIQ000372,71999,Belo Horizonte,DF
CUST000373,UNIQ000373,36327,Manaus,DF
CUST000374,UNIQ000374,14036,Fortaleza,CE
CUST000375,UNIQ000375,40507,Belo Horizonte,RJ
CUST000376,UNIQ000376,48864,Recife,MG
CUST000377,UNIQ000377,72396,Recife,BA
CUST000378,UNIQ000378,13181,Salvador,AM
CUST000379,UNIQ000379,36245,Belo Horizonte,CE
CUST000380,UNIQ000380,30471,Brasília,CE
CUST000381,UNIQ000381,90568,Manaus,MG
CUST000382,UNIQ000382,99749,Porto Alegre,PR
CUST000383,UNIQ000383,27071,Fortaleza,RJ
CUST000384,UNIQ000384,11822,Rio de Janeiro,PR
CUST000385,UNIQ000385,41575,Salvador,RS
CUST000386,UNIQ000386,42891,Manaus,PE
CUST000387,UNIQ000387,82838,Curitiba,BA
CUST000388,UNIQ000388,10000,Porto Alegre,AM
CUST000389,UNIQ000389,11731,Recife,RS
CUST000390,UNIQ000390,63498,Salvador,PE
CUST000391,UNIQ000391,30680,Belo Horizonte,SP
CUST000392,UNIQ000392,49764,Salvador,MG
CUST000393,UNIQ000393,18823,Manaus,SP
CUST000394,UNIQ000394,72645,Belo Horizonte,DF
CUST000395,UNIQ000395,34496,Curitiba,AM
CUST000396,UNIQ000396,87869,Recife,PE
CUST000397,UNIQ000397,31940,Brasília,RJ
CUST000398,UNIQ000398,19891,Brasília,MG
CUST000399,UNIQ000399,17771,Rio de Janeiro,MG
CUST000400,UNIQ000400,72323,Manaus,RS
CUST000401,UNIQ000401,42179,Curitiba,PE
CUST000402,UNIQ000402,86988,Curitiba,RS
CUST000403,UNIQ000403,69817,Manaus,BA
CUST000404,UNIQ000404,39394,Manaus,DF
CUST000405,UNIQ000405,39183,Recife,RS
CUST000406,UNIQ000406,30527,Fortaleza,CE
CUST000407,UNIQ000407,16901,Belo Horizonte,AM
CUST000408,UNIQ000408,35430,Rio de Janeiro,PE
CUST000409,UNIQ000409,51458,Curitiba,AM
CUST000410,UNIQ000410,74011,Rio de Janeiro,SP
CUST000411,UNIQ000411,95023,Salvador,RS
CUST000412,UNIQ000412,37025,Recife,MG
CUST000413,UNIQ000413,90823,Rio de Janeiro,PR
CUST000414,UNIQ000414,36475,Belo Horizonte,PE
CUST000415,UNIQ000415,72829,Curitiba,PR
CUST000416,UNIQ000416,35416,Brasília,BA
CUST000417,UNIQ000417,97735,São Paulo,MG
CUST000418,UNIQ000418,41157,Fortaleza,PR
CUST000419,UNIQ000419,94544,Recife,RJ
CUST000420,UNIQ000420,82139,Fortaleza,RS
CUST000421,UNIQ000421,50036,Rio de Janeiro,BA
CUST000422,UNIQ000422,87521,Recife,MG
CUST000423,UNIQ000423,40188,Recife,RS
CUST000424,UNIQ000424,92079,Salvador,SP
CUST000425,UNIQ000425,99824,Rio de Janeiro,RS
CUST000426,UNIQ000426,62298,Recife,PR
CUST000427,UNIQ000427,64235,Porto Alegre,PR
CUST000428,UNIQ000428,75409,Rio de Janeiro,AM
CUST000429,UNIQ000429,31064,Brasília,PE
CUST000430,UNIQ000430,56471,Fortaleza,RJ
CUST000431,UNIQ000431,40477,Curitiba,DF
CUST000432,UNIQ000432,48017,Porto Alegre,DF
CUST000433,UNIQ000433,55523,Recife,SP
CUST000434,UNIQ000434,89822,São Paulo,RS
CUST000435,UNIQ000435,95940,Recife,PR
CUST000436,UNIQ000436,71616,Curitiba,RJ
CUST000437,UNIQ000437,60949,Fortaleza,AM
CUST000438,UNIQ000438,19252,Brasília,RS
CUST000439,UNIQ000439,51145,Fortaleza,DF
CUST000440,UNIQ000440,82393,Fortaleza,CE
CUST000441,UNIQ000441,63867,Fortaleza,PE
CUST000442,UNIQ000442,51855,Fortaleza,MG
CUST000443,UNIQ000443,57194,Belo Horizonte,CE
CUST000444,UNIQ000444,61751,Brasília,RJ
CUST000445,UNIQ000445,61851,São Paulo,RJ
CUST000446,UNIQ000446,89712,Manaus,DF
CUST000447,UNIQ000447,85473,Porto Alegre,AM
CUST000448,UNIQ000448,17977,Brasília,CE
CUST000449,UNIQ000449,63907,Brasília,AM
CUST000450,UNIQ000450,51825,Salvador,RJ
CUST000451,UNIQ000451,86186,Manaus,BA
CUST000452,UNIQ000452,92697,Curitiba,CE
CUST000453,UNIQ000453,63761,Belo Horizonte,RJ
CUST000454,UNIQ000454,11471,Salvador,AM
CUST000455,UNIQ000455,52359,Belo Horizonte,SP
CUST000456,UNIQ000456,66997,Fortaleza,PE
CUST000457,UNIQ000457,13556,Manaus,RJ
CUST000458,UNIQ000458,48188,São Paulo,DF
CUST000459,UNIQ000459,55137,São Paulo,AM
CUST000460,UNIQ000460,85778,Porto Alegre,PR
CUST000461,UNIQ000461,58924,Fortaleza,DF
CUST000462,UNIQ000462,67066,Brasília,MG
CUST000463,UNIQ000463,89939,Manaus,PE
CUST000464,UNIQ000464,96672,Belo Horizonte,CE
CUST000465,UNIQ000465,68920,Rio de Janeiro,SP
CUST000466,UNIQ000466,97373,Manaus,DF
CUST000467,UNIQ000467,73755,Fortaleza,SP
CUST000468,UNIQ000468,45322,Porto Alegre,RS
CUST000469,UNIQ000469,19924,Salvador,MG
CUST000470,UNIQ000470,40435,Porto Alegre,DF
CUST000471,UNIQ000471,60934,Rio de Janeiro,DF
CUST000472,UNIQ000472,73013,Manaus,MG
CUST000473,UNIQ000473,73340,São Paulo,RJ
CUST000474,UNIQ000474,50395,Curitiba,DF
CUST000475,UNIQ000475,26247,Salvador,AM
CUST000476,UNIQ000476,71943,Recife,SP
CUST000477,UNIQ000477,72045,Salvador,RJ
CUST000478,UNIQ000478,45868,São Paulo,PE
CUST000479,UNIQ000479,94519,Belo Horizonte,PE
CUST000480,UNIQ000480,64501,Fortaleza,PE
CUST000481,UNIQ000481,15128,Fortaleza,AM
CUST000482,UNIQ000482,87614,Fortaleza,BA
CUST000483,UNIQ000483,96274,Salvador,PE
CUST000484,UNIQ000484,92457,Belo Horizonte,AM
CUST000485,UNIQ000485,44190,Recife,RJ
CUST000486,UNIQ000486,83444,Recife,PR
CUST000487,UNIQ000487,21082,Curitiba,RS
CUST000488,UNIQ000488,31061,Curitiba,MG
CUST000489,UNIQ000489,65710,Belo Horizonte,DF
CUST000490,UNIQ000490,87601,Recife,MG
CUST000491,UNIQ000491,97080,Brasília,PE
CUST000492,UNIQ000492,41251,Recife,BA
CUST000493,UNIQ000493,28180,Rio de Janeiro,BA
CUST000494,UNIQ000494,75791,Manaus,DF
CUST000495,UNIQ000495,95998,Rio de Janeiro,PE
CUST000496,UNIQ000496,13478,Rio de Janeiro,RJ
CUST000497,UNIQ000497,11972,Rio de Janeiro,DF
CUST000498,UNIQ000498,14380,Curitiba,DF
CUST000499,UNIQ000499,25633,Recife,PR
CUST000500,UNIQ000500,18870,São Paulo,AM
CUST000501,UNIQ000501,87398,Belo Horizonte,PE
CUST000502,UNIQ000502,52035,Curitiba,RJ
CUST000503,UNIQ000503,14181,Manaus,MG
CUST000504,UNIQ000504,95959,Brasília,BA
CUST000505,UNIQ000505,99882,Brasília,RS
CUST000506,UNIQ000506,23603,Curitiba,BA
CUST000507,UNIQ000507,38766,Belo Horizonte,MG
CUST000508,UNIQ000508,31312,Brasília,RS
CUST000509,UNIQ000509,15853,Brasília,AM
CUST000510,UNIQ000510,62111,Salvador,PR
CUST000511,UNIQ000511,71741,Manaus,CE
CUST000512,UNIQ000512,76269,Brasília,RJ
CUST000513,UNIQ000513,30359,Porto Alegre,SP
CUST000514,UNIQ000514,80821,Rio de Janeiro,DF
CUST000515,UNIQ000515,90476,Rio de Janeiro,PR
CUST000516,UNIQ000516,26659,Curitiba,BA
CUST000517,UNIQ000517,41117,Curitiba,RS
CUST000518,UNIQ000518,72671,Manaus,SP
CUST000519,UNIQ000519,30588,Brasília,PE
CUST000520,UNIQ000520,18706,Fortaleza,RJ
CUST000521,UNIQ000521,26473,Recife,RJ
CUST000522,UNIQ000522,23945,São Paulo,PE
