building_id,timestamp,kwh_consumed,peak_demand_kw,outdoor_temp_f,occupancy_pct,floor_area_sqft,building_type,meter_id,data_quality_flag
bldg001,2023-01-06 10:00:00,534.813,729.19,83.1,0.7,20053,Retail,MTR-4091,OK
bldg001,2023-01-06 11:00:00,508.416,612.05,76.6,0.41,29082,Hospital,MTR-7701,ERROR
bldg001,2023-01-06 12:00:00,566.078,582.45,63.8,0.41,21976,Hospital,MTR-7630,OK
bldg001,2023-01-06 13:00:00,512.132,649.13,50.7,0.57,39771,Warehouse,MTR-4931,OK
bldg001,2023-01-06 14:00:00,530.271,553.0,94.1,1.0,30431,Retail,MTR-1282,OK
bldg001,2023-01-06 15:00:00,491.274,661.51,50.8,0.7,48563,Warehouse,MTR-8474,OK
bldg001,2023-01-06 16:00:00,454.125,462.58,39.8,0.23,35576,Office,MTR-6870,ERROR
bldg001,2023-01-06 17:00:00,430.517,591.93,70.6,0.61,9075,Hotel,MTR-6530,OK
bldg001,2023-01-06 18:00:00,367.473,462.5,65.7,0.34,37416,Warehouse,MTR-8299,OK
bldg001,2023-01-06 19:00:00,286.763,353.33,34.2,0.03,2903,Retail,MTR-3244,OK
bldg001,2023-01-06 20:00:00,262.764,315.77,92.4,0.0,13524,Office,MTR-1461,OK
bldg001,2023-01-06 21:00:00,219.817,222.45,27.6,0.06,29218,Office,MTR-5522,OK
bldg001,2023-01-06 22:00:00,187.092,209.48,81.6,0.16,29334,Hotel,MTR-5808,OK
bldg001,2023-01-06 23:00:00,195.355,215.35,95.8,0.08,32142,Office,MTR-3873,OK
bldg001,2023-01-07 00:00:00,149.067,203.73,63.5,0.31,37791,Hospital,MTR-6135,OK
bldg001,2023-01-07 01:00:00,154.241,185.6,35.6,0.0,10873,Office,MTR-3506,OK
bldg001,2023-01-07 03:00:00,209.722,211.02,86.1,0.31,16050,Warehouse,MTR-2352,ESTIMATED
bldg001,2023-01-07 04:00:00,242.032,271.18,69.6,0.0,31532,Warehouse,MTR-6992,ESTIMATED
bldg001,2023-01-07 05:00:00,242.188,298.03,64.6,0.18,13675,Office,MTR-1727,OK
bldg001,2023-01-07 06:00:00,293.079,358.24,51.4,0.0,32480,Hotel,MTR-7251,OK
bldg001,2023-01-07 07:00:00,342.444,418.22,70.6,0.47,33512,Warehouse,MTR-1210,OK
bldg001,2023-01-07 08:00:00,356.416,490.5,46.4,0.05,20385,Hotel,MTR-9110,OK
bldg001,2023-01-07 09:00:00,396.267,420.48,50.4,0.33,45664,Hospital,MTR-8809,ESTIMATED
bldg001,2023-01-07 10:00:00,438.084,586.45,91.4,0.07,44983,Hotel,MTR-1724,OK
bldg001,2023-01-07 11:00:00,448.609,572.67,43.4,0.0,23142,Warehouse,MTR-7418,OK
bldg001,2023-01-07 12:00:00,482.142,500.22,57.2,0.33,25889,Warehouse,MTR-9591,OK
bldg001,2023-01-07 13:00:00,428.312,515.08,98.7,0.43,12723,Warehouse,MTR-2689,ESTIMATED
bldg001,2023-01-07 14:00:00,454.44,505.13,85.7,0.49,2763,Office,MTR-6923,OK
bldg001,2023-01-07 15:00:00,382.684,481.76,37.0,0.42,18347,Hospital,MTR-8648,OK
bldg001,2023-01-07 16:00:00,395.703,524.77,54.6,0.13,17128,School,MTR-6348,OK
bldg001,2023-01-07 17:00:00,340.838,364.04,75.0,0.01,7571,Warehouse,MTR-2303,OK
bldg001,2023-01-07 18:00:00,309.239,346.19,101.7,0.36,22862,Warehouse,MTR-7553,OK
bldg001,2023-01-07 19:00:00,258.172,289.38,67.6,0.0,9088,Office,MTR-2497,OK
bldg001,2023-01-07 20:00:00,241.238,309.13,80.6,0.17,30438,Office,MTR-7509,OK
bldg001,2023-01-07 21:00:00,190.165,229.35,112.2,0.23,10665,Office,MTR-2688,ESTIMATED
bldg001,2023-01-07 22:00:00,162.805,211.25,81.6,0.24,17643,Hospital,MTR-8734,OK
bldg001,2023-01-07 23:00:00,165.165,224.65,72.4,0.42,43970,Warehouse,MTR-1656,OK
bldg001,2023-01-08 00:00:00,158.629,193.23,58.3,0.0,31539,Office,MTR-8474,OK
bldg001,2023-01-08 01:00:00,151.138,155.04,47.3,0.0,3301,Warehouse,MTR-8159,OK
bldg001,2023-01-08 02:00:00,181.269,214.92,75.9,0.1,2231,Hotel,MTR-5001,OK
bldg001,2023-01-08 03:00:00,207.629,212.86,62.9,0.45,31566,Retail,MTR-8173,OK
bldg001,2023-01-08 04:00:00,217.891,243.79,51.5,0.11,36296,Office,MTR-3725,OK
bldg001,2023-01-08 05:00:00,245.03,314.98,67.2,0.21,28087,Hospital,MTR-1168,OK
bldg001,2023-01-08 06:00:00,304.687,329.98,75.7,0.19,24822,Hotel,MTR-3720,OK
bldg001,2023-01-08 07:00:00,361.46,439.23,73.0,0.25,28712,School,MTR-8875,OK
bldg001,2023-01-08 08:00:00,350.723,396.14,34.6,0.31,3585,School,MTR-5085,OK
bldg001,2023-01-08 09:00:00,393.194,431.57,78.5,0.28,23557,Office,MTR-9837,OK
bldg001,2023-01-08 10:00:00,448.664,621.83,83.9,0.0,39644,Warehouse,MTR-7048,OK
bldg001,2023-01-08 11:00:00,458.358,556.34,87.2,0.0,24575,Hospital,MTR-8156,OK
bldg001,2023-01-08 12:00:00,468.116,490.44,83.7,0.23,17731,Hotel,MTR-3735,OK
bldg001,2023-01-08 14:00:00,455.338,519.46,52.7,0.14,26769,Office,MTR-6078,OK
bldg001,2023-01-08 15:00:00,405.088,492.1,40.6,0.38,20357,Office,MTR-8961,OK
bldg001,2023-01-08 16:00:00,348.164,411.45,90.2,0.1,41888,School,MTR-1310,OK
bldg001,2023-01-08 17:00:00,365.674,467.8,61.1,0.04,36609,Office,MTR-5035,ERROR
bldg001,2023-01-08 18:00:00,317.262,420.78,85.1,0.25,2296,School,MTR-5705,OK
bldg001,2023-01-08 19:00:00,270.012,313.28,49.3,0.22,32516,Hotel,MTR-1326,OK
bldg001,2023-01-08 20:00:00,217.199,227.24,83.3,0.34,35453,Office,MTR-4748,ESTIMATED
bldg001,2023-01-08 21:00:00,202.887,220.29,39.2,0.0,40445,Warehouse,MTR-8459,OK
bldg001,2023-01-08 22:00:00,-159.209,219.19,91.8,0.07,2067,Hospital,MTR-3622,OK
bldg001,2023-01-08 23:00:00,149.764,173.06,62.8,0.24,49166,Hotel,MTR-1181,ESTIMATED
bldg001,2023-01-09 00:00:00,171.901,178.89,86.1,0.15,22223,Office,MTR-1138,OK
bldg001,2023-01-09 01:00:00,170.136,226.43,51.6,0.42,3811,Office,MTR-2224,ERROR
bldg001,2023-01-09 02:00:00,201.57,243.68,78.5,0.25,40740,Office,MTR-1976,OK
bldg001,2023-01-09 03:00:00,215.967,253.55,79.6,0.0,41087,Hospital,MTR-3518,OK
bldg001,2023-01-09 04:00:00,265.501,328.51,58.6,0.04,16883,Warehouse,MTR-7840,OK
bldg001,2023-01-09 05:00:00,299.195,380.27,87.7,0.29,21578,Office,MTR-3059,ERROR
bldg001,2023-01-09 06:00:00,358.724,455.91,58.8,0.0,29072,Office,MTR-6659,OK
bldg001,2023-01-09 07:00:00,379.933,468.56,54.6,0.34,7353,Office,MTR-7893,OK
bldg001,2023-01-09 08:00:00,465.911,553.76,84.6,0.7,4613,Office,MTR-8985,OK
bldg001,2023-01-09 09:00:00,504.395,702.73,56.5,0.47,39115,Hotel,MTR-4245,OK
bldg001,2023-01-09 10:00:00,512.015,552.45,67.1,0.42,46577,Office,MTR-2427,OK
bldg001,2023-01-09 11:00:00,562.994,678.54,43.7,0.57,47596,Retail,MTR-4670,OK
bldg001,2023-01-09 12:00:00,558.676,755.98,74.1,0.78,17510,Retail,MTR-8710,OK
bldg001,2023-01-09 13:00:00,566.79,660.79,97.4,0.79,43077,School,MTR-6747,OK
bldg001,2023-01-09 14:00:00,486.865,569.28,83.3,0.6,27079,Retail,MTR-3878,ESTIMATED
bldg001,2023-01-09 15:00:00,486.068,508.16,60.6,0.84,20274,Warehouse,MTR-9582,ERROR
bldg001,2023-01-09 16:00:00,412.64,481.83,80.0,0.47,15687,Hospital,MTR-1203,OK
bldg001,2023-01-09 17:00:00,383.584,443.71,84.2,0.7,2361,Office,MTR-2149,OK
bldg001,2023-01-09 18:00:00,374.275,383.33,86.9,0.48,42719,Retail,MTR-7410,OK
bldg001,2023-01-09 19:00:00,332.126,374.75,9.2,0.3,45373,Retail,MTR-9080,OK
bldg001,2023-01-09 20:00:00,276.891,277.28,69.7,0.12,30956,Office,MTR-3533,OK
bldg001,2023-01-09 21:00:00,217.254,288.06,38.5,0.09,2512,Hospital,MTR-9341,OK
bldg001,2023-01-09 22:00:00,185.711,197.33,71.0,0.0,49200,School,MTR-5568,OK
bldg001,2023-01-09 23:00:00,169.511,183.74,108.9,0.03,32461,Retail,MTR-4582,OK
bldg001,2023-01-10 00:00:00,165.003,228.39,65.5,0.04,30070,Hospital,MTR-5601,OK
bldg001,2023-01-10 01:00:00,175.26,235.08,69.5,0.32,7905,Warehouse,MTR-5763,OK
bldg001,2023-01-10 02:00:00,200.439,255.12,79.7,0.43,15118,Hospital,MTR-4279,OK
bldg001,2023-01-10 03:00:00,238.205,241.6,84.4,0.0,11012,School,MTR-3057,ERROR
bldg001,2023-01-10 05:00:00,333.206,395.58,84.8,0.22,32886,Hotel,MTR-4679,OK
bldg001,2023-01-10 07:00:00,378.778,491.23,59.2,0.36,36228,Warehouse,MTR-7325,OK
bldg001,2023-01-10 08:00:00,431.019,499.18,96.7,0.7,11484,Warehouse,MTR-1354,OK
bldg001,2023-01-10 09:00:00,490.971,686.88,86.6,0.63,13728,Retail,MTR-7931,OK
bldg001,2023-01-10 10:00:00,524.426,673.1,80.9,0.59,17049,Retail,MTR-1234,OK
bldg001,2023-01-10 11:00:00,503.639,659.21,56.8,0.38,4938,Hotel,MTR-7756,OK
bldg001,2023-01-10 12:00:00,565.607,641.13,60.2,0.7,36219,Warehouse,MTR-8333,OK
bldg001,2023-01-10 13:00:00,485.327,664.42,69.5,0.55,24898,Hotel,MTR-4020,OK
bldg001,2023-01-10 14:00:00,468.473,616.4,73.0,0.69,42613,Retail,MTR-1856,ERROR
bldg001,2023-01-10 15:00:00,468.339,557.32,31.1,0.48,3880,Hospital,MTR-5471,OK
bldg001,2023-01-10 16:00:00,420.958,447.37,61.5,0.48,27853,Warehouse,MTR-8546,OK
bldg001,2023-01-10 17:00:00,380.685,445.73,96.4,0.55,43602,School,MTR-1896,OK
bldg001,2023-01-10 18:00:00,345.024,401.61,57.9,0.77,5107,School,MTR-7506,ERROR
bldg001,2023-01-10 19:00:00,305.503,420.54,64.7,0.09,17479,Office,MTR-6739,OK
bldg001,2023-01-10 20:00:00,277.82,307.18,63.0,0.15,25769,Hotel,MTR-9468,OK
bldg001,2023-01-10 22:00:00,211.598,235.49,79.7,0.11,38620,Hotel,MTR-3253,OK
bldg001,2023-01-10 23:00:00,176.957,229.02,22.4,0.27,11441,Retail,MTR-3462,OK
bldg001,2023-01-11 00:00:00,169.685,187.12,76.3,0.09,22949,Office,MTR-2267,OK
bldg001,2023-01-11 01:00:00,187.73,262.52,58.5,0.25,10373,Hospital,MTR-3992,OK
bldg001,2023-01-11 02:00:00,195.259,207.06,82.2,0.4,43065,Retail,MTR-4461,OK
bldg001,2023-01-11 03:00:00,217.153,220.98,66.1,0.19,45887,School,MTR-2030,OK
bldg001,2023-01-11 04:00:00,265.617,277.89,40.8,0.07,41592,Retail,MTR-3622,OK
bldg001,2023-01-11 05:00:00,292.722,406.88,77.8,0.27,16817,School,MTR-8371,ESTIMATED
bldg001,2023-01-11 06:00:00,346.592,398.81,44.2,0.28,23114,Warehouse,MTR-4614,OK
bldg001,2023-01-11 07:00:00,375.176,408.21,73.6,0.13,45317,Retail,MTR-2118,OK
bldg001,2023-01-11 08:00:00,422.071,565.6,99.4,0.77,30385,Retail,MTR-2040,ERROR
bldg001,2023-01-11 09:00:00,509.589,583.85,107.6,0.66,31822,Hotel,MTR-4516,ERROR
BLDG002,2023-01-01 00:00:00,134.158,181.2,39.2,0.06,5437,Hotel,MTR-5812,ESTIMATED
BLDG002,2023-01-01 01:00:00,140.214,164.92,78.2,0.06,45821,Hospital,MTR-5408,OK
BLDG002,2023-01-01 02:00:00,151.522,157.74,47.1,0.0,16094,Retail,MTR-1918,ERROR
BLDG002,2023-01-01 03:00:00,191.269,248.63,67.1,0.06,27844,Office,MTR-4431,OK
BLDG002,2023-01-01 04:00:00,196.014,223.38,100.8,0.41,9170,School,MTR-4465,ERROR
BLDG002,2023-01-01 05:00:00,257.781,334.87,57.4,0.2,44605,Office,MTR-5049,OK
BLDG002,2023-01-01 06:00:00,292.083,307.39,77.8,0.15,8497,Hotel,MTR-5061,ESTIMATED
BLDG002,2023-01-01 07:00:00,342.516,353.88,80.7,0.61,15486,Retail,MTR-9105,OK
BLDG002,2023-01-01 08:00:00,329.542,337.26,61.4,0.16,20882,Warehouse,MTR-1867,ESTIMATED
BLDG002,2023-01-01 09:00:00,385.74,452.12,83.7,0.02,43172,Retail,MTR-9732,OK
BLDG002,2023-01-01 10:00:00,427.722,473.41,53.1,0.06,20501,Hospital,MTR-8096,OK
BLDG002,2023-01-01 11:00:00,449.717,550.22,72.5,0.38,46551,Hotel,MTR-8084,OK
BLDG002,2023-01-01 12:00:00,425.11,492.22,82.8,0.0,21054,Warehouse,MTR-8960,OK
BLDG002,2023-01-01 13:00:00,445.147,562.69,87.1,0.35,4250,Retail,MTR-7635,OK
BLDG002,2023-01-01 14:00:00,382.741,386.12,48.9,0.31,29086,Warehouse,MTR-1516,OK
BLDG002,2023-01-01 15:00:00,350.77,403.77,94.7,0.3,35212,Hotel,MTR-9952,OK
BLDG002,2023-01-01 16:00:00,332.376,431.32,84.9,0.0,12136,Hotel,MTR-6408,ESTIMATED
BLDG002,2023-01-01 17:00:00,342.627,405.88,76.7,0.12,21371,Warehouse,MTR-7392,OK
BLDG002,2023-01-01 18:00:00,298.351,332.15,68.2,0.25,46263,Retail,MTR-8137,OK
BLDG002,2023-01-01 19:00:00,226.157,245.95,70.0,0.21,4117,Warehouse,MTR-9481,OK
BLDG002,2023-01-01 20:00:00,217.822,287.72,56.0,0.23,26657,Office,MTR-6170,OK
BLDG002,2023-01-01 21:00:00,174.783,234.52,76.2,0.42,10575,Retail,MTR-8611,OK
