Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
162574.1,-0.27096,1.309438,-0.643999,-0.274267,-0.347511,-1.67552,0.804407,-0.700715,1.555054,-0.996,-0.2846,-1.307066,-0.100267,0.729291,-1.795186,0.789392,-1.866,-0.017566,0.772462,0.73931,0.063295,0.233235,-0.512613,0.394696,0.009479,-0.958642,-0.833276,-0.249282,45.02,0
2989.3,0.602185,-0.096589,-0.539402,0.056665,-0.004263,-0.525096,0.051374,-0.737413,-0.652758,-0.509281,1.698032,-1.661922,-0.785905,-1.081755,-0.966462,-1.085038,-1.853706,-0.561638,0.929847,0.530407,0.037137,-1.99808,1.051687,-0.10903,-0.827494,-0.037071,-0.280942,1.060754,2.61,0
38884.8,0.340847,-0.31172,1.358041,-1.777332,0.771656,0.962986,-0.024748,1.618324,-0.042847,-0.877253,0.316789,0.986887,0.4932,-0.6576,0.038275,-0.935669,0.853753,0.028287,-1.176298,-0.408865,-0.663486,1.3122,0.256,-1.555476,-1.981612,-0.21745,1.233754,0.417834,0,0
14635.7,-0.058827,-1.128498,0.497295,0.215313,0.082458,-0.416691,1.37609,-1.928368,0.619957,1.258412,-0.064863,-0.942387,0.077137,0.513784,-0.089343,1.399049,-0.219644,0.365574,1.38331,-1.76598,0.198412,0.234059,2.166635,0.16994,0.563765,0.184039,-0.457079,-0.692091,2.17,0
1070.1,2.646548,-1.094856,1.846424,0.55875,-0.243722,-0.556496,1.579383,0.741206,0.385869,-0.348891,1.677115,-0.540983,0.585741,-0.200278,-0.013045,0.072774,-0.486301,-2.703415,0.294006,1.04756,0.648481,-1.463245,-0.497211,-0.619568,-1.219143,-0.286489,-0.838851,-0.00145,188.51,0
46894.2,0.177898,-0.014383,0.025068,-0.637756,0.969383,-0.147597,-1.600114,-2.078379,0.051948,-1.307858,-1.789307,-0.851898,0.533087,-0.860562,-0.104727,-1.133384,2.039407,3.493396,-0.595699,-0.849571,-0.380849,-0.97038,-0.095635,0.022045,0.092997,0.188626,2.094523,-0.304286,2.68,0
127269.1,0.513015,-0.281215,-0.505134,-0.078506,-0.417633,1.387849,0.633617,-0.611889,0.783735,0.256698,-0.829877,-0.871244,0.229329,-0.227572,0.816327,0.801035,-0.296254,0.703353,2.343627,-0.348234,0.640004,-0.946182,-0.877532,-2.310932,2.238486,1.991121,0.279569,-1.995521,598.49,0
97892.9,-0.951173,0.727508,1.136517,1.470454,0.668499,0.494425,1.617075,0.103329,1.356913,1.673353,1.195242,0.369409,-1.537979,0.461083,-1.501738,0.066825,1.256811,-0.533136,-0.006882,-0.400646,0.604539,0.29823,0.056609,0.638257,-0.29526,0.757712,0.335647,-0.264901,122.44,0
142142.9,-0.088564,0.301539,0.115413,0.327133,-0.471186,-0.563982,0.12547,0.570202,0.591411,0.098973,1.485055,-0.996249,-0.975577,-1.537326,-1.550743,0.250249,-0.714156,0.909679,-1.002595,0.11331,-1.376372,0.541011,-1.760214,-1.555641,-0.384073,0.330488,0.743665,-0.253947,7.15,0
106827.7,0.320375,1.499357,-1.851061,-0.28271,0.684069,-1.341934,-0.4143,1.472315,0.180748,-0.23628,1.928263,-0.199918,2.313726,0.506079,0.736343,-0.111914,1.985648,-0.915269,1.032629,0.520053,0.474658,0.301275,-0.40642,0.296168,-0.197804,-1.843361,-0.995803,-0.140043,5.27,0
151536.9,-0.569346,0.408842,-0.81389,2.733724,-0.322566,0.434599,-0.259984,-1.570187,0.522406,0.98535,-1.134102,0.171452,-0.545635,-0.467377,-0.676704,-1.24862,-1.435837,0.987212,-1.058874,-1.872826,-0.48457,0.767879,-0.731214,1.045419,0.47443,0.341349,-0.339519,1.202442,86.11,0
13951.3,0.234328,1.441272,-0.791126,0.468065,-0.382558,1.370048,0.198632,-0.068821,-2.299307,-1.408433,0.502885,-0.348914,-0.214394,-0.798477,-0.663829,0.015474,-1.43911,-0.247203,0.716431,-0.098345,0.890178,0.681272,0.051417,0.144908,1.576677,-0.903062,0.193311,0.66855,39.59,0
124708.6,1.746103,1.185601,-2.401083,0.214957,2.342124,-0.213388,-0.004458,1.398295,-0.242075,0.903512,-1.660491,-0.714565,-1.423491,-1.393411,1.805171,1.21806,-0.88967,-0.155447,1.517251,2.10701,0.052906,-1.209331,-0.534887,1.112708,0.859336,-0.3344,0.088522,-0.18089,41.57,0
74740.3,-0.291063,-0.085512,-1.062885,-0.893753,0.45986,0.837812,0.073225,0.108298,-1.668447,0.573302,-0.231118,0.040919,1.552664,-0.780958,-1.925527,1.806064,0.498848,-0.313863,0.675066,-0.548506,-0.558582,0.614767,-0.901733,0.301865,-0.496055,-0.44241,-2.452377,0.290485,0.76,0
63287.3,1.220195,-0.738192,-1.211221,-1.007429,0.056473,-0.588911,1.839328,-0.141279,1.18173,0.4684,-0.515443,0.264163,-0.938472,0.21281,0.891059,-0.167361,-0.720339,0.601099,-0.813183,-0.871826,-0.380329,0.219938,0.012564,-0.577851,-0.424729,0.687938,-0.489376,1.186952,9.94,0
40869.2,0.758877,1.081567,1.158798,-1.420341,0.381876,0.141201,-2.681884,0.917265,0.062812,1.561064,1.203537,-0.555317,1.319407,0.983571,-0.983427,1.678884,0.302184,0.203917,-1.77274,0.196087,-1.33588,0.586903,-0.035624,0.125663,1.207386,-0.184666,-0.349735,1.829396,1016.02,0
113723.8,1.530749,-1.162721,2.274164,0.311411,0.037191,0.905231,-0.977753,0.761413,-1.950891,0.358452,0.474963,1.342155,-0.646353,-0.275664,-0.305364,1.339043,0.003433,-0.670872,0.806378,1.431123,-0.088805,1.590228,-0.605609,0.796341,0.511177,1.370296,0.004445,-0.319176,305.07,0
58474.8,-0.862316,1.102464,0.583883,0.904045,1.14399,1.653427,-0.667433,0.265078,-0.308252,2.525184,0.659262,-0.006464,-0.242611,-0.842389,-0.567887,-0.18356,1.150943,0.221898,-0.974141,1.766906,0.049174,0.606108,0.877925,-0.650518,1.700121,-0.063628,-0.027707,-0.486599,42.81,0
18078.5,-0.054572,0.67856,-1.435769,-0.662223,-1.199528,-2.332372,-1.111142,-1.211728,-0.754114,2.47487,-0.912091,-0.959662,0.425773,0.359887,1.011337,0.462619,-1.209174,-0.923447,0.412109,-0.294117,1.107105,0.342891,-0.195046,2.533264,-0.890141,0.049763,0.642589,1.062911,$21.73,0
116246.5,0.821418,1.472401,-0.01295,0.539579,1.381127,1.347695,-0.046335,-0.113809,-0.553325,-2.264723,-0.013577,-0.10226,-0.289405,-2.944168,0.088807,0.379183,1.353482,-0.563526,-0.179789,-0.001917,-0.574067,0.446891,-0.214723,-0.359641,-0.728749,-0.504213,0.160584,-2.252979,2.81,0
2372.1,0.026027,1.179441,1.148574,-1.612883,1.44208,1.598253,-1.536527,0.300007,0.281015,-1.03137,-1.140482,-0.110366,0.14166,0.281339,1.048517,0.320935,1.033712,-0.781187,-0.935528,-0.149773,0.372775,1.024399,1.102284,-0.991188,-0.944219,-0.698283,0.107753,1.704208,14.74,0
41683.4,-0.325745,0.904382,1.471241,-0.02566,-0.952658,0.458732,0.70223,-1.094299,-1.135816,0.664586,1.996952,-0.172091,-0.475366,-0.327985,0.290196,0.821234,-0.460244,1.213405,-0.006552,-0.13411,1.593551,1.473161,0.52738,-1.42579,-0.348009,-1.846341,0.781788,2.557471,30.66,0
6276.0,1.248214,0.257712,-0.681471,-1.538694,0.085774,-0.683926,0.286951,-1.199983,-3.18131,1.032554,0.099214,0.191064,0.104021,-2.009048,-0.080352,0.465349,-1.6545,0.890006,-0.078953,0.90806,0.695033,0.772266,-1.102977,-0.196666,-0.238983,0.000615,1.56419,1.081321,230.52,0
156398.6,-0.546434,-0.831241,-1.016235,0.968111,-0.666719,0.80577,0.139474,-0.197782,0.519572,0.495512,0.432304,-0.444459,0.239983,1.288788,1.663713,-0.486912,0.295023,1.063938,0.683509,-1.470311,-0.658592,-0.566751,0.608778,1.664477,-1.381386,-2.031368,0.155027,-0.759636,220.89,0
142484.8,-0.161435,-0.659244,-1.742102,0.620445,1.026642,-2.246727,-0.891725,0.409027,-1.909537,2.083484,0.696091,1.583204,-0.618096,0.872203,-0.420277,0.592072,-0.598459,-1.136405,0.202301,-0.549551,-1.228797,-0.629345,-1.660503,1.827997,0.722807,0.104418,-0.114971,0.37219,49.48,0
98822.8,0.343727,0.040751,0.289542,-0.194164,0.908093,0.689291,0.14717,-0.064076,-0.417337,-0.329167,0.444689,1.060753,-0.44135,0.283667,1.130667,2.849355,0.253293,1.241412,1.221212,0.509087,0.809592,2.361279,-0.540548,1.270579,-1.766101,-2.812922,1.825895,0.375751,79.38,0
26290.8,1.71595,0.529303,-1.247232,0.030307,1.319446,-1.747793,-1.103402,0.236608,-0.223774,-0.549088,1.204527,-0.685761,-0.073295,-0.953268,-0.143873,0.685716,0.355078,0.329374,1.254423,0.075463,-1.658323,0.867468,0.928632,0.320237,1.311762,0.559009,0.214313,-0.316768,137.13,0
111321.4,0.864342,-0.296356,-1.560452,-0.357338,-0.662499,-0.938754,-1.468196,-0.814066,-0.109155,-2.020353,-0.208958,0.877158,-0.481857,1.007821,0.465622,-1.768266,-0.672954,-1.190691,-0.065199,-0.752922,-1.517394,0.639263,0.485065,-0.789456,-0.509827,0.157594,0.967555,1.383056,19.43,0
34536.4,-1.998393,-1.031544,0.606774,-1.406437,-1.740913,0.754728,-0.35037,0.122741,0.677684,-1.112799,1.235045,0.153709,-1.615948,-0.589962,2.350727,0.921063,-0.183896,-0.345499,-0.594555,0.162115,-0.824263,0.899333,1.843325,0.069717,-0.708524,-0.661785,1.395681,0.085835,91.63,0
11219.3,0.581674,0.318588,-1.516635,0.214017,-0.200649,1.094558,0.318435,0.78551,-0.714959,0.052802,-1.125563,-0.030439,0.852528,-1.203671,-0.564857,-0.147921,0.515083,1.833807,-0.710289,0.744547,-0.200901,0.285188,-0.533332,1.434189,-0.74352,-0.086573,-0.161921,0.037495,103.77,0
135790.9,-0.382929,0.892498,-1.322748,0.024932,-1.184525,0.14533,0.049549,0.600824,-0.989165,1.154821,0.084344,-0.370311,-1.076024,-0.578143,-1.76574,0.682819,0.132367,0.411056,-0.259408,1.835738,-0.016083,-1.456574,-0.875914,-0.447437,0.762098,0.620992,0.67442,0.957925,87.22,0
25669.0,-1.78998,-0.488053,-1.126625,1.238339,-0.448495,-0.961624,1.159807,-0.564663,-0.144874,0.332183,0.455789,-0.083396,-0.500423,0.899463,-2.170997,1.388606,0.855467,-0.598951,0.465978,0.255194,0.328463,1.301071,0.089548,1.079676,-0.78402,0.439187,-1.49992,0.689177,12.03,0
149948.1,-0.012741,1.362796,2.252194,-0.569507,-1.503634,1.202087,0.410491,-0.71812,-0.745732,0.494477,-0.684411,-0.019952,1.691268,-0.777285,1.976342,-1.564616,-1.539443,-0.338621,-0.940109,-1.184714,0.4527,-1.005825,-1.038956,-0.542405,0.90383,0.037677,-0.234073,0.05539,38.7,0
168906.4,-1.152672,-0.746694,0.301858,1.079402,0.229379,-0.191169,0.301715,1.76855,-1.893356,-0.419482,-0.462175,-1.332367,-0.06364,-0.431966,0.548572,1.604225,0.435439,-0.592581,0.163663,1.158298,0.749334,-2.054145,-1.386611,1.540637,0.87664,-0.241186,0.758882,0.222236,611.65,0
57700.9,-0.170685,-0.569501,0.387272,-0.443181,-1.25934,-2.022299,0.945643,-0.216266,-0.008969,0.804082,-0.822634,0.540622,1.844901,0.190936,-1.300601,-0.927705,-1.094314,1.690133,-0.909057,0.158966,-0.846439,1.142432,-1.110629,-0.69926,-1.666442,1.478526,-0.639555,-0.269675,484.25,0
63601.4,0.239065,-0.743561,0.934676,0.379608,1.423876,0.954507,-0.313154,-0.551134,1.772361,0.857827,0.227182,0.939271,-1.656677,1.523475,-1.590644,0.629961,-0.86028,0.461536,0.815652,0.491386,0.105139,0.555483,1.286795,1.548355,0.863684,-1.150958,-1.883086,1.686741,$40.87,0
38456.2,2.06509,0.215393,1.208887,-1.12622,0.274227,-0.311166,-1.582041,-0.995339,1.11657,0.266321,0.561466,-1.606337,0.514721,0.512457,-0.44768,1.235413,-0.018027,-0.269071,-1.396057,0.870511,-0.365792,-0.032488,0.937902,0.016933,-0.140762,0.454779,0.099863,0.898893,236.46,0
163929.9,1.701616,0.168302,-1.465945,-0.878313,2.563759,-1.613763,-0.488813,-0.63824,0.843037,0.768219,0.908192,-0.109847,1.238698,-0.47824,-1.097106,0.077279,-0.063779,0.141353,0.414216,-0.517207,-1.420593,-0.513636,2.172293,0.478607,-2.746062,0.887385,-0.823473,1.068451,44.94,0
2838.7,0.143045,1.197659,-0.699632,-1.7468,0.963368,-0.872732,0.109786,1.668164,2.005311,0.649649,0.052195,-0.910657,-1.24551,-0.89476,0.079909,0.084889,0.631248,-0.484533,-0.119386,-1.93661,0.066156,0.945773,-0.338042,-1.928225,-2.400591,1.21364,0.194199,2.381012,34.15,0
36527.5,-0.813783,1.134215,-1.795841,0.731242,-0.556571,0.399496,-0.910059,-0.004858,1.871481,0.722833,-1.321226,0.390805,-0.02714,-1.150874,0.573411,-0.42617,0.280629,2.001165,-0.440276,-0.944997,-1.643825,-1.187296,0.158744,-0.622569,0.472071,0.545061,-1.880585,-0.196252,13.37,0
98868.5,0.012687,-0.727502,1.014197,-0.208732,0.791284,0.613188,-0.598148,-0.417717,-0.010975,0.568338,-0.545656,1.361786,0.782867,-1.629272,-0.080266,-0.448021,-0.443137,-1.531376,-0.063463,0.251702,0.768574,1.314862,-1.076832,1.55198,0.480577,1.948416,-2.234837,0.044116,99.23,0
127819.4,-0.757516,-0.15897,0.310021,-0.696506,-0.574701,-0.376308,-0.171122,-0.987835,0.061104,-0.139379,1.055069,-0.85844,0.25614,-0.755576,2.065387,-0.251971,-0.183151,1.128449,-1.683688,-0.208975,-1.706087,-0.187672,-1.31048,-1.174273,1.365808,-0.336566,1.157586,0.447914,14.0,0
114806.1,1.261144,0.232991,0.597965,1.469282,-0.068022,0.832767,0.31977,-0.032334,0.421136,-2.143121,-1.733827,0.41157,-1.599186,-1.706469,6.5e-05,0.047521,0.585946,0.026179,-0.726604,-0.001121,0.27495,-1.131394,-1.183142,2.290291,2.461111,0.231759,1.50769,-0.503297,292.3,0
41347.1,2.672917,-0.224425,-0.874105,-1.483161,0.017823,-1.839934,-0.204217,-0.337671,-0.534419,-0.636026,-0.169091,0.128185,-0.372571,0.257713,0.723563,-0.843092,0.814615,-0.045341,-0.005405,1.505377,-0.417258,-1.370715,1.064707,-0.193402,-1.218595,0.120935,2.049711,0.189708,232.16,0
41428.0,0.414089,1.455594,-0.236307,-1.312184,0.102238,1.566656,-1.052158,-0.469192,-1.485648,1.885469,-0.244941,-1.984469,1.385228,0.29678,-0.326926,-0.884805,-0.460393,-0.05354,-0.380003,0.083254,1.02487,-1.033742,-0.611,-0.699798,0.567874,0.536634,-1.10386,0.096008,11.17,0
3664.1,-0.753245,-0.819578,1.454039,-0.292877,-0.379337,-0.360172,0.772974,0.13148,-0.358272,-0.575559,-0.676077,-1.251231,0.0877,0.079028,0.163046,0.12515,-1.889202,-0.022166,-0.366707,-0.3316,-0.349149,-0.447255,0.71622,0.110966,-1.126911,-0.258827,-0.203074,-0.516293,818.6,0
130654.0,0.047453,1.601601,0.100342,1.501726,-2.551667,1.305164,0.781863,1.336468,-1.257008,-0.431612,1.0122,-0.342798,0.633145,-1.534152,1.609969,-1.161845,-0.801611,0.837655,0.549476,-0.433338,0.260194,-1.657508,-0.182266,-0.353465,-0.213356,-1.523282,0.632906,0.346076,6.16,0
61983.0,1.235957,2.40195,-0.83375,-0.211028,1.821578,-0.598129,1.489041,-0.198783,-1.033233,1.258782,-1.116461,1.230154,-0.368276,-0.754908,-0.662108,0.027902,0.600441,1.112017,-0.894021,0.859083,-0.314237,0.354486,-0.085871,0.851115,-2.155443,0.466015,-1.594904,-0.923986,100.83,0
38254.7,-1.039854,-0.335509,0.664083,-0.717237,-0.730666,1.010981,-0.402011,0.93812,0.440523,0.59921,1.300841,-0.102405,0.930822,-1.962993,-1.234819,0.734084,2.158047,-0.743535,-0.878929,-3.311063,-0.09876,-0.096328,0.684257,-0.29509,-0.251768,1.109103,0.165644,0.944216,419.07,0
154549.0,-0.184499,0.819311,2.078885,-0.900514,2.017568,-1.41942,-0.225556,-1.296381,0.283139,-2.099722,0.668793,-0.04847,0.543039,-1.560638,0.449473,-0.338391,-1.496873,-0.216669,0.248909,0.320015,0.160683,-0.773571,0.333557,-0.298013,-1.073708,0.206638,-0.465622,0.886837,3.0,0
114113.4,-0.321383,-0.852297,1.130979,0.094839,-0.541856,-1.181491,-1.389786,-0.915348,-0.570279,1.244047,1.6187,-0.699029,0.922698,-1.977126,-1.07156,-0.031273,0.201956,-1.202947,0.897647,-0.851681,1.446634,0.700398,-1.904511,-2.255233,-0.195244,1.526578,0.402363,0.776748,22.62,0
43679.8,-0.016501,-0.795236,1.149987,0.369892,0.641328,0.216935,-0.642103,-0.898792,-0.631713,-0.960983,1.211667,1.021947,-0.145394,-0.949819,0.237378,0.347881,1.389379,1.442113,1.12319,1.398212,-0.024228,-0.281773,-0.720171,1.073055,0.007755,1.54251,-0.446524,1.106221,26.59,0
35849.8,0.308164,1.161165,1.254916,-1.215428,0.031576,-0.492457,1.95521,0.61571,1.458622,0.050926,-1.705579,1.881673,0.233709,-1.515138,1.645197,-0.269071,0.283227,-0.785266,-0.236309,-0.635425,0.058484,-1.192443,-0.488481,0.425338,-0.367596,0.217813,-0.993735,-0.822852,48.37,0
45318.5,0.245754,-0.016993,1.955959,0.25771,0.040373,0.391795,1.064539,-0.641848,1.567771,0.306778,1.530749,0.982827,-0.397257,-1.028611,1.314003,-1.018975,0.991798,-0.076977,-0.408752,1.353036,0.519239,1.010203,-1.103239,0.142359,0.334449,-0.424659,-1.769848,0.090971,217.21,0
86640.2,1.491307,0.482921,0.202356,-2.206062,0.02843,1.319417,-0.589886,-1.333532,-1.307334,-0.381095,-0.744975,0.210322,-1.663028,0.879331,0.222191,1.599318,-0.752988,-0.877267,-0.274357,0.670419,0.25443,-0.036195,-0.41097,0.55243,-0.889926,0.669536,-0.446449,-0.471238,44.11,0
160357.3,1.909348,-0.798787,-1.560518,-0.455172,-0.101904,0.266518,0.02364,1.830732,0.533694,-0.360455,-0.828842,0.233517,-0.340942,-0.879519,1.093027,-0.787235,-1.918527,-1.04436,-0.994741,1.262885,0.30253,-0.96047,1.413649,-0.037518,0.138953,-1.0555,-1.082589,-0.558857,89.53,0
26497.3,-2.018328,-0.699155,0.145486,-0.323213,-0.477929,1.452048,1.170073,-0.330708,1.225563,-1.317591,0.693509,0.438859,1.270303,1.918775,-0.684401,-0.137416,0.772619,-0.786672,0.460518,1.08876,-1.038725,-0.471366,0.764234,-1.231175,-0.776961,-0.933081,-3.009901,0.703166,4.02,0
127895.4,-1.800172,-0.015512,-1.227405,0.737399,-0.630705,-0.309101,0.171137,-0.825156,0.556509,0.365655,0.464297,-0.277249,-0.438555,-0.241487,-0.575506,-0.021131,-1.256606,-0.403284,1.544756,1.692569,-0.129739,-0.462751,-0.332967,-1.271512,0.721534,-0.732305,-0.779387,1.446787,188.9,0
81089.2,0.097723,-2.221547,1.176942,0.073646,0.990082,-0.611869,0.793089,-0.614097,0.660718,-0.318525,-1.654732,0.678261,-0.379876,0.665493,-1.127508,0.093367,0.46562,0.226917,0.066304,1.135412,-0.582674,1.203495,-0.803774,0.952989,-0.087745,1.34646,-0.830826,0.693917,72.85,0
159401.5,-1.139789,2.349058,2.322848,1.066462,0.030209,-0.529507,-0.365904,-1.513795,-0.343312,-0.792516,-0.898673,0.777804,1.205096,0.667071,-0.762939,-0.018463,2.501547,1.330954,-0.342559,-0.264251,0.647268,-0.859687,-0.769362,-1.275158,-0.714288,1.275966,0.657395,-0.231971,16.24,0
45437.3,-0.814044,1.337879,0.144224,-1.454079,-1.99404,1.13763,0.484116,0.086377,0.121966,-1.628632,0.415964,2.760359,-1.50359,-0.890712,-2.175749,-0.755856,-2.081647,-2.558082,-0.419134,-0.746705,0.90105,0.696202,1.126687,0.587841,-1.912616,-0.388476,-0.264011,0.554578,102.96,0
48764.3,1.076776,2.346716,1.386313,-0.869991,-0.66998,-0.490841,1.063462,-1.282212,-0.544343,-0.750683,-0.981215,-0.995602,0.923487,0.209626,0.317181,-1.437643,0.641635,0.651321,0.302202,1.213702,0.135555,0.393255,-1.845698,0.784536,0.066741,-0.658387,0.936825,-0.64192,412.5,0
49028.7,-1.033088,-1.49894,-1.645871,0.614278,0.97358,1.588604,0.508677,0.628147,1.001326,0.416078,-0.250081,0.259265,-0.773487,-0.410462,-0.601945,-1.112248,0.282785,0.298604,0.448606,-0.127995,-0.027518,0.191837,-0.21653,-0.272249,0.736347,-0.003698,-1.248793,0.159569,1009.86,0
117385.4,1.236739,0.13446,-1.394637,1.031224,0.953968,-0.399317,0.112908,0.402308,0.685068,-0.307598,-0.091179,-1.150427,1.287877,0.021029,1.71151,0.229226,0.88555,-1.940031,0.330556,0.547857,1.382129,-0.783326,0.908715,1.557797,1.143475,-0.382576,-0.611122,-0.699961,89.75,0
36621.7,0.253235,0.807113,-0.451464,-0.096923,0.911805,-0.030679,1.050328,-1.794278,-1.899445,0.138506,-1.082829,-2.189121,1.209779,-0.613059,0.206049,0.699273,1.116975,-0.103286,-1.099235,-1.716709,1.805168,0.597211,-0.21329,-0.41958,0.917934,-0.37028,-1.667838,-0.436971,9780.42,0
51164.6,-0.589775,0.884666,1.736151,0.093327,-1.652226,-0.126701,-0.911482,1.280861,-0.542062,-0.703108,0.608843,-0.912967,-1.480954,1.184107,-1.291648,-1.288617,0.65625,2.237592,-0.074616,0.571443,0.007511,-0.452493,0.109835,-1.211596,1.688845,-0.77693,-1.099247,-2.768819,19.84,0
30223.6,-0.690846,0.051857,1.0488,0.567401,-0.139368,0.495426,1.143235,-0.485134,-0.34623,-0.247809,-0.139185,1.572246,-0.427698,1.14697,-0.665086,-0.518415,0.571,0.552972,-0.286068,0.968676,-0.271517,-0.068424,-0.177134,0.438709,-0.085917,-2.318852,-0.183056,0.13725,46.35,0
136376.8,-0.731404,0.933596,0.959224,-0.437503,-2.429954,-1.109021,-1.213128,-0.191955,0.932069,-0.634602,1.288105,-1.952654,-0.912972,-1.988306,0.449523,1.296973,1.271824,0.306277,2.109662,-1.186718,1.396066,0.634358,-0.236,-0.278382,0.373027,0.421715,0.040395,1.368384,25.76,0
18043.4,1.464522,-0.236677,-0.798956,-0.227751,-0.562287,0.887888,-0.946943,-0.274582,-1.411575,-0.156425,-1.305582,-0.253184,0.359408,1.1026,-0.078556,0.495769,-0.164957,-0.262159,1.885624,-0.383817,-0.215391,-0.117664,-1.256808,-0.429079,0.06599,0.499977,-1.2153,-1.883409,78.26,0
136904.1,-0.820153,1.212423,-0.801836,-0.741061,0.262544,-1.033281,-0.474188,-1.277832,1.268828,0.047835,-0.50506,0.425911,0.403153,-0.590203,-1.358147,0.198649,1.015932,1.218696,-1.545504,1.142908,-0.483103,0.603913,-1.594061,-0.284935,0.172571,0.579451,-1.285547,1.222957,5.95,0
40686.5,-0.602472,-0.970701,0.736579,2.934057,-1.910476,1.163274,-1.555925,0.624199,-0.696297,0.176554,-1.445551,0.925338,-0.684079,-0.037044,0.055815,-0.601089,1.543748,0.590261,2.151938,-0.58772,-0.519572,0.157538,-0.363269,0.222549,-0.050223,-0.672083,-1.498344,0.397869,5.64,0
46647.3,0.082087,-1.350075,2.283757,-0.13592,1.143932,1.091996,-0.335624,1.061826,0.064153,-0.854888,0.51215,-1.009696,0.283647,1.909768,1.463728,-0.924167,1.051148,-1.539916,0.8254,-0.833062,1.059323,-0.225971,-0.78373,-0.408253,-0.988491,1.86706,0.82287,-1.671753,36.06,0
