trip_id,pickup_datetime,dropoff_datetime,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,distance_mi,duration_min,fare_usd,driver_rating,payment_method,surge_multiplier,city
TRIP_0000024,2024-01-25,2024-01-25 00:22:12.000000000,40.744985,-73.925764,40.729583,-73.912845,4.1,22.2,17.445,5.0,credit_card,1.0,New York
TRIP_0000025,2024-02-06,2024-02-06 00:19:42.000000000,40.520792,-73.904794,40.476008,-73.913789,2.53,19.7,13.822499999999998,5.0,cash,2.0,Queens
TRIP_0000026,2024-01-30,2024-01-30 00:08:00.000000000,40.512863,-73.757852,40.598577,-73.74639,0.4,8.0,2.11,5.0,cash,1.0,New York
TRIP_0000027,2024-01-17,2024-01-17 00:15:48.000000000,40.762996,-73.913807,40.743747,-73.897746,1.05,15.8,9.8675,4.6,credit_card,1.25,Queens
TRIP_0000028,2024-01-15,2024-01-15 00:13:42.000000000,40.911725,-73.93456,40.992518,-73.950905,34.0,13.7,8.485,4.3,credit_card,2.5,Queens
TRIP_0000029,2024-06-07,2024-06-07 00:21:12.000000000,40.508803,-74.129733,40.552608,-74.158897,2.41,21.2,14.1375,4.3,credit_card,1.5,Jersey City
TRIP_0000030,2024-06-05,2024-06-05 00:14:42.000000000,40.486827,-74.114119,40.506898,-74.041208,1.6,14.7,10.445,4.7,app_pay,1.0,New York
TRIP_0000031,2024-03-27,2024-03-27 00:38:50.184602634,40.862457,-73.874826,40.881925,-73.925699,0,38.83641004394426,15.029999999999998,4.4,credit_card,2.0,New York
TRIP_0000032,2024-04-20,2024-04-20 00:41:36.000000000,40.585648,-73.772128,40.692027,-73.798768,5.13,41.6,26.037499999999998,5.0,app_pay,1.0,Queens
TRIP_0000033,2024-01-16,2024-01-16 00:49:24.000000000,40.677331,-73.987085,40.729225,-73.972402,7.04,49.4,32.11,,app_pay,1.0,Newark
TRIP_0000034,2024-05-26,2024-05-26 00:09:00.000000000,40.884616,-74.043489,40.898854,-74.002719,0.13,9.0,5.8774999999999995,4.9,credit_card,1.0,Newark
TRIP_0000035,2024-03-25,2024-03-25 00:15:54.000000000,40.637291,-74.22247,40.61174,-74.184454,1.11,15.9,10.0075,5.0,credit_card,1.0,Jersey City
TRIP_0000036,2024-01-05,2024-01-05 00:13:36.000000000,40.574385,-73.966743,40.570945,-73.943771,1.84,13.6,10.48,4.7,app_pay,1.0,Newark
TRIP_0000037,2024-03-09,2024-03-09 00:32:54.000000000,40.563404,-73.930142,40.523589,-73.94252,4.98,32.9,22.729999999999997,,credit_card,1.0,Newark
TRIP_0000038,2024-01-04,2024-01-04 00:28:54.000000000,40.630924,-74.139333,40.609566,-74.09831,3.14,28.9,18.11,4.2,venmo,1.25,Jersey City
TRIP_0000039,2024-05-05,2024-05-05 01:06:12.000000000,40.693306,-73.830723,40.612633,-73.80144,12.79,66.2,48.052499999999995,4.6,credit_card,1.0,Jersey City
TRIP_0000040,2024-04-19,2024-04-19 00:27:06.000000000,40.756655,-74.219017,40.70009,-74.195048,5.32,27.1,21.295,4.3,app_pay,1.25,Brooklyn
TRIP_0000041,2024-03-12,2024-03-12 00:40:00.000000000,40.576407,-74.175043,40.574914,-74.176308,6.42,40.0,27.735,4.2,cash,1.0,Newark
TRIP_0000042,2024-02-25,2024-02-25 00:41:06.000000000,40.776928,-73.725166,40.80511,-73.7006,5.26,41.1,26.09,4.0,cash,1.0,Newark
TRIP_0000043,2024-05-12,2024-05-12 00:36:18.000000000,40.56524,-74.084655,40.572481,-74.127729,3.97,36.3,22.1525,5.0,app_pay,1.0,Jersey City
TRIP_0000044,2024-06-02,2024-06-02 00:18:12.000000000,51.5,0.0,40.671972,-73.793952,1.53,18.2,11.5475,4.4,credit_card,1.0,Newark
TRIP_0000045,2024-03-19,2024-03-19 00:12:36.000000000,40.798017,-73.684178,40.798083,-73.714084,1.1,12.6,8.835,5.0,credit_card,1.0,Queens
TRIP_0000046,2024-04-19,2024-04-19 00:14:54.000000000,40.78376,-73.963491,40.798182,-73.970179,1.95,14.9,11.1275,4.8,app_pay,1.0,Jersey City
TRIP_0000047,2024-03-21,2024-03-21 00:25:59.105794572,40.797751,-73.687969,40.743288,-73.645929,0,25.985096576243055,15.205,4.7,cash,1.0,Brooklyn
TRIP_0000048,2024-01-06,2024-01-06 00:23:00.000000000,40.619172,-73.978724,40.648013,-74.013985,2.23,23.0,14.452499999999999,,credit_card,1.75,New York
TRIP_0000049,2024-02-03,2024-02-03 00:28:18.000000000,40.719519,-74.134059,40.684154,-74.052926,4.28,28.3,19.895,4.4,credit_card,1.0,New York
TRIP_0000050,2024-04-11,2024-04-11 00:10:06.000000000,40.573403,-73.847824,40.500726,-73.818038,2.25,10.1,9.9725,4.6,app_pay,1.0,Newark
TRIP_0000051,2024-03-12,2024-03-12 01:00:36.000000000,40.508936,-73.917244,40.515845,-74.014318,7.88,60.6,37.5,4.6,credit_card,1.0,Jersey City
TRIP_0000052,2024-04-04,2024-04-04 01:19:12.000000000,40.786214,-73.701006,40.725202,-73.676615,10.08,79.2,47.86,4.7,app_pay,1.0,Brooklyn
TRIP_0000053,2024-03-02,2024-03-02 00:03:42.000000000,40.637434,-74.244966,40.659197,-74.145068,0.27,3.7,4.2675,4.2,credit_card,1.0,Newark
TRIP_0000054,2024-01-18,2024-01-18 00:42:56.628245772,40.599322,-73.993077,40.601612,-73.983074,0,42.943804096159425,26.2475,4.6,credit_card,1.25,Jersey City
TRIP_0000055,2024-01-18,2024-01-18 00:17:54.000000000,40.574741,-73.855373,40.535607,-73.884125,3.15,17.9,14.277499999999998,5.0,cash,2.5,New York
TRIP_0000056,2024-03-29,2024-03-29 01:39:24.000000000,40.801222,-74.214017,40.785977,-74.230112,12.05,99.4,58.3775,4.6,credit_card,1.0,Queens
TRIP_0000057,2024-04-08,2024-04-08 00:15:30.000000000,-73.746044,40.703395,40.643441,-73.731287,1.62,15.5,10.76,4.8,app_pay,1.0,New York
TRIP_0000058,2024-02-07,2024-02-07 00:23:24.000000000,40.553005,-74.204249,40.600587,-74.239935,2.8,23.4,15.59,4.4,credit_card,1.0,New York
TRIP_0000059,2024-04-21,2024-04-21 00:20:12.000000000,40.488383,-73.952326,40.508551,-73.909007,2.68,20.2,14.26,5.0,credit_card,1.5,Brooklyn
TRIP_0000060,2024-01-05,2024-01-05 00:21:18.000000000,40.618724,-73.93914,40.732601,-73.957915,2.93,21.3,15.0825,4.8,app_pay,1.0,Jersey City
TRIP_0000061,2024-03-16,2024-03-16 00:34:36.000000000,40.877661,-74.211878,40.947234,-74.223496,4.12,34.6,21.82,,credit_card,1.0,New York
TRIP_0000062,2024-06-05,2024-06-05 00:12:54.000000000,40.644339,-74.148612,40.517759,-74.197904,1.54,12.9,9.71,4.5,cash,1.0,New York
TRIP_0000063,2024-05-12,2024-05-12 00:39:30.000000000,40.568264,-73.986752,40.633587,-73.963807,5.34,39.5,25.669999999999998,4.7,credit_card,1.25,Jersey City
TRIP_0000064,2024-01-20,2024-01-20 00:28:12.000000000,-73.793742,40.772587,40.758608,-73.675991,5.72,28.2,22.38,5.0,credit_card,1.0,Brooklyn
TRIP_0000065,2024-06-08,2024-06-08 00:30:42.000000000,40.83693,-73.966195,40.769258,-73.892979,6.58,30.7,24.759999999999998,5.0,credit_card,1.0,Queens
TRIP_0000066,2024-03-25,2024-03-25 00:03:36.000000000,40.870203,-73.738151,40.88204,-73.728606,0.46,3.6,4.565,4.8,cash,1.25,New York
TRIP_0000067,2024-03-17,2024-03-17 00:31:36.000000000,40.513852,-73.743588,40.62653,-73.750439,4.37,31.6,21.207500000000003,5.0,credit_card,1.5,New York
TRIP_0000068,2024-01-12,2024-01-12 00:19:42.000000000,-74.000884,40.493605,40.469339,-73.986427,1.45,19.7,0.19,4.3,app_pay,2.0,Jersey City
TRIP_0000069,2024-04-29,2024-04-29 00:18:24.000000000,40.813156,-74.088626,40.764211,-74.156376,3.13,18.4,14.4175,4.8,credit_card,1.0,Brooklyn
TRIP_0000070,2024-02-15,2024-02-15 00:22:30.000000000,40.823137,-73.889913,40.730417,-73.955029,3.28,22.5,16.115,5.0,credit_card,1.75,Queens
TRIP_0000071,2024-02-17,2024-02-17 00:08:18.000000000,-74.00978,40.719624,40.768764,-73.982184,0.24,8.3,5.825,,credit_card,1.0,Brooklyn
TRIP_0000072,2024-06-29,2024-06-29 00:10:00.000000000,40.533774,-73.928546,40.522357,-73.920475,0.58,10.0,7.015,4.3,cash,1.0,Newark
TRIP_0000073,2024-04-25,2024-04-25 00:05:12.000000000,40.849229,-73.978213,40.727354,-74.003803,0.1,5.2,1.74,4.7,venmo,1.0,Jersey City
TRIP_0000074,2024-05-02,2024-05-02 00:16:12.000000000,51.5,0.0,40.814473,-74.145106,1.56,16.2,10.899999999999999,4.8,credit_card,2.5,Newark
TRIP_0000075,2024-02-18,2024-02-18 01:57:30.000000000,40.864406,-74.17287,40.902683,-74.190958,16.1,117.5,71.80000000000001,5.0,credit_card,1.0,Newark
TRIP_0000076,2024-03-22,2024-03-22 00:57:42.000000000,40.723626,-74.094457,40.666298,-74.194703,6.37,57.7,33.8425,4.6,credit_card,1.0,Jersey City
TRIP_0000077,2024-03-19,2024-03-19 00:06:18.000000000,40.722313,-73.819776,40.72692,-73.816277,0.17,6.3,5.0024999999999995,4.7,credit_card,1.0,New York
TRIP_0000078,2024-04-06,2024-04-06 00:34:54.000000000,40.827604,-74.239452,40.878483,-74.297928,4.08,34.9,21.854999999999997,5.0,cash,1.0,Newark
TRIP_0000079,2024-03-30,2024-03-30 00:33:06.000000000,40.670557,-73.861032,40.620235,-73.897628,6.49,33.1,25.4425,,credit_card,1.0,Brooklyn
TRIP_0000080,2024-02-10,2024-02-10 00:22:36.000000000,40.740205,-73.975995,40.700617,-73.859349,4.8,22.6,18.810000000000002,4.3,credit_card,1.5,Queens
TRIP_0000081,2024-03-29,2024-03-29 01:03:48.000000000,40.788946,-73.878693,40.728097,-73.900274,7.31,63.8,37.622499999999995,,credit_card,2.0,Newark
TRIP_0000082,2024-06-14,2024-06-14 00:41:06.000000000,40.615221,-73.852775,40.601935,-73.973033,8.03,41.1,30.9375,5.0,credit_card,1.25,Newark
TRIP_0000083,2024-06-07,2024-06-07 00:38:30.000000000,40.836666,-74.114669,40.752286,-74.115798,4.55,38.5,23.9375,4.9,credit_card,1.0,Brooklyn
TRIP_0000084,2024-03-24,2024-03-24 00:11:18.000000000,40.544714,-74.080302,40.480693,-74.062159,1.43,11.3,1.2,4.9,app_pay,1.0,Jersey City
TRIP_0000085,2024-05-26,2024-05-26 00:05:00.000000000,40.70683,-73.845751,40.609724,-73.837743,0.1,5.0,4.425,4.8,credit_card,1.0,Newark
TRIP_0000086,2024-02-07,2024-02-07 00:14:06.000000000,40.716047,-73.884948,40.752464,-73.913008,1.17,14.1,9.482499999999998,4.9,cash,1.25,Brooklyn
TRIP_0000087,2024-04-18,2024-04-18 01:31:00.000000000,40.532635,-73.826555,40.414771,-73.880818,10.95,91.0,2.13,4.2,credit_card,1.25,Queens
TRIP_0000088,2024-03-17,2024-03-17 00:10:36.000000000,40.624444,-73.825291,40.659377,-73.754345,0.29,10.6,6.717499999999999,4.2,credit_card,1.0,Queens
TRIP_0000089,2024-03-31,2024-03-31 01:45:42.000000000,40.741586,-74.008489,40.753351,-74.02847,13.13,105.7,62.4725,4.7,credit_card,1.0,Queens
TRIP_0000090,2024-01-02,2024-01-02 01:02:12.000000000,40.633947,-73.739942,40.619597,-73.727535,8.2,62.2,38.62,,cash,1.0,Queens
TRIP_0003943,2024-03-20,2024-03-20 00:35:00.000000000,40.72044,-73.807776,40.773899,-73.82005,325.5,35.0,26.1425,4.1,cash,1.5,New York
TRIP_0000092,2024-04-09,2024-04-09 00:40:18.000000000,40.540272,-73.798325,40.588709,-73.780901,8.19,40.3,30.9375,4.3,credit_card,1.25,Newark
TRIP_0000093,2024-04-04,2024-04-04 00:06:42.000000000,40.860954,-73.801447,40.834971,-73.807838,0.53,6.7,5.7725,4.4,credit_card,1.25,Queens
TRIP_0000094,2024-05-13,2024-05-13 00:07:54.000000000,40.755931,-73.72633,40.744871,-73.809599,0.27,7.9,5.737500000000001,4.6,credit_card,1.75,Jersey City
TRIP_0000095,2024-06-18,2024-06-18 00:17:42.000000000,40.61794,-73.689653,40.606018,-73.68454,2.11,17.7,12.3875,4.5,cash,1.0,Queens
TRIP_0000096,2024-06-20,2024-06-20 00:16:24.000000000,51.5,0.0,40.780149,-73.800853,1.77,16.4,11.337499999999999,5.0,credit_card,1.0,New York
TRIP_0000097,2024-06-08,2024-06-08 00:19:42.000000000,-73.829984,40.678104,40.770658,-73.829283,1.54,19.7,12.09,4.3,cash,1.75,Brooklyn
TRIP_0000098,2024-01-22,2024-01-22 00:09:30.000000000,-73.919928,40.666838,40.596389,-73.880621,0.47,9.5,6.647499999999999,4.3,credit_card,1.75,Queens
TRIP_0000099,2024-03-15,2024-03-15 00:25:00.000000000,40.50273,-73.812875,40.613976,-73.810299,2.57,25.0,15.747499999999999,,venmo,1.0,Newark
TRIP_0000100,2024-01-10,2024-01-10 00:30:24.000000000,40.555681,-73.792613,40.561534,-73.847699,4.86,30.4,21.645,4.7,cash,1.0,Newark
TRIP_0000101,2024-03-27,2024-03-27 00:20:48.000000000,40.755338,-73.880677,40.734476,-73.777212,3.35,20.8,15.6425,4.1,credit_card,1.0,Queens
TRIP_0000102,2024-01-14,2024-01-14 00:16:12.000000000,40.775878,-74.072033,40.789828,-74.006728,2.08,16.2,11.809999999999999,4.7,cash,1.0,New York
TRIP_0000103,2024-01-25,2024-01-25 00:08:06.000000000,40.642595,-74.003349,40.620973,-74.064177,0.39,8.1,6.0175,5.0,app_pay,1.0,New York
TRIP_0000104,2024-01-10,2024-01-10 00:26:24.000000000,-73.901553,40.515095,40.514932,-73.884961,2.85,26.4,16.7275,4.7,cash,1.0,Brooklyn
TRIP_0000105,2024-02-04,2024-02-04 00:32:12.000000000,40.540444,-74.228379,40.614457,-74.241002,3.42,32.2,19.755,,cash,2.0,Jersey City
TRIP_0000106,2024-01-16,2024-01-16 00:39:18.000000000,40.834708,-73.900781,40.871436,-73.849578,4.78,39.3,24.619999999999997,3.8,credit_card,1.0,Queens
TRIP_0000107,2024-05-19,2024-05-19 00:10:18.000000000,40.848584,-73.788403,40.858886,-73.85804,0.1,10.3,6.279999999999999,4.8,app_pay,1.25,Brooklyn
TRIP_0000108,2024-05-24,2024-05-24 00:07:48.000000000,40.487399,-73.884303,40.517314,-73.84753,0.89,7.8,6.7875,4.6,credit_card,1.0,Queens
TRIP_0000109,2024-04-01,2024-04-01 00:31:15.583262880,40.621404,-73.75033,40.590121,-73.762839,0,31.259721048017372,0.25,4.1,cash,1.0,New York
TRIP_0000110,2024-03-26,2024-03-26 01:15:24.000000000,0.0,151.2,40.88356,-73.725937,9.3,75.4,45.165000000000006,4.3,credit_card,2.5,Newark
TRIP_0000111,2024-03-08,2024-03-08 00:41:43.136846988,40.841771,-73.886815,40.921015,-73.881637,0,41.71894744982759,34.84,5.0,credit_card,1.0,Newark
TRIP_0000112,2024-02-05,2024-02-05 00:53:06.000000000,40.564887,-74.124037,40.578709,-74.125432,10.54,53.1,39.53,4.6,credit_card,1.0,Jersey City
TRIP_0000113,2024-03-18,2024-03-18 00:18:48.000000000,40.701153,-73.978329,40.802386,-73.966528,2.05,18.8,12.6675,3.7,cash,1.25,Newark
TRIP_0000114,2024-05-15,2024-05-15 00:21:30.000000000,40.857794,-73.860728,40.850984,-73.789225,1.79,21.5,13.157499999999999,5.0,credit_card,1.5,Jersey City
TRIP_0000115,2024-01-24,2024-01-24 00:47:36.000000000,40.727722,-74.177243,40.690011,-74.144766,5.59,47.6,28.9425,4.7,app_pay,1.0,Jersey City
TRIP_0004940,2024-03-09,2024-03-09 00:24:06.000000000,40.577619,-73.848062,40.502277,-73.869874,3.66,24.1,17.340000000000003,4.7,credit_card,1.5,Newark
TRIP_0000117,2024-04-18,2024-04-18 01:50:54.000000000,40.871182,-73.798399,40.923433,-73.813107,17.33,110.9,71.6425,3.9,credit_card,1.0,Queens
TRIP_0000118,2024-04-27,2024-04-27 00:13:54.000000000,40.896897,-74.255456,40.930012,-74.3445,0.86,13.9,8.870000000000001,4.9,credit_card,1.0,Queens
TRIP_0000119,2024-02-20,2024-02-20 00:19:48.000000000,40.752784,-73.835423,40.808147,-73.811234,2.24,19.8,13.35,4.3,credit_card,2.0,Brooklyn
TRIP_0000120,2024-05-01,2024-05-01 00:40:30.000000000,40.59883,-74.172353,40.660819,-74.263077,5.67,40.5,26.597499999999997,4.8,credit_card,1.0,Jersey City
TRIP_0000121,2024-06-06,2024-06-06 00:29:48.000000000,40.889831,-73.77153,40.94179,-73.719772,3.01,29.8,18.197499999999998,4.1,credit_card,1.0,New York
TRIP_0000122,2024-03-15,2024-03-15 00:13:00.000000000,40.566305,-73.846909,40.604436,-73.858293,2.8,13.0,11.95,4.4,credit_card,1.0,Queens
TRIP_0000123,2024-05-29,2024-05-29 01:21:24.000000000,40.521276,-74.070536,40.510628,-74.057444,11.58,81.4,51.254999999999995,4.8,app_pay,1.0,Brooklyn
TRIP_0000124,2024-05-14,2024-05-14 00:15:24.000000000,40.670271,-73.966523,40.605481,-74.050647,3.2,15.4,1.93,4.5,app_pay,1.5,Brooklyn
TRIP_0000125,2024-06-25,2024-06-25 00:12:42.000000000,40.520078,-74.171869,40.533033,-74.126158,0.38,12.7,7.609999999999999,4.2,credit_card,1.25,Queens
TRIP_0000126,2024-05-24,2024-05-24 00:09:48.000000000,40.858294,-73.97991,40.860842,-73.89649,1.0,9.8,7.68,4.4,credit_card,1.0,Newark
TRIP_0000127,2024-01-03,2024-01-03 00:37:24.000000000,40.581579,-73.968119,40.64528,-73.9845,7.83,37.4,29.292499999999997,4.5,credit_card,1.0,Queens
TRIP_0000128,2024-04-29,2024-04-29 00:12:42.000000000,40.546279,-74.160276,40.51149,-74.11485,1.25,12.7,9.1325,5.0,credit_card,1.5,Brooklyn
TRIP_0000129,2024-01-29,2024-01-29 00:16:48.000000000,-74.152237,40.648241,40.638797,-74.167946,2.65,16.8,13.0175,5.0,cash,1.0,Brooklyn
TRIP_0000130,2024-03-20,2024-03-20 00:19:42.000000000,40.643906,-73.766408,40.595483,-73.88393,1.27,19.7,11.6175,4.2,credit_card,2.0,Newark
TRIP_0000131,2024-04-10,2024-04-10 00:22:05.716711086,40.899935,-73.787721,40.958955,-73.788189,0,22.095278518117272,22.362499999999997,,credit_card,1.5,Brooklyn
TRIP_0000132,2024-02-05,2024-02-05 00:07:30.000000000,40.500266,-74.160152,40.437819,-74.141116,0.2,7.5,5.475,4.7,credit_card,1.25,New York
TRIP_0000133,2024-03-13,2024-03-13 00:36:42.000000000,40.709208,-73.746542,40.676599,-73.728865,4.38,36.7,23.009999999999998,4.2,credit_card,1.0,New York
TRIP_0000134,2024-03-19,2024-03-19 00:05:48.000000000,40.869485,-73.689391,40.93801,-73.679535,0.35,5.8,5.1425,5.0,cash,1.0,New York
TRIP_0000135,2024-05-19,2024-05-19 00:48:54.000000000,40.687484,-73.773333,40.71295,-73.768217,13.27,48.9,42.8375,5.0,credit_card,1.25,Newark
TRIP_0000136,2024-03-06,2024-03-06 00:25:24.000000000,40.796253,-74.027294,40.728096,-73.971696,2.84,25.4,16.36,4.5,venmo,1.0,Jersey City
TRIP_0000137,2024-03-20,2024-03-20 00:16:12.000000000,40.521946,-73.943721,40.551397,-73.964121,3.73,16.2,14.697499999999998,,credit_card,1.75,Jersey City
TRIP_0000138,2024-04-09,2024-04-09 00:10:45.573792570,40.724202,-74.10708,40.701946,-74.106596,0,10.759563209515884,29.275,,credit_card,1.0,Queens
TRIP_0000139,2024-03-31,2024-03-31 00:48:18.000000000,40.720199,-73.879959,40.743316,-73.857025,6.36,48.3,30.534999999999997,4.1,venmo,1.0,Newark
TRIP_0000140,2024-03-12,2024-03-12 01:09:12.000000000,40.798784,-73.907674,40.739482,-73.872393,8.39,69.2,41.4025,3.9,cash,1.0,Brooklyn
TRIP_0000141,2024-04-25,2024-04-25 00:13:24.000000000,40.554728,-73.739898,40.511934,-73.760707,2.23,13.4,11.0925,5.0,app_pay,1.0,Jersey City
TRIP_0000142,2024-01-16,2024-01-16 00:34:42.000000000,40.526794,-74.112561,40.487883,-74.113577,4.84,34.7,23.115,5.0,cash,1.75,Newark
TRIP_0000143,2024-04-13,2024-04-13 00:33:24.000000000,0.0,151.2,40.847942,-73.619627,3.43,33.4,20.192500000000003,4.8,app_pay,1.0,Jersey City
TRIP_0000144,2024-02-11,2024-02-11 00:11:12.000000000,40.855813,-74.217693,40.862389,-74.163913,0.28,11.2,6.91,5.0,credit_card,1.0,Jersey City
TRIP_0000145,2024-06-28,2024-06-28 00:21:36.000000000,40.655046,-74.08006,40.63915,-74.101173,2.29,21.6,14.067499999999999,4.8,app_pay,1.0,Newark
TRIP_0000146,2024-05-14,2024-05-14 00:35:18.000000000,40.871029,-73.893036,40.866954,-73.908677,7.72,35.3,28.364999999999995,5.0,credit_card,1.0,Queens
TRIP_0000147,2024-04-25,2024-04-25 00:45:24.000000000,40.899878,-74.044418,40.814166,-73.999194,5.82,45.4,28.575,4.6,cash,1.0,Jersey City
TRIP_0000148,2024-01-26,2024-01-26 00:25:00.000000000,40.799591,-74.014201,40.858368,-74.000497,3.38,25.0,17.165,4.8,cash,1.0,New York
TRIP_0000149,2024-04-03,2024-04-03 00:22:36.000000000,40.730508,-73.814923,40.778268,-73.802519,3.2,22.6,16.01,4.8,cash,1.0,Jersey City
TRIP_0000150,2024-04-23,2024-04-23 00:12:05.107849242,40.646369,-74.247562,40.623139,-74.279823,0,12.085130820747468,24.375,4.7,credit_card,1.0,Brooklyn
TRIP_0000151,2024-04-12,2024-04-12 00:26:48.000000000,0.0,0.0,40.900971,-73.749601,3.47,26.8,17.9525,4.0,cash,1.0,New York
TRIP_0000152,2024-01-24,2024-01-24 00:34:36.000000000,40.48024,-74.063924,40.48309,-74.0324,7.3,34.6,27.384999999999998,4.1,credit_card,1.0,Brooklyn
TRIP_0000153,2024-02-23,2024-02-23 00:05:42.000000000,40.856093,-74.215645,40.775024,-74.166023,0.1,5.7,4.67,4.6,cash,1.0,Jersey City
TRIP_0000154,2024-06-24,2024-06-24 00:26:30.000000000,40.67159,-74.21834,40.705357,-74.217139,3.43,26.5,17.7775,4.5,credit_card,1.75,Queens
TRIP_0000155,2024-01-10,2024-01-10 00:59:30.000000000,40.59515,-73.789478,40.528883,-73.827615,8.3,59.5,37.85,4.8,credit_card,1.25,New York
TRIP_0000156,2024-04-10,2024-04-10 00:18:30.000000000,40.851713,-74.185108,40.851944,-74.194254,2.04,18.5,12.545,4.8,app_pay,1.0,Newark
TRIP_0000157,2024-06-12,2024-06-12 00:10:36.000000000,40.611691,-73.885964,40.615896,-73.855587,0.13,10.6,1.07,4.9,credit_card,1.25,Newark
TRIP_0000158,2024-06-11,2024-06-11 00:20:36.000000000,40.497322,-74.189393,40.532029,-74.274047,2.25,20.6,13.6475,5.0,credit_card,1.75,Newark
TRIP_0000159,2024-04-22,2024-04-22 00:09:12.000000000,40.498443,-73.842616,40.505732,-73.768678,0.65,9.2,6.8575,4.7,cash,1.0,Brooklyn
TRIP_0000160,2024-05-19,2024-05-19 00:34:36.000000000,40.70129,-74.012407,40.67367,-73.956698,3.85,34.6,21.3475,5.0,credit_card,1.0,New York
