ip_address,timestamp,method,endpoint,status_code,response_size_bytes,referrer,user_agent,response_time
67.92.88.184,01/Jan/2024:00:40:19 +0000,GET,/api/auth/token,404,35840,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,8.6
37.92.118.64,01/Jan/2024:00:40:36 +0000,GET,/favicon.ico,201,8150,-,Scrapy/2.11.0 (+http://scrapy.org),33.66
133.169.154.70,01/Jan/2024:00:40:53 +0000,GET,/api/search,401,3448,https://bing.com,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,24688
94.136.143.141,01/Jan/2024:00:41:11 +0000,GET,/api/auth/token,200,17910,-,Googlebot/2.1 (+http://www.google.com/bot.html),13.74
124.205.186.251,01/Jan/2024:00:41:28 +0000,POST,/api/analytics,503,27922,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,1239
218.136.40.254,01/Jan/2024:00:41:45 +0000,POST,/robots.txt,301,35824,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,7.1
192.168.69.182,01/Jan/2024:00:42:02 +0000,GET,/api/v2/data,403,47604,https://google.com,python-requests/2.31.0,9197
157.173.76.188,01/Jan/2024:00:42:20 +0000,GET,/robots.txt,301,1650,-,python-requests/2.31.0,1144
172.19.198.86,01/Jan/2024:00:42:37 +0000,GET,/static/main.css,301,2346,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,2.28
128.211.76.163,01/Jan/2024:00:42:54 +0000,GET,/api/search,200,41477,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,4.23
2.154.102.248,01/Jan/2024:00:43:12 +0000,GET,/favicon.ico,404,23364,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,30945
239.114.45.39,01/Jan/2024:00:43:29 +0000,PUT,/api/auth/token,302,10299,-,Googlebot/2.1 (+http://www.google.com/bot.html),0.49
22.27.106.145,01/Jan/2024:00:43:46 +0000,POST,/login,200,43330,-,curl/7.88.1,3.73
21.247.224.208,01/Jan/2024:00:44:03 +0000,DELETE,/api/auth/token,201,11775,,python-requests/2.31.0,0.85
92.252.29.166,01/Jan/2024:00:44:21 +0000,GET,/api/v2/data,401,18821,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,39.0
17.249.228.47,01/Jan/2024:00:44:38 +0000,POST,/api/orders,302,47448,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,1135
159.152.2.10,01/Jan/2024:00:44:55 +0000,GET,/settings,200,44948,-,Scrapy/2.11.0 (+http://scrapy.org),3.3
165.36.114.54,01/Jan/2024:00:45:12 +0000,GET,/search,403,41764,-,python-requests/2.31.0,1.16
234.133.50.10,01/Jan/2024:00:45:30 +0000,PUT,/api/analytics,200,7794,-,python-requests/2.31.0,0.27
20.111.54.132,01/Jan/2024:00:45:47 +0000,POST,/api/reports,200,38264,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,4.75
fe80::1%eth0,01/Jan/2024:00:46:04 +0000,GET,/search,200,15577,-,PostmanRuntime/7.36.1,13.57
10.111.251.129,01/Jan/2024:00:46:22 +0000,GET,/api/orders,200,23498,-,Scrapy/2.11.0 (+http://scrapy.org),3590
197.182.97.81,01/Jan/2024:00:46:39 +0000,GET,/api/search,200,28964,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,1400
95.182.7.62,01/Jan/2024:00:46:56 +0000,DELETE,/api/metrics,200,0,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,52.36
79.118.211.70,01/Jan/2024:00:47:13 +0000,GET,/settings,400,8704,-,Googlebot/2.1 (+http://www.google.com/bot.html),297
120.194.46.193,01/Jan/2024:00:47:31 +0000,PUT,/api/auth/token,500,24679,https://google.com,Googlebot/2.1 (+http://www.google.com/bot.html),3.68
2001:db8::1,01/Jan/2024:00:47:48 +0000,GET,/api/metrics,500,45414,-,PostmanRuntime/7.36.1,1.72
221.122.89.203,01/Jan/2024:00:48:05 +0000,GET,/api/users,201,9715,https://google.com,python-requests/2.31.0,1.29
205.237.242.89,01/Jan/2024:00:48:23 +0000,GET,/robots.txt,200,14661,-,python-requests/2.31.0,0.69
4.19.47.219,01/Jan/2024:00:48:40 +0000,GET,/health,200,37348,https://bing.com,python-requests/2.31.0,2231
201.1.235.65,01/Jan/2024:00:48:57 +0000,GET,/api/analytics,201,22557,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,22263
221.197.30.57,01/Jan/2024:00:49:14 +0000,GET,/search,401,44823,-,Scrapy/2.11.0 (+http://scrapy.org),16246
108.38.144.248,01/Jan/2024:00:49:32 +0000,GET,/health,200,47713,-,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,7.64
108.16.214.254,01/Jan/2024:00:49:49 +0000,GET,%2Fapi%20%2Fmetrics,200,20846,-,PostmanRuntime/7.36.1,3.49
157.89.147.223,01/Jan/2024:00:50:06 +0000,POST,/api/auth/token,201,36656,,curl/7.88.1,0.9
91.240.194.118,01/Jan/2024:00:50:24 +0000,GET,/health,301,38020,https://bing.com,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari/604,109
154.201.77.59,01/Jan/2024:00:50:41 +0000,PUT,/api/auth/token,200,0,-,PostmanRuntime/7.36.1,12.0
209.33.182.38,01/Jan/2024:00:50:58 +0000,POST,/settings,500,2099,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,1808
100.40.184.51,01/Jan/2024:00:51:15 +0000,GET,/login,200,40437,https://bing.com,PostmanRuntime/7.36.1,5.51
149.69.176.229,01/Jan/2024:00:51:33 +0000,POST,/api/users,301,24676,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,3351
7.58.87.250,01/Jan/2024:00:51:50 +0000,GET,%2Fdashboard,200,49565,-,Googlebot/2.1 (+http://www.google.com/bot.html),385
216.186.89.50,01/Jan/2024:00:52:07 +0000,POST,/robots.txt,200,42500,-,curl/7.88.1,33.18
137.90.197.55,01/Jan/2024:00:52:24 +0000,GET,/api/search,301,35725,-,Scrapy/2.11.0 (+http://scrapy.org),15.24
154.155.254.186,01/Jan/2024:00:52:42 +0000,POST,/api/metrics,200,8110,https://google.com,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,3.54
10.49.215.33,01/Jan/2024:00:52:59 +0000,DELETE,/profile,201,40325,-,python-requests/2.31.0,2315
102.229.217.82,01/Jan/2024:00:53:16 +0000,GET,/logout,302,20618,-,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko Firefox/121.0,42.18
91.93.128.212,01/Jan/2024:00:53:34 +0000,DELETE,/health,200,31379,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,7.91
151.198.205.107,01/Jan/2024:00:53:51 +0000,GET,/api/orders,200,0,-,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) Safari/605,0.91
