ticker,date,open,high,low,close,volume,adj_close,dividend
MSFT,2024-01-15,527.42,528.14,523.17,525.72,21088431,518.41,0.0
MSFT,2024-01-16,532.48,540.25,529.67,533.46,19963198,524.13,0.0
MSFT,2024-01-17,541.91,547.34,534.26,541.57,0,534.45,1.78
MSFT,2024-01-18,542.57,545.6,534.89,541.56,18723752,533.23,0.0
MSFT,2024-01-19,546.07,546.6,541.37,545.09,76287125,539.12,0.0
MSFT,2024-01-22,548.41,550.62,545.57,547.08,61525797,546.41,0.4
MSFT,2024-01-23,546.2,550.31,536.47,545.85,51871124,541.39,0.58
MSFT,2024-01-24,531.78,544.58,522.04,534.28,46829517,526.76,0.0
MSFT,2024-01-25,540.74,544.54,532.68,538.54,16252695,537.97,0.0
MSFT,2024-01-26,528.65,531.15,527.21,528.77,68993478,524.69,0.0
MSFT,2024-01-29,522.55,529.03,520.1,523.93,56821722,517.03,1.12
MSFT,2024-01-30,523.72,526.23,519.96,523.25,73283923,521.3,1.99
MSFT,2024-01-31,531.36,533.64,525.59,529.42,57431289,520.26,0.0
MSFT,2024-02-01,525.67,531.64,515.6,523.84,53194874,516.27,0.0
MSFT,2024-02-02,523.72,530.35,517.76,524.47,48997498,522.26,0.45
MSFT,2024-02-05,529.85,542.53,524.79,531.07,47302551,528.48,0.0
MSFT,2024-02-06,526.07,528.51,523.56,526.65,44547782,519.82,1.27
MSFT,2024-02-07,528.46,538.52,522.51,528.92,67472692,522.67,0.0
MSFT,2024-02-08,533.23,535.81,530.55,533.28,43267450,533.12,0.0
MSFT,2024-02-09,538.36,542.12,533.07,538.36,71199615,535.97,0.0
MSFT,2024-02-12,540.93,546.85,538.01,541.21,21702397,532.58,0.0
MSFT,2024-02-13,529.41,534.86,527.17,531.74,72190914,522.08,0.0
MSFT,2024-02-14,538.04,539.58,534.22,536.24,37553067,535.6,0.0
MSFT,2024-02-15,535.76,537.43,531.11,533.9,41633517,528.98,0.0
MSFT,2024-02-16,529.14,534.27,523.5,527.83,64366706,522.22,0.0
MSFT,2024-02-19,530.2,532.65,528.51,530.97,46068971,521.08,0.0
MSFT,2024-02-20,528.25,527.92,525.58,526.82,50031667,516.53,1.6
MSFT,2024-02-21,517.65,522.35,514.98,517.88,34055000,514.31,0.0
MSFT,2024-02-22,523.74,528.05,521.83,525.28,61651226,516.54,0.0
MSFT,2024-02-23,523.12,529.12,523.04,525.56,69494030,525.11,0.0
MSFT,2024-02-26,524.63,530.41,518.93,526.76,69702624,526.32,1.54
MSFT,2024-02-27,521.11,526.93,511.94,518.98,67560030,509.33,0.0
MSFT,2024-02-28,508.35,516.22,502.96,508.48,58669299,505.17,0.0
MSFT,2024-02-29,498.74,502.74,492.39,498.41,31450805,497.93,0.0
MSFT,2024-03-01,500.22,506.34,494.59,498.79,57021723,490.02,0.0
MSFT,2024-03-04,494.05,497.5,494.15,495.65,74246694,492.07,0.0
MSFT,2024-03-05,489.15,497.06,484.75,491.39,34674811,483.44,1.93
MSFT,2024-03-06,488.56,497.73,479.02,487.93,31660110,483.26,0.0
MSFT,2024-03-07,486.28,489.63,478.61,484.15,41632332,482.45,0.0
MSFT,2024-03-08,499.44,500.75,496.77,498.23,40678321,490.23,0.0
MSFT,2024-03-11,487.79,494.89,485.09,490.22,38621002,482.48,0.0
MSFT,2024-03-12,499.45,509.3,496.05,501.53,30408609,495.52,0.0
MSFT,2024-03-13,499.59,502.59,494.26,499.15,59853021,498.3,0.0
MSFT,2024-03-14,490.4,496.0,486.24,490.65,35991339,484.45,0.0
MSFT,2024-03-15,494.67,492.98,497.13,495.21,60988959,487.69,1.51
MSFT,2024-03-18,486.77,494.85,481.56,485.85,73266726,477.45,0.0
MSFT,2024-03-19,483.0,486.3,481.85,484.4,51699311,482.05,0.0
MSFT,2024-03-20,487.87,488.8,482.86,485.94,74240331,481.46,0.0
MSFT,2024-03-21,475.62,479.91,472.25,476.47,61304885,471.27,0.0
MSFT,2024-03-22,463.43,470.35,459.73,464.6,65014570,463.45,0.0
MSFT,2024-03-25,457.3,464.07,454.97,458.73,54400207,450.19,0.0
MSFT,2024-03-26,447.53,453.71,442.65,446.59,62662467,444.56,0.0
MSFT,2024-03-27,445.47,453.78,439.46,445.62,39467587,441.33,0.0
MSFT,2024-03-28,438.21,439.56,432.69,436.55,73872951,431.19,0.0
MSFT,2024-03-29,440.58,442.64,433.21,439.42,56590032,433.16,1.59
MSFT,2024-04-01,436.53,435.4,432.55,434.43,35271458,427.19,0.0
MSFT,2024-04-02,435.86,439.73,432.72,436.11,34350838,430.83,0.0
MSFT,2024-04-03,438.84,441.71,437.48,439.55,30226811,435.5,1.44
MSFT,2024-04-04,438.53,441.05,433.47,437.13,71699729,436.13,0.0
MSFT,2024-04-05,451.51,451.89,448.48,449.67,25461419,446.38,1.75
MSFT,2024-04-08,452.35,463.16,443.24,453.15,19518402,451.62,0.0
MSFT,2024-04-09,444.43,448.9,442.33,444.56,18847154,441.34,0.0
MSFT,2024-04-10,439.05,443.78,434.22,439.96,24837627,438.37,0.0
MSFT,2024-04-11,445.67,449.73,441.17,443.94,41144991,442.0,0.0
MSFT,2024-04-12,446.7,452.22,442.52,444.96,73729910,437.91,0.0
MSFT,2024-04-15,448.53,452.9,447.68,449.51,51759917,449.09,0.0
MSFT,2024-04-16,438.16,445.78,434.46,440.29,16052948,433.5,0.0
MSFT,2024-04-17,430.37,439.17,426.52,432.05,44197671,425.68,0.14
MSFT,2024-04-18,424.42,425.99,422.51,424.45,54763936,423.76,0.0
MSFT,2024-04-19,434.52,438.2,429.95,433.51,68152341,430.68,0.0
MSFT,2024-04-22,439.44,445.71,433.32,439.68,46597860,430.95,0.0
MSFT,2024-04-23,448.95,451.48,441.47,447.58,0,440.91,0.0
MSFT,2024-04-24,440.67,447.85,437.99,441.46,44447583,436.72,0.0
MSFT,2024-04-25,435.03,440.78,431.94,436.74,29728911,430.94,0.0
MSFT,2024-04-26,441.57,441.0,437.88,439.88,55470976,439.45,1.1
MSFT,2024-04-29,437.52,445.1,426.67,436.05,20574314,430.64,0.46
MSFT,2024-04-30,435.07,447.39,431.01,436.8,57174511,436.14,0.0
MSFT,2024-05-01,450.49,457.48,443.87,450.65,38759192,445.29,0.0
MSFT,2024-05-02,448.04,452.33,442.75,445.92,48168025,441.2,0.0
MSFT,2024-05-03,457.9,458.35,453.14,456.13,59490324,452.98,0.0
MSFT,2024-05-06,455.95,459.93,452.59,455.06,72196617,448.32,0.0
MSFT,2024-05-07,469.82,473.31,464.65,468.94,40218154,465.67,1.01
MSFT,2024-05-08,471.03,471.0,464.42,469.15,25381787,468.92,0.0
MSFT,2024-05-09,466.13,474.28,461.99,466.18,53527070,465.79,0.0
MSFT,2024-05-10,474.51,477.91,471.66,474.09,32537807,471.95,1.35
MSFT,2024-05-13,487.6,495.22,477.56,485.18,26908148,475.83,0.0
MSFT,2024-05-14,493.76,497.5,493.36,495.69,66735536,487.68,0.0
MSFT,2024-05-15,486.55,490.28,475.43,485.66,70232763,480.76,0.0
MSFT,2024-05-16,485.93,488.98,483.68,486.74,52900356,484.37,1.59
MSFT,2024-05-17,484.25,492.91,475.54,482.4,55712123,475.89,0.11
AMZN,2024-01-01,249.03,250.91,244.7,247.94,84691770,245.68,0.0
AMZN,2024-01-02,249.47,252.21,244.93,248.28,89424976,244.14,0.0
AMZN,2024-01-03,251.82,255.79,246.02,250.76,88827025,249.66,0.0
AMZN,2024-01-04,249.83,251.45,248.75,250.52,96073009,247.61,0.0
AMZN,2024-01-05,245.72,245.71,244.6,245.15,32023293,241.08,0.0
AMZN,2024-01-08,251.7,255.59,248.33,251.2,43356023,247.58,0.0
AMZN,2024-01-09,243.5,246.29,242.83,244.29,23505595,243.36,0.0
AMZN,2024-01-10,243.58,244.17,238.33,242.79,103540815,238.32,1.79
AMZN,2024-01-11,240.76,245.97,238.28,241.67,40224412,238.08,0.0
AMZN,2024-01-12,242.12,244.07,237.49,240.93,51458066,236.52,0.0
AMZN,2024-01-15,235.54,240.06,235.13,236.5,23067653,234.7,0.63
AMZN,2024-01-16,240.81,241.5,236.01,239.72,0,235.35,0.0
AMZN,2024-01-17,241.19,242.5,237.44,240.14,49594337,236.03,1.53
AMZN,2024-01-18,236.48,239.92,235.51,237.51,90776347,234.32,0.0
AMZN,2024-01-19,236.46,239.12,233.85,237.16,84512054,235.4,0.0
AMZN,2024-01-22,237.2,238.56,233.94,236.33,91186524,235.39,0.0
AMZN,2024-01-23,236.63,238.93,235.21,237.58,58901107,236.27,0.0
AMZN,2024-01-24,246.52,250.08,239.92,245.66,38557774,244.42,0.0
AMZN,2024-01-25,243.17,245.76,241.83,243.49,25439969,241.19,0.0
AMZN,2024-01-26,245.32,248.65,242.41,245.4,103634127,244.96,0.0
AMZN,2024-01-29,246.97,251.88,242.64,246.66,107460200,245.11,0.0
AMZN,2024-01-30,243.23,244.93,241.81,243.56,91022005,241.38,0.0
AMZN,2024-01-31,241.35,245.28,238.81,242.44,65769480,238.1,0.0
AMZN,2024-02-01,238.39,240.64,235.62,238.26,75793488,235.7,0.27
AMZN,2024-02-02,236.71,236.67,235.12,235.96,26518914,235.45,1.32
AMZN,2024-02-05,225.71,230.29,222.43,225.88,38104915,223.89,1.08
AMZN,2024-02-06,231.18,232.72,230.14,231.03,52115183,229.34,0.0
AMZN,2024-02-07,227.13,229.82,224.8,227.62,28689145,225.78,0.0
AMZN,2024-02-08,226.37,227.76,226.13,227.25,56427956,223.01,1.8
AMZN,2024-02-09,226.4,229.58,222.31,226.66,47125631,222.9,0.0
AMZN,2024-02-12,221.75,225.05,218.94,221.72,99932523,219.17,0.0
AMZN,2024-02-13,225.91,229.15,225.51,226.8,64327722,225.85,0.0
AMZN,2024-02-14,234.38,236.55,232.21,234.27,62437193,229.86,1.27
AMZN,2024-02-15,232.15,233.68,231.43,232.23,60877360,228.61,0.76
AMZN,2024-02-16,231.34,233.57,231.23,232.19,34186905,231.25,1.66
AMZN,2024-02-19,236.97,238.66,236.09,237.17,69469907,235.25,1.48
AMZN,2024-02-20,239.55,242.06,237.18,239.45,55048372,235.05,0.0
AMZN,2024-02-21,239.45,240.8,237.23,239.18,22998601,236.37,0.0
AMZN,2024-02-22,239.2,239.89,237.79,238.81,37450764,238.8,0.0
AMZN,2024-02-23,234.82,238.22,232.4,235.35,82887650,234.04,0.0
AMZN,2024-02-26,237.54,240.55,233.01,237.72,72870703,233.42,1.24
AMZN,2024-02-27,234.26,236.02,233.13,234.15,65177074,231.36,0.0
AMZN,2024-02-28,233.56,237.48,229.73,232.61,102210723,229.17,0.0
AMZN,2024-02-29,229.75,231.96,229.02,230.64,25516036,229.86,0.0
AMZN,2024-03-01,233.65,233.66,231.63,232.55,104385837,229.14,0.0
AMZN,2024-03-04,231.9,234.3,228.69,232.53,36707788,231.68,0.0
AMZN,2024-03-05,233.57,233.7,231.37,232.75,62531151,231.81,0.0
AMZN,2024-03-06,236.24,237.21,235.16,236.18,52633925,235.42,0.52
AMZN,2024-03-07,231.86,235.07,230.44,231.82,83393811,227.32,0.0
AMZN,2024-03-08,228.75,229.23,228.01,228.79,36595604,225.67,0.0
AMZN,2024-03-11,233.72,236.96,229.2,233.68,94286811,230.01,0.0
AMZN,2024-03-12,224.87,227.04,223.58,225.74,24809526,221.88,0.0
AMZN,2024-03-13,225.78,229.75,222.46,225.64,23289911,224.08,0.0
AMZN,2024-03-14,227.16,232.82,223.09,227.69,67356684,225.33,0.0
AMZN,2024-03-15,230.39,232.29,227.87,230.82,66779978,230.25,0.0
AMZN,2024-03-18,232.42,233.64,228.06,231.84,105581013,227.79,0.0
AMZN,2024-03-19,232.25,237.93,228.67,233.1,49604372,229.38,0.87
AMZN,2024-03-20,236.45,237.22,234.52,236.15,53395271,234.99,0.0
AMZN,2024-03-21,236.2,237.05,234.47,235.9,48424692,233.0,0.0
AMZN,2024-03-22,234.36,236.45,234.42,235.53,54991389,233.6,0.83
AMZN,2024-03-25,237.14,238.37,236.28,237.07,45569939,233.65,0.0
AMZN,2024-03-26,236.37,239.92,232.78,235.3,96752862,234.83,0.0
AMZN,2024-03-27,240.55,242.05,240.66,241.18,30175573,241.05,1.86
AMZN,2024-03-28,241.11,243.08,240.1,241.01,22562603,237.88,0.0
AMZN,2024-03-29,235.94,240.06,233.06,236.65,22309011,232.98,1.24
AMZN,2024-04-01,242.61,243.24,241.43,242.07,102244000,238.41,0.0
AMZN,2024-04-02,238.09,238.2,236.06,237.28,31705719,237.01,0.0
AMZN,2024-04-03,235.54,237.28,231.48,235.63,45927535,232.56,0.0
AMZN,2024-04-04,234.15,236.92,233.83,234.83,92143371,234.02,0.0
AMZN,2024-04-05,227.06,232.0,223.46,227.73,22491985,223.41,0.0
AMZN,2024-04-08,225.8,227.52,222.83,225.14,65829794,224.37,0.0
AMZN,2024-04-09,222.73,225.62,218.72,223.77,30997570,223.37,0.0
AMZN,2024-04-10,223.69,225.62,221.78,223.04,105620913,220.32,0.26
AMZN,2024-04-11,219.26,220.72,216.84,218.58,41356342,217.29,0.27
AMZN,2024-04-12,210.61,210.94,209.98,210.49,32690145,208.75,0.0
AMZN,2024-04-15,212.43,214.47,211.05,212.57,39707479,209.0,0.0
AMZN,2024-04-16,210.8,215.07,208.32,211.46,93025616,207.66,0.0
AMZN,2024-04-17,210.88,214.86,209.11,211.88,43290156,208.32,1.62
AMZN,2024-04-18,206.19,210.82,204.63,207.11,31258009,206.75,0.0
AMZN,2024-04-19,209.58,211.62,206.58,208.62,64075521,206.07,0.0
AMZN,2024-04-22,206.07,208.29,204.87,206.88,71044543,206.71,0.0
AMZN,2024-04-23,209.78,211.66,206.73,209.31,48486985,208.35,0.46
AMZN,2024-04-24,212.42,212.19,209.27,211.49,39098782,211.03,0.0
AMZN,2024-04-25,210.75,212.84,210.16,211.53,32931344,209.99,0.0
AMZN,2024-04-26,210.48,210.29,208.87,209.67,41486613,208.45,0.0
AMZN,2024-04-29,209.16,210.21,205.52,208.5,60206989,207.05,1.21
AMZN,2024-04-30,210.3,212.45,208.27,210.8,24234504,210.44,0.0
AMZN,2024-05-01,208.9,212.23,205.28,209.43,92382370,206.23,1.6
AMZN,2024-05-02,207.57,209.45,206.36,208.22,107190553,204.31,0.0
AMZN,2024-05-03,208.67,210.85,206.93,208.76,80000446,208.59,0.0
AMZN,2024-05-06,211.02,212.9,210.46,211.66,40402144,208.44,0.0
AMZN,2024-05-07,213.3,214.31,211.5,213.19,33225781,210.34,0.0
AMZN,2024-05-08,210.22,212.54,209.54,211.09,99590024,210.66,0.0
AMZN,2024-05-09,215.6,216.66,213.66,214.77,103738851,210.52,0.0
AMZN,2024-05-10,211.98,216.7,208.4,212.05,72823742,210.92,1.97
AMZN,2024-05-13,212.79,213.67,209.19,211.74,90403577,208.04,0.0
AMZN,2024-05-14,209.69,211.48,207.51,209.64,47250180,207.53,0.0
AMZN,2024-05-15,209.17,212.72,207.4,209.83,79511958,208.91,0.0
AMZN,2024-05-16,201.44,202.08,198.51,200.59,51775930,196.72,0.82
AMZN,2024-05-17,200.92,202.9,199.58,201.48,83030325,198.74,0.0
GOOGL,2024-01-01,425.35,434.48,414.9,425.18,70482839,423.12,0.0
GOOGL,2024-01-02,420.48,422.2,415.58,419.77,47150471,414.48,0.0
GOOGL,2024-01-03,426.54,428.21,418.97,425.48,62925738,424.94,0.0
GOOGL,2024-01-04,427.53,431.17,424.99,426.88,47616143,424.72,0.0
GOOGL,2024-01-05,429.26,430.64,426.26,428.67,34433764,424.13,0.0
GOOGL,2024-01-08,430.7,435.3,427.27,431.58,60663838,423.98,1.2
GOOGL,2024-01-09,420.42,430.52,418.2,421.65,24880054,419.27,0.0
GOOGL,2024-01-10,422.24,417.21,425.06,421.32,33528979,415.58,0.0
GOOGL,2024-01-11,428.69,429.41,423.0,427.37,51545042,419.3,0.0
GOOGL,2024-01-12,429.24,431.94,428.74,430.06,64164300,424.65,0.0
GOOGL,2024-01-15,426.24,428.97,422.62,426.79,49168870,419.54,0.0
GOOGL,2024-01-16,431.84,435.21,431.82,433.57,48534014,430.36,0.0
GOOGL,2024-01-17,439.56,445.69,430.47,437.89,0,436.56,0.0
GOOGL,2024-01-18,438.04,441.82,434.82,437.21,60222966,432.07,0.0
GOOGL,2024-01-19,447.52,450.45,441.11,446.4,58767799,445.28,1.46
GOOGL,2024-01-22,435.4,436.9,432.34,434.73,38551214,430.8,0.0
GOOGL,2024-01-23,426.76,426.6,424.52,425.77,67335819,419.69,1.73
GOOGL,2024-01-24,420.7,425.12,418.2,421.51,33845231,418.69,0.0
GOOGL,2024-01-25,430.87,434.84,423.75,429.02,35378066,426.17,0.12
GOOGL,2024-01-26,426.2,425.94,420.76,424.25,32550071,421.18,0.0
GOOGL,2024-01-29,430.1,435.11,420.49,428.42,72701310,421.0,0.0
GOOGL,2024-01-30,420.83,425.61,420.25,422.65,68870595,420.89,0.95
GOOGL,2024-01-31,408.33,408.52,405.77,407.41,47913444,399.57,0.0
GOOGL,2024-02-01,414.21,409.45,418.61,412.19,33409941,407.93,0.0
GOOGL,2024-02-02,406.7,414.44,403.06,407.29,71956531,406.55,0.0
GOOGL,2024-02-05,402.42,404.54,399.67,402.6,24852573,398.03,0.0
GOOGL,2024-02-06,406.57,410.32,403.66,405.64,55692420,398.1,0.0
GOOGL,2024-02-07,408.7,412.58,400.01,408.11,29588203,406.16,0.0
GOOGL,2024-02-08,400.62,407.46,395.8,398.75,56787472,395.12,0.0
GOOGL,2024-02-09,402.39,406.56,399.7,402.96,33006811,397.08,0.0
GOOGL,2024-02-12,398.63,397.56,404.36,399.88,45704416,397.32,0.0
GOOGL,2024-02-13,406.25,407.91,402.54,404.72,28636393,400.05,0.0
GOOGL,2024-02-14,405.0,411.65,400.38,405.38,48075035,400.67,0.0
GOOGL,2024-02-15,407.75,408.97,403.18,406.84,0,406.08,0.0
GOOGL,2024-02-16,397.36,403.28,392.77,395.6,0,390.38,0.0
GOOGL,2024-02-19,390.4,394.52,390.27,391.75,19196531,387.75,0.0
GOOGL,2024-02-20,393.51,395.88,392.33,393.73,60421767,390.5,0.0
GOOGL,2024-02-21,392.76,395.37,389.68,392.25,0,388.77,0.0
GOOGL,2024-02-22,400.71,405.91,393.18,399.15,71640742,394.83,0.0
GOOGL,2024-02-23,394.13,404.04,390.73,395.52,39416998,390.09,0.0
GOOGL,2024-02-26,401.06,402.79,398.02,400.78,30808314,396.87,1.06
GOOGL,2024-02-27,410.05,411.86,404.91,408.36,50134478,406.2,0.0
GOOGL,2024-02-28,418.54,424.8,414.16,417.11,36716051,416.99,1.18
GOOGL,2024-02-29,407.32,410.99,402.32,407.86,62999944,402.74,0.0
GOOGL,2024-03-01,410.24,413.39,405.21,408.84,29567435,401.54,0.0
GOOGL,2024-03-04,412.03,419.33,410.41,413.31,54781640,405.86,0.0
GOOGL,2024-03-05,403.84,406.42,402.96,404.5,59352281,398.65,1.92
GOOGL,2024-03-06,409.62,416.92,405.51,410.1,0,408.22,0.0
