date,ticker,open,high,low,close,volume,adjusted_close,dividend
2022-01-07,JNJ,197.04,200.38,196.36,198.16,78122350,198.04,0.0
2022-01-07,V,241.29,242.94,238.3,241.05,56966204,240.65,0.0
2022-01-07,PG,443.62,449.52,438.11,442.96,66847883,442.7,0.0
2022-01-07,UNH,241.96,246.62,241.59,242.84,78357386,242.46,0.0
2022-01-07,HD,443.62,449.54,440.63,445.7,62180107,444.86,0.0
2022-01-07,DIS,371.77,378.41,369.8,371.99,58664520,371.64,0.0
2022-01-07,NFLX,170.21,173.23,168.99,169.0,77324831,168.93,0.0
2022-01-07,PYPL,416.17,423.29,411.6,414.99,33499680,414.6,0.0
2022-01-07,INTC,457.19,458.4,454.51,456.05,19421293,455.59,0.0
2022-01-07,AMD,401.98,405.56,394.36,398.31,43027388,398.02,0.0
2022-01-07,CRM,249.08,254.88,246.18,250.43,78806949,250.23,0.0
2022-01-07,ORCL,355.56,358.03,348.03,354.71,41339817,354.1,0.0
2022-01-10,AAPL,62.75,63.24,61.71,62.15,53268615,62.06,0.0
2022-01-10,MSFT,297.11,303.02,291.93,298.18,25461722,298.07,0.0
2022-01-10,GOOGL,329.8,334.97,322.88,326.59,17725937,326.57,0.0
2022-01-10,AMZN,145.59,148.4,143.53,145.94,20778116,145.93,0.0
2022-01-10,TSLA,395.52,402.48,393.18,394.24,60854876,394.23,0.0
2022-01-10,META,61.06,61.77,60.06,60.9,9764433,60.81,0.0
2022-01-10,NVDA,253.68,258.41,249.37,253.7,11483339,253.6,0.0
2022-01-10,JPM,317.54,318.4,314.44,317.9,4088896,317.55,0.0
2022-01-10,JNJ,198.18,200.72,197.88,199.07,29100843,198.89,0.0
2022-01-10,V,239.09,244.58,235.82,241.03,45595138,240.92,0.0
2022-01-10,PG,452.06,453.57,444.55,448.46,72637821,448.09,0.0
2022-01-10,UNH,237.94,240.84,235.13,239.87,10278137,239.81,0.0
2022-01-10,HD,445.86,450.14,437.39,442.48,4722967,441.75,0.0
2022-01-10,DIS,373.93,377.29,370.57,375.59,65724988,375.3,0.0
2022-01-10,NFLX,172.67,173.71,168.64,171.1,53791946,170.85,0.0
2022-01-10,PYPL,418.15,418.21,416.27,416.92,59424634,416.89,0.0
2022-01-10,INTC,454.88,463.03,452.43,454.99,47021980,454.11,0.0
2022-01-10,AMD,402.11,402.16,392.74,398.32,57905459,398.22,0.0
2022-01-10,CRM,247.26,248.6,247.02,247.64,56802066,247.21,0.0
2022-01-10,ORCL,356.91,359.35,355.39,357.66,58908333,357.16,0.0
2022-01-11,AAPL,63.04,64.29,61.83,62.99,35852997,62.96,0.0
2022-01-11,MSFT,300.73,302.09,298.69,301.6,23000866,301.35,0.0
2022-01-11,GOOGL,327.84,334.14,325.31,330.55,24382328,330.27,0.0
2022-01-11,AMZN,149.18,149.86,146.7,149.02,61811965,148.75,0.0
2022-01-11,TSLA,387.09,392.31,381.59,387.89,55616824,387.59,0.0
2022-01-11,META,62.09,63.06,61.09,61.68,16695500,61.67,0.0
2022-01-11,NVDA,251.33,253.48,248.38,251.75,47544196,251.64,0.0
2022-01-11,JPM,309.68,314.47,306.1,309.03,56372723,308.83,0.0
2022-01-11,JNJ,200.89,204.27,199.2,201.92,24869496,201.75,0.0
2022-01-11,V,239.28,241.12,235.67,236.98,5877136,236.7,0.0
2022-01-11,PG,458.04,462.54,456.48,456.92,19464232,456.45,0.0
2022-01-11,UNH,240.11,243.64,238.27,240.74,79844429,240.3,0.0
2022-01-11,HD,440.12,448.5,436.24,443.53,48511418,443.51,0.0
2022-01-11,DIS,380.67,386.36,378.34,381.84,24069967,381.6,0.0
2022-01-11,NFLX,168.76,173.18,168.03,170.41,38057081,170.21,0.0
2022-01-11,PYPL,418.64,426.96,415.49,415.99,36005076,415.63,0.0
2022-01-11,INTC,461.16,470.12,457.89,459.65,58875168,458.92,0.0
2022-01-11,AMD,400.35,402.56,395.82,400.56,9040530,400.41,0.0
2022-01-11,CRM,245.29,247.99,242.05,244.68,12661794,244.61,0.0
2022-01-11,ORCL,347.82,353.88,341.74,348.39,27302399,347.87,0.0
2022-01-12,AAPL,64.29,65.57,62.94,63.92,64227909,63.81,0.0
2022-01-12,MSFT,297.38,301.45,292.84,299.01,42928156,298.77,0.0
2022-01-12,GOOGL,322.1,323.75,318.73,322.62,53151452,322.62,0.0
2022-01-12,AMZN,145.39,146.97,143.24,146.36,32410206,146.14,0.0
2022-01-12,TSLA,394.13,399.86,390.61,391.41,43737178,390.63,0.0
2022-01-12,META,61.91,61.97,60.96,61.66,19978677,61.64,0.0
2022-01-12,NVDA,247.56,251.74,244.1,246.82,38220995,246.48,0.0
2022-01-12,JPM,308.51,314.11,305.8,306.15,72442360,306.01,0.0
2022-01-12,JNJ,205.97,208.61,203.08,205.54,79603915,205.14,0.0
2022-01-12,V,236.3,240.72,231.93,234.94,63148640,234.74,0.0
2022-01-12,PG,459.3,460.51,450.96,457.78,19389793,457.1,0.0
2022-01-12,UNH,238.29,241.91,234.54,237.4,39222228,237.11,0.0
2022-01-12,HD,446.44,450.81,441.38,444.74,16626338,444.35,0.0
2022-01-12,DIS,374.56,379.89,370.49,378.0,39192435,377.78,0.0
2022-01-12,NFLX,167.38,167.73,163.31,166.26,10675055,165.97,0.0
2022-01-12,PYPL,417.54,419.2,416.12,417.01,70956154,416.91,0.0
2022-01-12,INTC,462.06,466.33,460.4,460.9,57939877,460.23,0.0
2022-01-12,AMD,402.48,407.76,395.96,399.22,70722097,398.52,0.0
2022-01-12,CRM,242.73,246.66,242.23,243.76,29189202,243.52,0.0
2022-01-12,ORCL,350.75,356.47,347.43,347.62,11578746,347.06,0.0
2022-01-13,AAPL,64.48,64.55,63.59,64.52,13566764,64.51,0.0
2022-01-13,MSFT,295.65,300.64,292.37,298.25,65540148,297.72,0.0
2022-01-13,GOOGL,324.74,325.17,321.08,324.35,17869678,323.95,0.0
2022-01-13,AMZN,145.41,146.75,142.64,146.08,26399803,145.99,0.0
2022-01-13,TSLA,395.24,404.71,394.16,397.93,19238154,397.92,0.0
2022-01-13,META,61.87,62.59,60.56,61.72,16194584,61.72,0.0
2022-01-13,NVDA,241.46,243.74,238.38,241.94,29147662,241.71,0.0
2022-01-13,JPM,308.26,309.57,304.72,306.01,41253103,305.78,0.0
2022-01-13,JNJ,207.11,207.44,201.56,205.65,6284650,205.29,0.0
2022-01-13,V,235.53,240.21,232.95,235.95,77519491,235.92,0.0
2022-01-13,PG,456.58,461.82,453.95,458.8,62020397,458.04,0.0
2022-01-13,UNH,235.68,237.67,230.25,234.47,18013648,234.2,0.0
2022-01-13,HD,447.55,452.74,439.21,447.13,66198641,446.34,0.0
2022-01-13,DIS,369.54,375.17,363.2,370.5,8909481,370.32,0.0
2022-01-13,NFLX,167.64,169.88,162.96,166.1,50007714,165.86,0.0
2022-01-13,PYPL,421.29,432.01,420.73,424.43,7079113,424.06,0.0
2022-01-13,INTC,471.96,480.2,466.58,467.99,51780038,467.08,0.0
2022-01-13,AMD,406.23,409.85,403.25,405.8,66759587,405.54,0.0
2022-01-13,CRM,250.07,253.27,247.2,249.51,54575798,249.16,0.0
2022-01-13,ORCL,347.08,350.39,346.27,349.55,11394704,349.36,0.0
2022-01-14,AAPL,67.43,68.12,66.77,66.78,31286719,66.68,0.0
2022-01-14,MSFT,299.82,300.44,298.52,299.62,14743436,299.02,0.0
2022-01-14,GOOGL,322.06,324.08,320.08,323.3,71001729,323.27,0.0
2022-01-14,AMZN,149.37,152.0,146.45,149.34,47153341,149.1,0.0
2022-01-14,TSLA,398.16,402.02,393.01,401.4,34227443,401.09,0.0
2022-01-14,META,61.73,62.65,61.04,61.53,5477583,61.47,0.0
2022-01-14,NVDA,237.08,242.63,233.22,238.42,79042384,238.01,0.0
2022-01-14,JPM,316.66,322.35,308.62,313.58,47069977,313.3,0.0
2022-01-14,JNJ,202.21,204.93,199.47,202.64,65886984,202.47,0.0
2022-01-14,V,233.76,236.27,230.02,235.53,57061660,235.47,0.0
2022-01-14,PG,454.49,461.14,452.63,458.73,31148308,458.05,0.0
2022-01-14,UNH,230.1,234.04,228.57,231.2,73341550,230.95,0.0
2022-01-14,HD,453.49,462.44,451.68,453.65,62818645,453.04,0.0
2022-01-14,DIS,372.81,376.17,367.28,372.27,52253404,371.78,0.0
2022-01-14,NFLX,163.08,163.64,160.22,163.44,61654935,163.26,0.0
2022-01-14,PYPL,430.96,439.88,426.02,433.1,68499513,432.8,0.0
2022-01-14,INTC,470.84,477.62,466.01,474.78,73180389,474.03,0.0
2022-01-14,AMD,404.33,412.53,400.61,407.64,8731883,407.28,0.0
2022-01-14,CRM,259.56,264.42,252.14,257.22,68488999,257.18,0.0
2022-01-14,ORCL,352.29,357.84,351.29,352.37,70475597,352.04,0.0
2022-01-17,AAPL,68.59,69.18,67.65,68.52,55780056,68.43,0.0
2022-01-17,MSFT,303.64,308.4,297.96,301.26,31357834,301.07,0.0
2022-01-17,GOOGL,322.34,325.75,319.84,321.97,9452591,321.91,0.0
2022-01-17,AMZN,150.81,152.13,149.3,150.75,20002538,150.72,0.0
2022-01-17,TSLA,397.36,399.79,396.35,396.63,23747644,396.47,0.0
2022-01-17,META,59.6,60.59,59.42,59.79,39223522,59.68,0.0
2022-01-17,NVDA,236.76,237.91,236.3,236.87,70909786,236.79,0.0
2022-01-17,JPM,313.58,316.32,312.41,312.78,7699572,312.6,0.0
2022-01-17,JNJ,200.16,202.17,196.47,201.35,66147800,201.05,0.0
2022-01-17,V,236.51,238.82,234.85,237.89,27029525,237.48,0.0
2022-01-17,PG,454.96,458.01,452.85,455.69,69319027,455.05,0.0
2022-01-17,UNH,226.31,227.66,221.87,225.82,67416040,225.75,0.0
2022-01-17,HD,468.25,473.16,459.06,470.47,71567810,469.64,0.0
2022-01-17,DIS,379.5,384.77,373.23,377.39,7521722,377.01,0.0
2022-01-17,NFLX,161.41,165.53,160.54,162.82,63601557,162.55,0.0
2022-01-17,PYPL,425.77,436.26,418.48,430.03,56620243,429.98,0.0
2022-01-17,INTC,478.55,482.0,472.11,476.06,22660777,475.26,0.0
2022-01-17,AMD,406.84,409.54,399.58,406.65,47809654,406.17,0.0
2022-01-17,CRM,256.1,256.45,252.45,255.68,6173239,255.44,0.0
2022-01-17,ORCL,349.65,354.13,346.87,350.67,58928836,350.65,0.0
2022-01-18,AAPL,68.18,68.74,67.79,68.52,35079800,68.42,0.0
2022-01-18,MSFT,303.55,306.23,300.91,304.37,32160949,303.81,0.0
2022-01-18,GOOGL,333.04,337.28,331.62,334.43,19469837,333.79,0.0
2022-01-18,AMZN,150.25,151.69,147.61,151.46,16781374,151.23,0.0
2022-01-18,TSLA,407.01,414.54,406.83,406.92,5290621,406.15,0.0
2022-01-18,META,60.75,60.9,59.12,60.25,4217410,60.14,0.0
2022-01-18,NVDA,230.47,233.4,227.92,230.94,58828398,230.7,0.0
2022-01-18,JPM,313.8,319.89,308.98,316.35,67491139,316.33,0.0
2022-01-18,JNJ,203.77,204.38,200.42,202.15,11883405,201.88,0.0
2022-01-18,V,241.62,244.37,235.93,240.73,11419509,240.71,0.0
2022-01-18,PG,447.18,453.94,442.23,449.21,3971895,448.89,0.0
2022-01-18,UNH,230.05,232.88,228.27,230.37,11557719,230.2,0.0
2022-01-18,HD,468.22,470.68,467.84,469.47,78618797,468.84,0.0
2022-01-18,DIS,381.82,388.28,375.79,384.63,58355316,383.94,0.0
2022-01-18,NFLX,163.49,165.97,161.02,162.38,66220149,162.22,0.0
2022-01-18,PYPL,424.99,431.71,417.82,421.14,1981420,420.75,0.0
2022-01-18,INTC,481.97,491.18,472.66,480.69,9701779,480.1,0.38
2022-01-18,AMD,409.62,414.76,398.91,406.04,34975222,405.39,0.0
2022-01-18,CRM,250.88,250.89,249.83,250.43,73255500,250.24,0.0
2022-01-18,ORCL,358.26,365.3,355.09,358.46,76214162,358.42,0.0
2022-01-19,AAPL,69.52,70.93,69.42,69.59,35465558,69.46,0.0
2022-01-19,MSFT,301.75,303.86,295.59,300.34,43991872,300.04,0.0
2022-01-19,GOOGL,334.92,339.47,328.85,337.16,31659561,336.59,0.0
2022-01-19,AMZN,149.9,152.19,147.28,150.37,61840401,150.23,0.0
2022-01-19,TSLA,414.09,421.77,408.44,411.43,47512311,410.87,0.0
2022-01-19,META,61.03,61.46,60.11,60.74,64310931,60.74,0.0
2022-01-19,NVDA,229.29,232.16,224.27,227.17,68721081,226.74,0.0
2022-01-19,JPM,312.0,313.43,310.71,312.61,58792613,312.2,0.0
2022-01-19,JNJ,208.77,212.56,207.19,207.79,46174873,207.54,0.0
2022-01-19,V,242.05,243.83,239.15,242.67,58603128,242.63,0.0
2022-01-19,PG,446.89,453.77,443.64,450.32,70467454,450.0,0.0
2022-01-19,UNH,230.41,231.38,226.0,230.9,40904260,230.54,0.0
2022-01-19,HD,478.44,486.91,471.21,482.18,62222564,481.33,0.0
2022-01-19,DIS,381.01,385.73,374.2,379.94,59178796,379.85,0.0
2022-01-19,NFLX,164.41,167.21,160.47,162.88,60679873,162.57,0.0
2022-01-19,PYPL,427.96,429.28,423.96,427.22,49318527,426.44,0.0
2022-01-19,INTC,484.9,493.86,476.54,484.84,56938108,484.13,0.0
2022-01-19,AMD,414.74,421.58,409.29,411.39,49247600,411.03,0.0
2022-01-19,CRM,253.45,257.01,251.12,253.15,50808939,253.05,0.0
2022-01-19,ORCL,361.78,367.85,357.55,359.37,38592676,358.68,0.0
2022-01-20,AAPL,70.26,71.48,69.03,70.23,69102533,70.11,0.0
2022-01-20,MSFT,302.48,304.97,297.62,300.9,56073096,300.43,0.0
2022-01-20,GOOGL,336.2,338.56,331.61,335.89,20217976,335.85,0.0
2022-01-20,AMZN,149.28,149.53,145.84,148.48,9874280,148.23,0.0
2022-01-20,TSLA,409.32,414.09,401.25,412.91,28355098,412.38,0.0
2022-01-20,META,62.46,62.51,61.99,62.06,64136203,61.98,0.0
2022-01-20,NVDA,226.01,227.75,224.91,225.26,6951307,225.01,0.0
2022-01-20,JPM,320.12,324.31,317.63,318.45,27758246,318.01,0.0
2022-01-20,JNJ,209.79,214.25,206.91,211.08,28840848,210.71,0.0
2022-01-20,V,241.42,244.35,236.91,240.18,35512112,240.14,0.0
2022-01-20,PG,448.44,451.99,439.59,450.31,44646733,449.44,0.0
2022-01-20,UNH,231.14,232.4,229.3,230.69,71759810,230.32,0.0
2022-01-20,HD,492.74,498.35,485.4,488.5,46136135,487.92,0.0
2022-01-20,DIS,370.64,377.35,369.93,372.0,5927518,371.41,0.0
2022-01-20,NFLX,166.04,166.43,163.53,165.73,57527709,165.46,0.0
2022-01-20,PYPL,427.76,436.21,417.76,425.44,74671456,424.95,0.0
2022-01-20,INTC,488.03,499.64,483.81,490.04,46651923,489.47,0.0
2022-01-20,AMD,407.95,416.71,400.49,408.8,52267208,408.74,0.0
2022-01-20,CRM,257.17,261.56,256.89,257.08,60780347,256.72,0.0
2022-01-20,ORCL,339.02,340.63,333.93,339.51,4984281,339.42,0.0
2022-01-21,AAPL,70.68,71.51,69.94,71.08,60885525,71.06,0.0
2022-01-21,MSFT,303.21,304.07,298.99,303.76,42391630,303.73,0.0
2022-01-21,GOOGL,339.77,344.13,334.58,338.76,40193888,338.15,0.0
2022-01-21,AMZN,150.55,152.72,149.82,150.68,16210631,150.57,0.0
2022-01-21,TSLA,408.04,415.99,404.46,404.53,11997926,404.11,0.0
2022-01-21,META,61.96,62.87,60.85,62.3,1784397,62.29,0.0
2022-01-21,NVDA,222.44,225.42,221.97,222.56,6506245,222.48,0.0
2022-01-21,JPM,319.95,325.21,316.1,320.8,18470014,320.58,0.0
2022-01-21,JNJ,207.87,211.09,206.33,207.68,24287947,207.37,0.0
2022-01-21,V,241.45,241.79,238.21,240.07,3004818,239.61,0.0
2022-01-21,PG,446.58,449.73,439.85,444.45,19268385,443.89,0.0
2022-01-21,UNH,230.65,234.92,228.45,232.87,28769166,232.61,0.0
2022-01-21,HD,483.57,492.7,477.78,483.79,22590708,483.55,0.0
2022-01-21,DIS,357.49,366.97,352.6,360.16,16473195,359.93,0.0
2022-01-21,NFLX,167.66,168.97,167.58,168.21,79160868,168.03,0.0
2022-01-21,PYPL,423.47,426.07,420.21,421.26,8567593,421.22,0.0
2022-01-21,INTC,489.84,503.23,481.56,494.46,72456685,494.45,0.0
2022-01-21,AMD,412.34,418.49,410.47,414.3,36224038,413.85,0.0
2022-01-21,CRM,250.96,252.18,247.94,251.86,15904043,251.48,0.0
2022-01-21,ORCL,348.07,350.91,341.72,349.15,3335211,349.0,0.0
2022-01-24,AAPL,71.12,71.96,69.67,71.09,41709045,71.06,0.0
2022-01-24,MSFT,312.37,319.29,309.36,313.16,7379743,312.79,0.0
2022-01-24,GOOGL,340.79,343.87,338.06,339.72,46738447,339.38,0.0
2022-01-24,AMZN,151.52,153.8,149.19,150.77,28731932,150.54,0.0
2022-01-24,TSLA,406.76,410.59,394.77,402.77,9650490,402.66,0.0
2022-01-24,META,62.7,63.88,61.82,62.8,39990966,62.79,0.0
2022-01-24,NVDA,216.49,217.81,214.9,215.72,35831880,215.3,0.0
2022-01-24,JPM,322.19,326.07,321.46,324.31,60873787,324.12,0.0
2022-01-24,JNJ,211.41,213.36,206.82,210.48,75725786,210.34,0.0
2022-01-24,V,241.04,245.51,238.48,239.86,43912249,239.68,0.0
2022-01-24,PG,445.83,447.13,441.47,444.84,6485499,443.98,0.0
2022-01-24,UNH,236.79,237.17,234.34,234.86,33386726,234.52,0.0
2022-01-24,HD,466.8,472.07,462.49,471.5,64858745,470.9,0.0
2022-01-24,DIS,367.68,368.88,363.14,367.07,73629876,366.46,0.0
2022-01-24,NFLX,170.3,172.6,166.97,170.07,30638843,169.79,0.0
2022-01-24,PYPL,412.02,416.85,409.92,414.49,19261888,414.12,0.0
2022-01-24,INTC,497.17,504.83,493.0,494.36,4748231,493.96,0.0
2022-01-24,AMD,415.38,417.74,414.0,414.47,14442184,414.45,0.0
2022-01-24,CRM,254.69,255.75,252.34,255.17,72569338,254.8,0.0
2022-01-24,ORCL,348.8,356.09,343.5,350.77,8679684,350.49,0.0
2022-01-25,AAPL,69.98,71.39,69.54,70.05,60165034,69.95,0.0
2022-01-25,MSFT,316.89,322.03,314.09,317.62,20092790,317.3,0.0
2022-01-25,GOOGL,339.97,347.31,333.61,341.37,34837454,341.17,0.0
2022-01-25,AMZN,150.82,152.32,150.05,150.53,12876854,150.32,0.0
2022-01-25,TSLA,404.97,414.8,398.26,407.81,55669553,407.44,0.0
2022-01-25,META,62.29,62.31,60.78,61.94,62882986,61.82,0.0
2022-01-25,NVDA,217.93,221.91,216.17,218.25,46054545,218.25,0.0
2022-01-25,JPM,323.7,325.81,319.15,321.72,24854978,321.71,0.0
2022-01-25,JNJ,211.74,214.73,208.06,212.63,57760315,212.58,0.0
2022-01-25,V,236.79,240.27,235.97,236.7,7167586,236.52,0.0
2022-01-25,PG,445.92,449.01,434.29,442.56,53716051,441.84,0.0
2022-01-25,UNH,233.42,233.5,229.29,231.65,42442489,231.4,0.47
2022-01-25,HD,466.64,474.8,462.55,470.69,59576055,470.43,0.0
2022-01-25,DIS,360.41,362.12,358.45,361.43,32215456,361.0,0.0
2022-01-25,NFLX,169.78,170.54,169.19,169.32,14994198,169.12,0.0
2022-01-25,PYPL,405.09,409.74,396.34,403.88,57400760,403.34,0.0
2022-01-25,INTC,484.8,495.81,483.82,486.26,20942030,485.72,0.0
2022-01-25,AMD,424.34,432.09,419.61,421.13,23259885,420.79,0.0
2022-01-25,CRM,256.74,262.52,256.33,259.28,20309744,258.88,0.0
2022-01-25,ORCL,362.13,364.54,353.41,359.5,73789690,359.11,0.0
2022-01-26,AAPL,71.54,72.88,70.36,71.4,15330134,71.36,0.0
2022-01-26,MSFT,310.15,313.45,306.81,312.93,49629495,312.52,0.0
2022-01-26,GOOGL,337.87,341.01,328.93,335.04,50585946,335.03,0.0
2022-01-26,AMZN,151.74,152.83,148.49,150.25,77628615,149.95,0.0
2022-01-26,TSLA,417.87,421.62,410.8,417.09,62251062,416.29,0.0
2022-01-26,META,62.11,63.09,60.93,62.44,39432349,62.35,0.0
2022-01-26,NVDA,223.55,226.83,218.46,222.09,2535697,221.86,0.0
2022-01-26,JPM,318.59,324.63,317.32,321.66,7666378,321.27,0.0
2022-01-26,JNJ,212.48,215.66,209.89,211.92,60180153,211.89,0.0
2022-01-26,V,243.45,246.48,238.71,243.05,37590770,242.64,0.0
2022-01-26,PG,445.36,452.73,442.62,445.76,10014954,445.6,0.0
2022-01-26,UNH,224.11,226.38,222.66,226.2,72196991,225.76,0.0
2022-01-26,HD,475.4,478.83,464.27,471.27,17108379,470.73,0.0
2022-01-26,DIS,356.82,363.35,355.12,358.07,42493515,357.61,0.0
2022-01-26,NFLX,169.22,170.63,168.12,168.74,17362443,168.55,0.0
