timestamp,device_id,temperature_c,humidity_pct,vibration_g,pressure_psi,machine_status,power_watts
2024-06-01 00:50:00,DEV-002,43.34,73,1.252,29.97,Normal,349.2
2024-06-01 00:51:07,DEV-015,31.63,83,0.219,30.89,Normal,288.3
2024-06-01 00:52:02,DEV-020,42.31,43,0.355,24.2,Normal,223.7
2024-06-01 00:53:37,DEV-016,66.45,84,1.327,33.12,Critical,396.6
2024-06-01 00:54:46,DEV-008,41.6,82,0.576,32.16,Normal,212.5
2024-06-01 00:55:19,DEV-017,42.44,58,1.185,27.11,Normal,273.4
2024-06-01 00:55:45,DEV-005,89.08,59,2.083,28.76,Warning,371.8
2024-06-01 00:57:23,DEV-002,52.17,34,1.262,28.66,Normal,320.5
2024-06-01 00:57:33,DEV-018,39.36,72,1.088,27.52,Normal,223.5
2024-06-01 00:58:28,DEV-019,55.73,82,0.541,31.71,Normal,253.3
2024-06-01 00:58:46,DEV-014,29.98,85,0.919,30.23,Normal,244.1
2024-06-01 00:59:24,DEV-020,36.48,35,0.203,37.43,Normal,165.6
2024-06-01 00:59:40,DEV-017,77.18,20,2.324,33.49,Warning,460.2
2024-06-01 00:59:56,DEV-019,52.56,33,0.196,31.64,Normal,119.7
2024-06-01 01:00:57,DEV-007,40.19,59,0.658,27.67,Normal,208.3
2024-06-01 01:02:15,DEV-013,43.48,47,0.264,31.34,Normal,191.3
2024-06-01 01:04:00,DEV-017,52.55,22,0.225,25.29,Normal,212.9
2024-06-01 01:04:26,DEV-018,35.84,49,0.183,27.1,Normal,226.1
2024-06-01 01:05:48,DEV-019,45.65,75,0.433,31.84,Normal,175.7
2024-06-01 01:06:29,DEV-020,76.42,35,1.718,31.93,Warning,438.5
2024-06-01 01:07:23,DEV-020,43.9,85,0.768,30.1,Normal,200.8
2024-06-01 01:08:23,DEV-020,40.68,56,0.813,27.89,Normal,219.6
2024-06-01 01:08:39,DEV-016,67.73,64,2.082,32.84,Warning,387.6
2024-06-01 01:09:01,DEV-004,41.17,54,0.974,32.78,Normal,319.4
2024-06-01 01:10:35,DEV-005,49.96,84,0.16,27.64,Normal,339.9
2024-06-01 01:10:47,DEV-014,42.39,30,1.351,24.86,Normal,374.6
2024-06-01 01:12:41,DEV-013,51.73,66,0.809,28.83,Normal,210.2
2024-06-01 01:13:41,DEV-015,45.7,37,0.436,27.26,Normal,263.4
2024-06-01 01:13:56,DEV-002,54.81,71,0.802,34.64,Normal,224.1
2024-06-01 01:14:43,DEV-013,56.78,52,0.077,27.81,Normal,218.9
2024-06-01 01:16:05,DEV-015,42.24,44,1.036,25.97,Normal,214.8
2024-06-01 01:16:56,DEV-007,22.26,38,0.302,27.86,Normal,183.3
2024-06-01 01:17:14,DEV-006,50.06,67,0.625,32.88,Normal,216.7
2024-06-01 01:17:59,DEV-003,45.19,26,0.877,31.35,Normal,298.0
2024-06-01 01:19:54,DEV-003,51.58,77,0.827,28.79,Normal,236.4
2024-06-01 01:21:15,DEV-002,61.48,44,1.678,31.6,Warning,390.6
2024-06-01 01:22:32,DEV-002,50.75,33,0.73,27.07,Normal,224.8
2024-06-01 01:23:35,DEV-018,44.89,53,0.47,28.42,Normal,266.4
2024-06-01 01:24:44,DEV-001,83.06,76,2.293,34.34,Critical,368.8
2024-06-01 01:25:51,DEV-011,49.34,65,1.241,30.49,Normal,292.5
2024-06-01 01:27:39,DEV-019,87.42,42,1.723,26.62,Warning,347.3
2024-06-01 01:27:56,DEV-019,78.34,42,2.138,25.93,Critical,397.5
2024-06-01 01:28:33,DEV-009,48.99,31,0.667,29.56,Normal,228.0
2024-06-01 01:29:12,DEV-009,31.81,36,1.465,34.17,Normal,326.7
2024-06-01 01:29:27,DEV-015,43.0,73,1.242,30.93,Normal,309.8
2024-06-01 01:30:08,DEV-002,78.4,21,1.847,28.53,Warning,355.2
2024-06-01 01:30:51,DEV-008,23.75,33,0.224,28.24,Normal,212.2
2024-06-01 01:31:59,DEV-013,41.24,33,0.086,30.38,Normal,210.1
2024-06-01 01:33:28,DEV-005,66.46,24,2.124,29.22,Warning,441.4
2024-06-01 01:35:00,DEV-009,58.25,28,0.738,26.89,Normal,141.9
2024-06-01 01:36:54,DEV-005,58.0,40,2.452,35.43,Critical,412.8
2024-06-01 01:38:52,DEV-005,37.75,79,1.247,29.35,Normal,204.7
2024-06-01 01:39:48,DEV-005,33.24,63,0.444,32.98,Normal,217.9
2024-06-01 01:40:30,DEV-004,52.56,24,0.323,28.26,Normal,233.9
2024-06-01 01:42:06,DEV-014,42.27,68,0.07,27.84,Normal,292.0
2024-06-01 01:43:42,DEV-005,64.0,54,1.711,28.35,Critical,277.6
2024-06-01 01:45:06,DEV-019,52.94,31,0.673,27.82,Normal,191.6
2024-06-01 01:45:39,DEV-016,58.77,80,2.592,30.82,Critical,381.5
2024-06-01 01:46:50,DEV-019,68.21,58,2.914,25.14,Warning,385.4
2024-06-01 01:47:02,DEV-001,37.08,82,0.693,28.83,Normal,338.3
2024-06-01 01:48:09,DEV-005,79.7,61,1.672,28.44,Critical,330.0
2024-06-01 01:49:37,DEV-016,44.45,66,0.136,28.11,Normal,252.6
2024-06-01 01:50:40,DEV-014,86.57,83,1.129,28.04,Critical,424.9
2024-06-01 01:51:45,DEV-007,67.94,32,1.035,28.72,Warning,309.2
2024-06-01 01:52:02,DEV-008,87.84,82,1.886,29.13,Warning,401.7
2024-06-01 01:52:35,DEV-014,52.7,72,0.112,33.23,Normal,249.2
2024-06-01 01:53:38,DEV-011,47.95,67,0.788,29.29,Normal,298.9
2024-06-01 01:54:48,DEV-008,61.92,66,2.13,25.21,Warning,388.6
2024-06-01 01:55:38,DEV-016,59.77,35,1.004,31.67,Normal,234.3
2024-06-01 01:56:05,DEV-008,32.39,31,0.977,34.75,Normal,335.1
2024-06-01 01:57:57,DEV-006,75.95,28,2.038,30.06,Critical,396.3
2024-06-01 01:58:38,DEV-017,42.32,53,0.496,32.74,Normal,279.9
2024-06-01 01:59:50,DEV-001,44.84,80,0.345,29.19,Normal,323.2
2024-06-01 02:00:26,DEV-017,53.3,52,1.752,32.24,Critical,435.2
2024-06-01 02:01:32,DEV-011,53.13,62,0.232,34.95,Normal,270.5
2024-06-01 02:03:26,DEV-017,55.88,32,1.791,29.42,Warning,352.0
2024-06-01 02:05:14,DEV-017,62.34,71,1.43,30.13,Warning,372.7
2024-06-01 02:06:43,DEV-016,69.22,22,1.776,29.78,Critical,509.5
2024-06-01 02:07:25,DEV-010,42.0,33,0.58,26.64,Normal,230.5
2024-06-01 02:09:14,DEV-008,81.32,78,2.741,26.64,Critical,332.0
2024-06-01 02:10:34,DEV-011,69.46,80,2.116,24.75,Warning,304.4
2024-06-01 02:12:16,DEV-011,43.7,81,0.739,28.72,Normal,299.3
2024-06-01 02:12:57,DEV-016,48.94,52,0.69,35.56,Normal,249.6
2024-06-01 02:14:18,DEV-003,55.33,80,0.762,29.78,Normal,343.5
2024-06-01 02:15:01,DEV-002,58.88,77,0.921,31.22,Warning,362.1
2024-06-01 02:15:51,DEV-017,67.51,61,1.879,28.76,Warning,425.0
2024-06-01 02:17:33,DEV-002,49.59,48,0.899,31.4,Normal,222.9
2024-06-01 02:18:28,DEV-008,40.38,34,0.916,26.26,Normal,272.9
2024-06-01 02:19:44,DEV-004,48.93,34,0.767,31.58,Normal,359.6
2024-06-01 02:20:32,DEV-018,67.04,81,0.274,29.36,Normal,350.9
2024-06-01 02:20:45,DEV-012,69.33,34,1.342,23.68,Critical,439.4
2024-06-01 02:21:53,DEV-011,59.24,79,1.862,31.52,Normal,243.9
2024-06-01 02:22:17,DEV-012,54.81,52,0.759,25.64,Normal,275.3
2024-06-01 02:22:54,DEV-014,34.95,73,0.116,31.51,Normal,277.0
2024-06-01 02:23:21,DEV-008,70.15,73,1.962,32.19,Warning,412.8
2024-06-01 02:23:44,DEV-005,34.12,78,0.04,26.8,Normal,248.7
2024-06-01 02:24:18,DEV-005,66.64,61,1.932,26.86,Critical,328.8
2024-06-01 02:26:05,DEV-016,51.17,67,0.359,28.63,Normal,186.2
2024-06-01 02:27:57,DEV-019,64.71,75,2.15,34.98,Warning,430.8
2024-06-01 02:28:37,DEV-015,30.1,41,0.33,32.44,Normal,253.2
2024-06-01 02:30:34,DEV-002,54.27,28,0.19,30.65,Normal,192.2
2024-06-01 02:31:48,DEV-014,57.1,82,0.125,27.68,Normal,300.8
2024-06-01 02:33:04,DEV-012,53.38,56,0.593,28.74,Normal,178.8
2024-06-01 02:34:09,DEV-013,76.41,39,1.996,31.95,Critical,380.2
2024-06-01 02:35:21,DEV-018,60.58,33,0.09,30.94,Normal,259.0
2024-06-01 02:36:15,DEV-017,70.71,36,2.083,23.83,Warning,351.6
2024-06-01 02:36:29,DEV-013,60.72,81,0.034,26.95,Normal,228.2
2024-06-01 02:37:55,DEV-006,50.9,84,0.68,33.5,Normal,337.3
2024-06-01 02:39:50,DEV-007,74.99,62,2.181,24.66,Warning,364.6
2024-06-01 02:41:45,DEV-005,61.38,71,1.386,30.02,Warning,361.9
2024-06-01 02:42:49,DEV-019,93.75,52,2.868,31.55,Warning,396.1
2024-06-01 02:43:38,DEV-004,78.49,21,2.51,25.53,Warning,436.5
2024-06-01 02:44:37,DEV-002,37.27,35,0.898,26.4,Normal,346.3
2024-06-01 02:44:52,DEV-003,50.06,80,1.005,29.37,Normal,277.3
2024-06-01 02:45:18,DEV-005,51.3,34,0.354,28.9,Normal,268.5
2024-06-01 02:45:35,DEV-011,43.51,72,0.775,30.62,Normal,252.5
2024-06-01 02:47:14,DEV-003,58.3,82,0.695,30.1,Normal,180.2
2024-06-01 02:48:10,DEV-010,63.33,37,3.0,29.68,Warning,436.2
2024-06-01 02:49:39,DEV-010,35.86,29,1.073,27.83,Normal,366.1
2024-06-01 02:50:08,DEV-012,48.77,31,1.229,29.46,Normal,308.0
2024-06-01 02:51:28,DEV-005,39.64,56,0.095,30.95,Normal,191.0
2024-06-01 02:53:08,DEV-014,45.67,21,0.071,28.26,Normal,226.3
2024-06-01 02:53:50,DEV-010,50.4,61,0.404,28.18,Normal,288.9
2024-06-01 02:54:06,DEV-016,30.54,31,0.67,28.68,Normal,257.0
2024-06-01 02:54:56,DEV-010,36.25,53,1.334,31.92,Normal,353.2
2024-06-01 02:55:08,DEV-009,80.3,23,1.502,31.35,Warning,432.9
2024-06-01 02:55:33,DEV-014,59.12,64,1.603,30.05,Normal,93.6
2024-06-01 02:56:55,DEV-003,78.44,47,2.73,24.33,Critical,331.5
2024-06-01 02:58:32,DEV-008,50.94,51,0.317,33.77,Normal,306.6
2024-06-01 02:58:43,DEV-002,68.9,37,2.711,33.84,Warning,423.6
2024-06-01 03:00:21,DEV-020,75.2,52,1.17,28.0,Critical,363.2
2024-06-01 03:00:34,DEV-014,59.47,80,1.645,24.02,Critical,358.2
2024-06-01 03:01:51,DEV-013,75.79,50,1.14,26.04,Warning,511.1
2024-06-01 03:03:40,DEV-005,48.27,59,0.581,26.61,Normal,206.4
2024-06-01 03:05:22,DEV-015,59.43,68,1.83,26.39,Critical,362.8
2024-06-01 03:07:00,DEV-008,73.98,70,2.903,28.84,Warning,424.6
2024-06-01 03:07:51,DEV-016,47.37,45,0.444,29.55,Normal,244.6
2024-06-01 03:09:33,DEV-015,39.88,46,0.876,36.92,Normal,225.9
2024-06-01 03:11:13,DEV-003,36.88,48,0.292,27.5,Normal,229.9
2024-06-01 03:12:13,DEV-020,77.83,71,0.947,27.32,Warning,419.2
2024-06-01 03:13:15,DEV-018,77.3,59,1.64,30.97,Critical,399.6
2024-06-01 03:13:59,DEV-016,37.42,47,0.423,32.59,Normal,240.1
2024-06-01 03:14:53,DEV-012,14.18,21,0.157,33.65,Normal,269.7
2024-06-01 03:15:13,DEV-017,52.05,40,0.946,29.39,Normal,318.2
2024-06-01 03:17:13,DEV-001,50.7,25,1.825,28.26,Warning,467.6
2024-06-01 03:18:20,DEV-014,45.88,60,1.516,28.25,Normal,312.3
2024-06-01 03:19:18,DEV-002,76.6,53,2.479,29.66,Critical,449.6
2024-06-01 03:21:00,DEV-004,54.09,66,0.964,25.67,Normal,211.8
2024-06-01 03:21:48,DEV-003,43.87,66,0.021,33.03,Normal,210.9
2024-06-01 03:22:17,DEV-003,51.07,79,0.298,30.2,Normal,207.6
2024-06-01 03:22:53,DEV-014,65.44,40,0.24,35.91,Normal,257.1
2024-06-01 03:24:07,DEV-018,53.29,42,0.625,28.37,Normal,274.7
2024-06-01 03:25:48,DEV-019,61.48,52,0.126,33.42,Normal,184.0
2024-06-01 03:26:37,DEV-002,34.23,21,0.46,30.22,Normal,173.7
2024-06-01 03:28:32,DEV-016,78.4,24,2.123,30.91,Warning,386.3
2024-06-01 03:29:21,DEV-008,53.54,44,1.43,32.06,Critical,392.2
2024-06-01 03:30:11,DEV-008,54.8,23,0.76,30.36,Normal,271.9
2024-06-01 03:30:41,DEV-011,37.65,30,1.516,32.51,Normal,263.0
2024-06-01 03:31:52,DEV-019,59.72,64,0.172,31.12,Normal,271.9
2024-06-01 03:33:17,DEV-001,72.88,21,2.693,23.0,Warning,339.5
2024-06-01 03:33:38,DEV-005,36.91,36,0.035,36.74,Normal,186.2
2024-06-01 03:34:24,DEV-015,65.55,26,2.013,34.83,Warning,469.9
2024-06-01 03:36:11,DEV-013,39.14,78,0.49,23.46,Normal,234.9
2024-06-01 03:37:54,DEV-006,38.3,35,0.349,29.63,Normal,264.6
2024-06-01 03:39:09,DEV-008,35.69,84,0.911,30.55,Normal,292.6
2024-06-01 03:40:25,DEV-005,53.75,29,0.883,29.64,Normal,221.4
2024-06-01 03:40:44,DEV-016,39.92,27,0.174,29.41,Normal,299.6
2024-06-01 03:42:33,DEV-017,55.34,81,1.011,26.11,Normal,292.5
2024-06-01 03:43:10,DEV-003,79.64,49,2.055,29.35,Critical,375.0
2024-06-01 03:44:30,DEV-012,52.9,37,0.879,30.56,Normal,362.9
2024-06-01 03:44:56,DEV-016,71.94,63,1.254,29.54,Critical,314.7
2024-06-01 03:45:51,DEV-008,87.03,41,1.77,28.93,Critical,397.7
2024-06-01 03:47:18,DEV-009,47.62,38,0.154,29.39,Normal,124.4
2024-06-01 03:48:28,DEV-013,31.69,42,0.191,24.73,Normal,255.8
2024-06-01 03:49:17,DEV-005,33.35,84,0.752,31.25,Normal,158.0
2024-06-01 03:49:30,DEV-001,31.86,67,1.168,31.96,Normal,231.0
2024-06-01 03:51:02,DEV-001,62.14,84,1.958,33.3,Critical,445.0
2024-06-01 03:52:28,DEV-004,75.28,38,1.824,22.14,Warning,432.1
2024-06-01 03:53:35,DEV-006,59.04,48,0.964,30.89,Normal,221.0
2024-06-01 03:55:35,DEV-018,47.36,32,0.308,30.01,Normal,267.6
2024-06-01 03:55:59,DEV-020,41.63,38,0.299,30.41,Normal,172.2
2024-06-01 03:56:30,DEV-009,31.05,23,1.231,28.93,Normal,160.0
2024-06-01 03:58:21,DEV-005,43.91,64,1.734,33.19,Normal,312.8
2024-06-01 03:59:22,DEV-007,34.47,61,1.121,27.15,Normal,230.0
2024-06-01 03:59:35,DEV-003,40.99,75,1.374,24.95,Normal,275.9
2024-06-01 04:01:07,DEV-016,78.13,76,2.63,28.05,Critical,427.4
2024-06-01 04:02:06,DEV-012,36.69,48,0.267,28.83,Normal,170.8
2024-06-01 04:03:58,DEV-012,58.3,49,2.221,33.69,Warning,471.6
2024-06-01 04:04:22,DEV-013,55.82,64,1.473,30.43,Normal,250.2
2024-06-01 04:05:15,DEV-015,65.68,25,1.969,37.98,Warning,415.5
2024-06-01 04:06:29,DEV-009,47.33,80,0.306,33.37,Normal,269.4
2024-06-01 04:07:44,DEV-004,80.87,78,1.47,29.3,Warning,465.8
2024-06-01 04:09:41,DEV-004,73.54,57,1.645,27.38,Critical,383.8
2024-06-01 04:10:47,DEV-001,66.28,20,0.707,33.0,Normal,259.2
2024-06-01 04:11:35,DEV-016,79.11,84,2.076,30.9,Warning,447.4
2024-06-01 04:12:22,DEV-014,70.85,68,0.934,26.71,Warning,350.8
2024-06-01 04:12:44,DEV-012,44.3,57,0.64,31.59,Normal,171.1
2024-06-01 04:13:45,DEV-013,70.05,70,1.963,27.98,Warning,415.4
2024-06-01 04:15:02,DEV-014,33.11,66,0.091,27.92,Normal,240.3
2024-06-01 04:15:20,DEV-013,37.29,78,0.026,37.45,Normal,230.0
2024-06-01 04:17:08,DEV-009,37.82,36,0.48,27.65,Normal,207.1
2024-06-01 04:17:34,DEV-002,48.17,33,1.812,28.2,Normal,216.6
2024-06-01 04:18:13,DEV-015,45.15,36,0.387,26.73,Normal,223.7
2024-06-01 04:20:00,DEV-017,65.19,45,1.553,26.93,Critical,433.3
2024-06-01 04:20:51,DEV-005,54.57,67,1.884,31.35,Warning,475.0
2024-06-01 04:22:06,DEV-001,59.5,54,1.902,27.28,Critical,426.1
2024-06-01 04:23:32,DEV-016,70.69,43,2.409,33.5,Warning,411.1
2024-06-01 04:25:27,DEV-011,43.23,57,0.779,33.11,Normal,289.5
2024-06-01 04:25:57,DEV-005,22.93,71,0.369,30.15,Normal,190.3
2024-06-01 04:26:35,DEV-007,68.74,59,2.844,31.56,Warning,366.5
2024-06-01 04:27:35,DEV-003,61.46,53,0.831,31.95,Normal,220.0
2024-06-01 04:29:15,DEV-010,43.73,35,0.398,26.85,Normal,316.3
2024-06-01 04:30:55,DEV-002,44.01,42,0.002,24.68,Normal,320.5
2024-06-01 04:31:52,DEV-019,50.76,25,0.841,32.05,Normal,318.5
2024-06-01 04:32:56,DEV-002,35.49,44,0.652,27.33,Normal,220.9
2024-06-01 04:34:15,DEV-019,25.1,82,0.948,32.4,Normal,219.0
2024-06-01 04:34:46,DEV-019,56.99,59,1.855,30.49,Critical,452.6
2024-06-01 04:35:43,DEV-009,35.75,76,0.535,27.05,Normal,292.9
2024-06-01 04:37:18,DEV-015,43.85,48,0.138,26.7,Normal,245.7
2024-06-01 04:38:33,DEV-014,55.54,49,0.828,31.0,Normal,242.7
2024-06-01 04:38:43,DEV-002,49.84,43,0.952,30.45,Normal,243.1
2024-06-01 04:39:05,DEV-005,71.06,74,0.277,30.24,Normal,283.6
2024-06-01 04:39:32,DEV-013,48.46,53,0.01,23.74,Normal,183.1
2024-06-01 04:41:13,DEV-014,37.86,59,0.839,31.7,Normal,245.3
2024-06-01 04:41:37,DEV-014,63.67,33,1.644,25.73,Warning,385.0
2024-06-01 04:42:25,DEV-017,37.17,29,0.913,31.21,Normal,227.9
2024-06-01 04:43:16,DEV-004,53.62,49,0.675,27.96,Normal,275.6
2024-06-01 04:43:44,DEV-014,33.7,47,0.774,29.1,Normal,201.2
2024-06-01 04:44:11,DEV-016,72.74,73,1.231,30.82,Critical,365.8
2024-06-01 04:44:59,DEV-004,69.27,49,1.357,30.69,Warning,441.5
2024-06-01 04:46:54,DEV-009,56.86,70,1.346,23.8,Warning,335.4
2024-06-01 04:47:20,DEV-005,54.43,73,1.104,30.9,Normal,312.5
2024-06-01 04:49:00,DEV-009,38.71,72,0.177,30.83,Normal,290.5
2024-06-01 04:50:11,DEV-016,42.31,39,0.125,29.83,Normal,232.6
2024-06-01 04:50:34,DEV-003,39.01,47,0.735,26.21,Normal,224.9
2024-06-01 04:52:01,DEV-012,55.54,37,1.674,28.34,Critical,480.1
2024-06-01 04:53:23,DEV-001,82.93,31,2.097,30.31,Critical,321.0
2024-06-01 04:55:20,DEV-017,46.62,21,1.053,29.08,Normal,191.3
2024-06-01 04:57:14,DEV-002,41.87,71,0.894,29.16,Normal,183.0
2024-06-01 04:58:21,DEV-012,71.05,31,1.343,29.57,Warning,362.9
2024-06-01 04:59:02,DEV-003,48.39,53,0.216,27.0,Normal,233.7
2024-06-01 05:00:44,DEV-001,44.84,22,0.859,36.44,Normal,277.7
2024-06-01 05:00:58,DEV-019,73.16,20,0.667,32.05,Normal,182.0
2024-06-01 05:02:37,DEV-009,33.45,69,0.818,28.37,Normal,218.3
2024-06-01 05:04:37,DEV-004,75.17,48,1.724,32.94,Critical,438.8
2024-06-01 05:05:19,DEV-002,46.27,74,0.201,26.42,Normal,248.9
2024-06-01 05:06:41,DEV-014,39.63,36,1.213,32.34,Normal,193.5
2024-06-01 05:07:32,DEV-010,37.76,62,0.869,27.98,Normal,214.9
2024-06-01 05:09:02,DEV-020,57.81,30,1.316,28.12,Normal,238.7
2024-06-01 05:10:38,DEV-009,47.57,32,0.434,34.11,Normal,169.2
2024-06-01 05:11:48,DEV-004,92.93,68,0.99,31.29,Critical,422.0
2024-06-01 05:13:36,DEV-001,25.33,52,0.059,27.14,Normal,282.2
2024-06-01 05:14:36,DEV-018,69.24,36,1.556,31.63,Critical,489.6
2024-06-01 05:14:55,DEV-006,67.34,76,2.486,26.58,Warning,468.5
2024-06-01 05:15:16,DEV-005,57.93,80,0.264,33.66,Normal,192.1
2024-06-01 05:15:50,DEV-020,30.23,37,0.1,28.57,Normal,196.9
2024-06-01 05:16:10,DEV-010,87.69,60,2.144,23.76,Critical,342.3
2024-06-01 05:17:26,DEV-001,66.9,68,1.098,29.67,Normal,260.3
2024-06-01 05:17:40,DEV-003,57.41,41,2.073,24.41,Critical,367.9
2024-06-01 05:18:56,DEV-010,39.8,51,1.229,32.4,Normal,244.6
2024-06-01 05:20:19,DEV-013,81.69,64,1.679,32.38,Warning,445.8
2024-06-01 05:20:58,DEV-008,51.88,40,1.07,29.28,Normal,275.5
2024-06-01 05:22:09,DEV-018,47.48,24,0.704,34.45,Normal,285.3
2024-06-01 05:23:56,DEV-015,73.64,48,2.207,23.42,Warning,489.2
2024-06-01 05:24:49,DEV-001,34.51,78,0.754,30.67,Normal,247.5
2024-06-01 05:25:51,DEV-013,76.94,29,2.18,34.21,Warning,433.7
2024-06-01 05:26:34,DEV-018,53.44,80,1.242,31.44,Normal,224.0
2024-06-01 05:28:06,DEV-004,63.99,85,2.682,24.29,Critical,323.0
2024-06-01 05:28:32,DEV-011,68.87,68,1.072,24.55,Warning,397.6
2024-06-01 05:29:39,DEV-016,43.74,77,0.011,31.85,Normal,325.7
2024-06-01 05:30:46,DEV-002,57.15,42,0.194,29.84,Normal,291.6
2024-06-01 05:31:04,DEV-007,43.35,44,1.158,27.08,Normal,361.0
2024-06-01 05:31:27,DEV-013,89.88,42,1.863,31.6,Critical,415.4
2024-06-01 05:32:54,DEV-001,58.78,76,0.256,32.99,Normal,251.8
2024-06-01 05:33:55,DEV-017,67.3,67,1.307,30.24,Critical,400.1
2024-06-01 05:35:41,DEV-005,62.75,76,2.038,34.19,Warning,379.0
2024-06-01 05:36:54,DEV-016,48.85,51,0.84,27.79,Normal,258.8
2024-06-01 05:38:22,DEV-017,58.36,53,0.529,26.08,Normal,348.2
2024-06-01 05:38:32,DEV-016,35.23,29,0.313,24.88,Normal,221.6
2024-06-01 05:39:37,DEV-019,56.07,63,0.691,34.91,Normal,224.5
2024-06-01 05:40:55,DEV-009,43.58,63,0.686,33.19,Normal,199.9
2024-06-01 05:41:08,DEV-005,82.6,24,1.64,30.22,Warning,434.0
2024-06-01 05:41:47,DEV-003,48.22,49,0.524,27.46,Normal,308.8
2024-06-01 05:42:01,DEV-001,41.07,67,0.451,33.53,Normal,223.3
2024-06-01 05:42:11,DEV-019,63.04,58,0.816,34.69,Normal,299.8
2024-06-01 05:43:54,DEV-020,37.96,56,0.353,28.78,Normal,199.5
2024-06-01 05:45:22,DEV-007,54.01,38,1.173,23.82,Normal,238.7
2024-06-01 05:45:58,DEV-013,63.03,73,1.436,30.71,Warning,404.5
2024-06-01 05:46:20,DEV-020,42.64,62,1.166,27.42,Normal,272.5
2024-06-01 05:47:08,DEV-019,63.72,52,2.369,31.53,Warning,351.8
2024-06-01 05:47:31,DEV-013,49.76,28,0.992,29.15,Normal,214.7
2024-06-01 05:48:04,DEV-009,40.37,76,0.094,34.34,Normal,247.4
2024-06-01 05:48:17,DEV-020,51.94,47,1.102,28.98,Normal,308.4
2024-06-01 05:49:31,DEV-005,54.51,54,0.586,30.9,Normal,299.4
2024-06-01 05:50:58,DEV-013,46.24,21,1.231,27.93,Normal,234.1
