timestamp,building_id,energy_kwh,temperature_f,humidity_pct,occupancy,building_type,floor_area_sqft,hvac_mode,is_weekend
2024-01-03 02:00:00,BLD-3,9.45,12.7,86,1,Warehouse,14407,Heating,False
2024-01-03 03:00:00,BLD-2,33.37,19.6,66,1,Retail,87908,Off,False
2024-01-03 04:00:00,BLD-2,44.89,7.9,52,1,Retail,87908,Cooling,False
2024-01-03 05:00:00,BLD-5,44.35,11.1,36,0,School,79525,Cooling,False
2024-01-03 06:00:00,BLD-4,4.98,10.9,60,1,Office,18430,Off,False
2024-01-03 07:00:00,BLD-5,55.68,8.5,91,1,School,79525,Auto,False
2024-01-03 08:00:00,BLD-2,146.76,15.3,87,1,Retail,87908,Cooling,False
2024-01-03 09:00:00,BLD-4,45.22,13.9,77,0,Office,18430,Auto,False
2024-01-03 10:00:00,BLD-4,41.17,7.0,46,0,Office,18430,Auto,False
2024-01-03 11:00:00,BLD-1,170.08,10.1,94,1,Data Center,69880,Cooling,False
2024-01-03 12:00:00,BLD-4,51.61,16.3,74,1,Office,18430,Auto,False
2024-01-03 13:00:00,BLD-5,131.91,5.7,92,0,School,79525,Heating,False
2024-01-03 14:00:00,BLD-1,132.64,-0.9,42,0,Data Center,69880,Cooling,False
2024-01-03 15:00:00,BLD-1,155.99,11.5,33,1,Data Center,69880,Off,False
2024-01-03 16:00:00,BLD-1,102.91,18.5,50,0,Data Center,69880,Auto,False
2024-01-03 17:00:00,BLD-2,138.2,12.9,46,0,Retail,87908,Off,False
2024-01-03 18:00:00,BLD-2,219.71,4.6,87,0,Retail,87908,Cooling,False
2024-01-03 19:00:00,BLD-2,66.22,11.6,21,0,Retail,87908,Off,False
2024-01-03 20:00:00,BLD-1,30.65,14.6,59,1,Data Center,69880,Heating,False
2024-01-03 21:00:00,BLD-4,15.32,2.0,18,1,Office,18430,Off,False
2024-01-03 22:00:00,BLD-4,4.17,11.8,40,0,Office,18430,Heating,False
2024-01-03 23:00:00,BLD-3,9.57,11.8,94,0,Warehouse,14407,Heating,False
2024-01-04 00:00:00,BLD-5,58.63,7.1,80,0,School,79525,Off,False
2024-01-04 01:00:00,BLD-4,10.54,6.0,85,1,Office,18430,Cooling,False
2024-01-04 02:00:00,BLD-4,9.91,8.7,55,0,Office,18430,Auto,False
2024-01-04 03:00:00,BLD-1,49.01,10.2,49,0,Data Center,69880,Auto,False
2024-01-04 04:00:00,BLD-3,10.77,8.0,51,1,Warehouse,14407,Heating,False
2024-01-04 05:00:00,BLD-2,48.33,10.3,30,0,Retail,87908,Cooling,False
2024-01-04 06:00:00,BLD-2,41.66,9.4,78,1,Retail,87908,Cooling,False
2024-01-04 07:00:00,BLD-3,3.29,14.8,16,1,Warehouse,14407,Heating,False
2024-01-04 08:00:00,BLD-2,241.4,12.0,67,1,Retail,87908,Off,False
2024-01-04 09:00:00,BLD-3,25.34,12.9,69,1,Warehouse,14407,Cooling,False
2024-01-04 10:00:00,BLD-3,34.65,5.5,62,0,Warehouse,14407,Off,False
2024-01-04 11:00:00,BLD-5,138.7,14.0,88,1,School,79525,Auto,False
2024-01-04 12:00:00,BLD-2,160.45,8.0,42,0,Retail,87908,Heating,False
2024-01-04 13:00:00,BLD-4,38.95,0.1,57,0,Office,18430,Cooling,False
2024-01-04 14:00:00,BLD-1,158.9,20.6,41,0,Data Center,69880,Auto,False
2024-01-04 15:00:00,BLD-4,27.44,7.3,51,1,Office,18430,Heating,False
2024-01-04 16:00:00,BLD-4,40.79,3.2,84,0,Office,18430,Off,False
2024-01-04 17:00:00,BLD-3,30.64,8.8,72,0,Warehouse,14407,Auto,False
2024-01-04 18:00:00,BLD-2,147.45,10.5,47,0,Retail,87908,Heating,False
2024-01-04 19:00:00,BLD-5,56.52,12.3,71,1,School,79525,Off,False
2024-01-04 20:00:00,BLD-4,15.94,10.0,88,1,Office,18430,Auto,False
2024-01-04 21:00:00,BLD-3,12.01,12.9,83,1,Warehouse,14407,Auto,False
2024-01-04 22:00:00,BLD-5,48.99,6.7,95,0,School,79525,Cooling,False
2024-01-04 23:00:00,BLD-5,50.11,10.2,16,1,School,79525,Cooling,False
2024-01-05 00:00:00,BLD-3,4.63,14.0,36,1,Warehouse,14407,Auto,False
2024-01-05 01:00:00,BLD-5,25.87,10.9,54,1,School,79525,Off,False
2024-01-05 02:00:00,BLD-1,47.65,8.5,36,1,Data Center,69880,Heating,False
2024-01-05 03:00:00,BLD-4,10.64,12.1,92,0,Office,18430,Off,False
2024-01-05 04:00:00,BLD-5,57.29,9.8,80,0,School,79525,Off,False
2024-01-05 05:00:00,BLD-5,62.59,6.4,85,1,School,79525,Auto,False
2024-01-05 06:00:00,BLD-2,20.48,12.1,38,1,Retail,87908,Auto,False
2024-01-05 07:00:00,BLD-4,12.61,13.5,68,1,Office,18430,Off,False
2024-01-05 08:00:00,BLD-3,23.39,4.6,22,0,Warehouse,14407,Off,False
2024-01-05 09:00:00,BLD-3,42.7,11.0,20,0,Warehouse,14407,Cooling,False
2024-01-05 10:00:00,BLD-5,214.08,17.1,67,0,School,79525,Auto,False
2024-01-05 11:00:00,BLD-5,162.3,13.1,53,1,School,79525,Heating,False
2024-01-05 12:00:00,BLD-4,37.85,10.9,94,1,Office,18430,Heating,False
2024-01-05 13:00:00,BLD-1,142.25,5.6,38,0,Data Center,69880,Auto,False
2024-01-05 14:00:00,BLD-4,55.5,5.8,95,0,Office,18430,Off,False
2024-01-05 15:00:00,BLD-4,35.77,14.5,79,1,Office,18430,Heating,False
2024-01-05 16:00:00,BLD-5,189.79,13.3,52,0,School,79525,Heating,False
2024-01-05 17:00:00,BLD-1,133.54,10.0,93,0,Data Center,69880,Off,False
2024-01-05 18:00:00,BLD-5,136.66,4.4,43,1,School,79525,Off,False
2024-01-05 19:00:00,BLD-3,8.48,6.0,91,0,Warehouse,14407,Heating,False
2024-01-05 20:00:00,BLD-3,6.31,18.6,82,0,Warehouse,14407,Cooling,False
2024-01-05 21:00:00,BLD-3,6.85,4.8,28,1,Warehouse,14407,Off,False
2024-01-05 22:00:00,BLD-1,29.8,3.8,81,1,Data Center,69880,Auto,False
2024-01-05 23:00:00,BLD-2,57.03,6.5,32,1,Retail,87908,Cooling,False
2024-01-06 00:00:00,BLD-1,27.02,-0.5,41,0,Data Center,69880,Cooling,True
2024-01-06 01:00:00,BLD-2,41.49,10.5,85,0,Retail,87908,Off,True
2024-01-06 02:00:00,BLD-3,5.65,8.5,66,0,Warehouse,14407,Auto,True
2024-01-06 03:00:00,BLD-3,9.37,9.2,91,0,Warehouse,14407,Heating,True
2024-01-06 04:00:00,BLD-4,10.96,14.8,94,0,Office,18430,Heating,True
2024-01-06 05:00:00,BLD-4,6.0,10.6,62,0,Office,18430,Cooling,True
2024-01-06 06:00:00,BLD-3,10.96,20.4,78,0,Warehouse,14407,Heating,True
2024-01-06 07:00:00,BLD-2,64.86,5.9,55,0,Retail,87908,Off,True
2024-01-06 08:00:00,BLD-1,31.71,18.8,90,0,Data Center,69880,Off,True
2024-01-06 09:00:00,BLD-2,56.66,14.5,17,0,Retail,87908,Off,True
2024-01-06 10:00:00,BLD-1,26.95,11.4,16,0,Data Center,69880,Auto,True
2024-01-06 11:00:00,BLD-1,44.37,16.7,31,0,Data Center,69880,Heating,True
2024-01-06 12:00:00,BLD-3,8.73,10.6,88,0,Warehouse,14407,Off,True
2024-01-06 13:00:00,BLD-1,55.18,6.1,71,0,Data Center,69880,Heating,True
2024-01-06 14:00:00,BLD-4,7.25,17.2,16,0,Office,18430,Cooling,True
2024-01-06 15:00:00,BLD-4,12.16,12.0,51,0,Office,18430,Cooling,True
2024-01-06 16:00:00,BLD-3,5.22,10.0,80,0,Warehouse,14407,Cooling,True
2024-01-06 17:00:00,BLD-5,42.64,15.9,64,0,School,79525,Auto,True
2024-01-06 18:00:00,BLD-1,41.2,6.3,95,0,Data Center,69880,Off,True
2024-01-06 19:00:00,BLD-3,10.52,14.8,82,0,Warehouse,14407,Cooling,True
2024-01-06 20:00:00,BLD-4,7.7,6.2,89,0,Office,18430,Cooling,True
2024-01-06 21:00:00,BLD-2,86.57,3.4,63,0,Retail,87908,Auto,True
2024-01-06 22:00:00,BLD-1,52.74,6.8,31,0,Data Center,69880,Off,True
2024-01-06 23:00:00,BLD-2,62.47,4.9,17,0,Retail,87908,Off,True
2024-01-07 00:00:00,BLD-5,41.29,7.4,34,0,School,79525,Off,True
2024-01-07 01:00:00,BLD-3,4.92,4.4,21,0,Warehouse,14407,Heating,True
2024-01-07 02:00:00,BLD-2,32.88,8.8,31,0,Retail,87908,Cooling,True
2024-01-07 03:00:00,BLD-4,17.93,4.7,51,0,Office,18430,Heating,True
2024-01-07 04:00:00,BLD-4,10.24,-4.7,63,0,Office,18430,Auto,True
2024-01-07 05:00:00,BLD-4,10.27,6.1,77,0,Office,18430,Heating,True
2024-01-07 06:00:00,BLD-5,45.24,16.9,89,0,School,79525,Cooling,True
2024-01-07 07:00:00,BLD-3,9.56,6.8,21,0,Warehouse,14407,Auto,True
2024-01-07 08:00:00,BLD-4,12.66,15.3,40,0,Office,18430,Heating,True
2024-01-07 09:00:00,BLD-4,4.26,9.9,70,0,Office,18430,Heating,True
2024-01-07 10:00:00,BLD-3,8.14,9.8,93,0,Warehouse,14407,Off,True
2024-01-07 11:00:00,BLD-3,8.11,10.1,22,0,Warehouse,14407,Off,True
2024-01-07 12:00:00,BLD-3,10.11,15.2,88,0,Warehouse,14407,Cooling,True
2024-01-07 13:00:00,BLD-2,37.1,6.0,63,0,Retail,87908,Heating,True
2024-01-07 14:00:00,BLD-3,10.25,15.9,93,0,Warehouse,14407,Off,True
2024-01-07 15:00:00,BLD-5,56.7,7.6,50,0,School,79525,Auto,True
2024-01-07 16:00:00,BLD-2,42.56,7.1,72,0,Retail,87908,Cooling,True
2024-01-07 17:00:00,BLD-4,7.18,15.1,74,0,Office,18430,Cooling,True
2024-01-07 18:00:00,BLD-3,9.08,13.7,85,0,Warehouse,14407,Off,True
2024-01-07 19:00:00,BLD-1,29.98,12.5,50,0,Data Center,69880,Cooling,True
2024-01-07 20:00:00,BLD-1,39.74,4.8,23,0,Data Center,69880,Heating,True
2024-01-07 21:00:00,BLD-5,26.89,5.7,80,0,School,79525,Off,True
2024-01-07 22:00:00,BLD-4,9.0,12.2,29,0,Office,18430,Heating,True
2024-01-07 23:00:00,BLD-5,39.19,8.6,25,0,School,79525,Heating,True
2024-01-08 00:00:00,BLD-5,26.5,9.5,72,0,School,79525,Heating,False
2024-01-08 01:00:00,BLD-5,39.21,12.6,71,0,School,79525,Off,False
2024-01-08 02:00:00,BLD-4,11.44,7.6,54,0,Office,18430,Auto,False
2024-01-08 03:00:00,BLD-5,38.08,14.3,64,0,School,79525,Off,False
2024-01-08 04:00:00,BLD-5,59.3,15.5,91,0,School,79525,Cooling,False
2024-01-08 05:00:00,BLD-3,7.98,7.1,51,0,Warehouse,14407,Cooling,False
2024-01-08 06:00:00,BLD-5,52.14,8.5,18,1,School,79525,Off,False
2024-01-08 07:00:00,BLD-2,17.02,9.5,21,0,Retail,87908,Cooling,False
2024-01-08 08:00:00,BLD-1,123.86,12.1,47,1,Data Center,69880,Cooling,False
2024-01-08 09:00:00,BLD-1,202.12,7.0,46,0,Data Center,69880,Cooling,False
2024-01-08 10:00:00,BLD-2,154.69,4.3,25,1,Retail,87908,Cooling,False
2024-01-08 11:00:00,BLD-2,217.12,20.7,60,0,Retail,87908,Heating,False
2024-01-08 12:00:00,BLD-2,219.88,10.6,61,0,Retail,87908,Auto,False
2024-01-08 13:00:00,BLD-3,24.14,18.0,20,1,Warehouse,14407,Auto,False
2024-01-08 14:00:00,BLD-1,201.79,11.8,26,0,Data Center,69880,Cooling,False
2024-01-08 15:00:00,BLD-2,158.05,7.2,50,1,Retail,87908,Heating,False
2024-01-08 16:00:00,BLD-2,150.68,2.7,66,1,Retail,87908,Cooling,False
2024-01-08 17:00:00,BLD-3,25.55,4.4,37,0,Warehouse,14407,Auto,False
2024-01-08 18:00:00,BLD-4,50.8,13.5,51,0,Office,18430,Heating,False
2024-01-08 19:00:00,BLD-3,7.7,4.4,53,0,Warehouse,14407,Off,False
2024-01-08 20:00:00,BLD-3,5.94,3.1,70,0,Warehouse,14407,Auto,False
2024-01-08 21:00:00,BLD-3,8.8,15.0,63,0,Warehouse,14407,Auto,False
2024-01-08 22:00:00,BLD-5,28.82,10.1,64,0,School,79525,Auto,False
2024-01-08 23:00:00,BLD-3,9.61,2.7,94,0,Warehouse,14407,Heating,False
2024-01-09 00:00:00,BLD-3,3.87,9.0,28,1,Warehouse,14407,Heating,False
2024-01-09 01:00:00,BLD-5,18.91,10.4,19,1,School,79525,Auto,False
2024-01-09 02:00:00,BLD-2,38.74,6.8,42,1,Retail,87908,Off,False
2024-01-09 03:00:00,BLD-1,62.0,10.9,39,1,Data Center,69880,Heating,False
2024-01-09 04:00:00,BLD-5,33.66,14.0,33,0,School,79525,Off,False
2024-01-09 05:00:00,BLD-4,6.34,14.0,24,1,Office,18430,Off,False
2024-01-09 06:00:00,BLD-4,14.37,3.6,29,0,Office,18430,Auto,False
2024-01-09 07:00:00,BLD-2,30.14,2.5,22,1,Retail,87908,Auto,False
2024-01-09 08:00:00,BLD-1,113.74,16.9,63,1,Data Center,69880,Auto,False
2024-01-09 09:00:00,BLD-5,139.68,4.6,52,0,School,79525,Cooling,False
2024-01-09 10:00:00,BLD-1,127.74,11.0,65,1,Data Center,69880,Off,False
2024-01-09 11:00:00,BLD-3,27.32,9.6,33,1,Warehouse,14407,Auto,False
2024-01-09 12:00:00,BLD-5,142.28,13.4,32,1,School,79525,Auto,False
2024-01-09 13:00:00,BLD-3,27.2,9.6,20,0,Warehouse,14407,Cooling,False
2024-01-09 14:00:00,BLD-4,40.48,-1.5,16,0,Office,18430,Off,False
2024-01-09 15:00:00,BLD-5,185.49,11.9,93,0,School,79525,Auto,False
2024-01-09 16:00:00,BLD-1,170.21,10.1,58,0,Data Center,69880,Auto,False
2024-01-09 17:00:00,BLD-4,25.35,10.2,33,1,Office,18430,Off,False
2024-01-09 18:00:00,BLD-1,127.73,11.2,84,1,Data Center,69880,Auto,False
2024-01-09 19:00:00,BLD-2,61.28,6.0,86,1,Retail,87908,Heating,False
2024-01-09 20:00:00,BLD-2,59.75,5.0,68,0,Retail,87908,Off,False
2024-01-09 21:00:00,BLD-2,60.48,14.9,21,1,Retail,87908,Cooling,False
2024-01-09 22:00:00,BLD-1,46.81,4.4,26,0,Data Center,69880,Auto,False
2024-01-09 23:00:00,BLD-4,6.54,10.7,60,0,Office,18430,Off,False
2024-01-10 00:00:00,BLD-4,8.06,8.0,66,1,Office,18430,Heating,False
2024-01-10 01:00:00,BLD-4,8.67,2.2,21,1,Office,18430,Off,False
2024-01-10 02:00:00,BLD-4,8.47,5.1,45,0,Office,18430,Cooling,False
2024-01-10 03:00:00,BLD-2,45.98,6.1,21,0,Retail,87908,Heating,False
2024-01-10 04:00:00,BLD-5,31.11,14.1,47,0,School,79525,Auto,False
2024-01-10 05:00:00,BLD-2,34.17,11.4,47,0,Retail,87908,Cooling,False
2024-01-10 06:00:00,BLD-5,29.35,14.3,94,1,School,79525,Auto,False
2024-01-10 07:00:00,BLD-3,6.35,14.4,15,1,Warehouse,14407,Off,False
2024-01-10 08:00:00,BLD-4,39.46,7.6,48,0,Office,18430,Heating,False
2024-01-10 09:00:00,BLD-4,42.77,19.3,79,1,Office,18430,Off,False
2024-01-10 10:00:00,BLD-1,136.89,6.0,61,1,Data Center,69880,Cooling,False
2024-01-10 11:00:00,BLD-3,33.22,7.8,27,1,Warehouse,14407,Cooling,False
2024-01-10 12:00:00,BLD-5,231.27,10.3,40,1,School,79525,Auto,False
2024-01-10 13:00:00,BLD-5,203.27,9.2,58,0,School,79525,Heating,False
2024-01-10 14:00:00,BLD-1,152.96,2.9,81,1,Data Center,69880,Off,False
2024-01-10 15:00:00,BLD-5,162.09,11.6,61,0,School,79525,Auto,False
2024-01-10 16:00:00,BLD-4,26.38,7.9,95,1,Office,18430,Cooling,False
2024-01-10 17:00:00,BLD-4,33.85,7.0,79,0,Office,18430,Heating,False
2024-01-10 18:00:00,BLD-1,137.68,1.8,76,0,Data Center,69880,Auto,False
2024-01-10 19:00:00,BLD-5,29.14,14.3,71,0,School,79525,Off,False
2024-01-10 20:00:00,BLD-4,12.05,5.6,85,1,Office,18430,Cooling,False
2024-01-10 21:00:00,BLD-2,50.7,4.3,54,1,Retail,87908,Cooling,False
2024-01-10 22:00:00,BLD-2,23.68,8.4,85,0,Retail,87908,Heating,False
2024-01-10 23:00:00,BLD-1,27.17,11.6,33,0,Data Center,69880,Auto,False
2024-01-11 00:00:00,BLD-5,40.49,6.2,52,1,School,79525,Heating,False
2024-01-11 01:00:00,BLD-1,60.06,6.4,75,1,Data Center,69880,Cooling,False
2024-01-11 02:00:00,BLD-4,14.68,10.4,80,0,Office,18430,Off,False
2024-01-11 03:00:00,BLD-5,33.93,5.3,34,1,School,79525,Heating,False
2024-01-11 04:00:00,BLD-1,42.12,18.6,62,0,Data Center,69880,Auto,False
2024-01-11 05:00:00,BLD-3,10.63,16.0,55,1,Warehouse,14407,Heating,False
2024-01-11 06:00:00,BLD-1,21.93,5.1,66,0,Data Center,69880,Auto,False
2024-01-11 07:00:00,BLD-2,28.48,14.1,26,1,Retail,87908,Heating,False
2024-01-11 08:00:00,BLD-4,53.03,11.1,57,0,Office,18430,Auto,False
2024-01-11 09:00:00,BLD-4,33.86,11.3,84,1,Office,18430,Auto,False
2024-01-11 10:00:00,BLD-2,184.1,5.3,16,0,Retail,87908,Auto,False
2024-01-11 11:00:00,BLD-3,38.2,13.7,57,1,Warehouse,14407,Auto,False
2024-01-11 12:00:00,BLD-4,46.16,7.4,16,0,Office,18430,Heating,False
2024-01-11 13:00:00,BLD-3,39.06,14.3,62,0,Warehouse,14407,Heating,False
2024-01-11 14:00:00,BLD-4,37.6,13.9,41,1,Office,18430,Auto,False
2024-01-11 15:00:00,BLD-2,212.12,17.3,65,1,Retail,87908,Cooling,False
2024-01-11 16:00:00,BLD-4,37.11,13.5,64,0,Office,18430,Heating,False
2024-01-11 17:00:00,BLD-5,225.68,7.6,49,0,School,79525,Cooling,False
2024-01-11 18:00:00,BLD-5,176.21,17.4,37,1,School,79525,Off,False
2024-01-11 19:00:00,BLD-2,60.64,3.9,20,0,Retail,87908,Auto,False
2024-01-11 20:00:00,BLD-4,8.23,10.0,23,0,Office,18430,Auto,False
2024-01-11 21:00:00,BLD-4,7.81,16.0,85,0,Office,18430,Off,False
2024-01-11 22:00:00,BLD-5,64.92,15.5,74,1,School,79525,Heating,False
2024-01-11 23:00:00,BLD-3,6.22,11.3,37,0,Warehouse,14407,Off,False
2024-01-12 00:00:00,BLD-5,42.02,9.1,53,1,School,79525,Cooling,False
2024-01-12 01:00:00,BLD-5,51.5,8.5,79,0,School,79525,Cooling,False
2024-01-12 02:00:00,BLD-4,10.57,3.4,77,1,Office,18430,Cooling,False
2024-01-12 03:00:00,BLD-1,77.92,14.3,91,0,Data Center,69880,Auto,False
2024-01-12 04:00:00,BLD-3,10.72,2.9,62,1,Warehouse,14407,Cooling,False
2024-01-12 05:00:00,BLD-2,61.47,8.4,93,0,Retail,87908,Auto,False
2024-01-12 06:00:00,BLD-1,27.47,6.4,88,0,Data Center,69880,Cooling,False
2024-01-12 07:00:00,BLD-2,40.99,11.6,56,1,Retail,87908,Cooling,False
2024-01-12 08:00:00,BLD-3,23.25,25.5,38,0,Warehouse,14407,Off,False
2024-01-12 09:00:00,BLD-4,50.46,12.5,62,1,Office,18430,Off,False
2024-01-12 10:00:00,BLD-5,222.88,6.1,75,1,School,79525,Auto,False
2024-01-12 11:00:00,BLD-2,204.22,3.0,38,0,Retail,87908,Off,False
2024-01-12 12:00:00,BLD-2,224.17,6.3,36,1,Retail,87908,Off,False
2024-01-12 13:00:00,BLD-5,188.6,11.7,87,1,School,79525,Cooling,False
2024-01-12 14:00:00,BLD-2,251.37,5.0,67,1,Retail,87908,Cooling,False
2024-01-12 15:00:00,BLD-1,214.17,3.7,56,0,Data Center,69880,Cooling,False
2024-01-12 16:00:00,BLD-5,210.76,14.9,65,0,School,79525,Auto,False
2024-01-12 17:00:00,BLD-1,172.16,10.1,53,0,Data Center,69880,Heating,False
2024-01-12 18:00:00,BLD-2,222.88,1.6,65,1,Retail,87908,Off,False
2024-01-12 19:00:00,BLD-3,12.79,14.5,62,0,Warehouse,14407,Heating,False
2024-01-12 20:00:00,BLD-2,31.5,8.9,34,1,Retail,87908,Off,False
2024-01-12 21:00:00,BLD-2,59.1,0.6,49,0,Retail,87908,Cooling,False
2024-01-12 22:00:00,BLD-1,36.06,9.8,95,1,Data Center,69880,Auto,False
2024-01-12 23:00:00,BLD-2,44.09,8.9,46,0,Retail,87908,Auto,False
2024-01-13 00:00:00,BLD-4,8.53,14.4,63,0,Office,18430,Off,True
2024-01-13 01:00:00,BLD-4,4.3,7.7,55,0,Office,18430,Auto,True
2024-01-13 02:00:00,BLD-4,11.74,8.7,83,0,Office,18430,Off,True
2024-01-13 03:00:00,BLD-5,48.59,11.1,62,0,School,79525,Cooling,True
2024-01-13 04:00:00,BLD-5,20.83,8.4,91,0,School,79525,Off,True
2024-01-13 05:00:00,BLD-5,13.55,12.1,20,0,School,79525,Heating,True
2024-01-13 06:00:00,BLD-2,48.56,11.6,42,0,Retail,87908,Auto,True
2024-01-13 07:00:00,BLD-4,4.54,8.4,51,0,Office,18430,Auto,True
2024-01-13 08:00:00,BLD-3,10.39,17.4,37,0,Warehouse,14407,Off,True
2024-01-13 09:00:00,BLD-1,41.91,11.4,34,0,Data Center,69880,Auto,True
2024-01-13 10:00:00,BLD-3,4.22,12.5,65,0,Warehouse,14407,Heating,True
2024-01-13 11:00:00,BLD-3,5.5,3.0,41,0,Warehouse,14407,Off,True
2024-01-13 12:00:00,BLD-1,53.33,7.1,47,0,Data Center,69880,Cooling,True
2024-01-13 13:00:00,BLD-2,44.91,10.2,25,0,Retail,87908,Heating,True
2024-01-13 14:00:00,BLD-5,42.82,13.6,69,0,School,79525,Cooling,True
2024-01-13 15:00:00,BLD-3,9.69,9.2,25,0,Warehouse,14407,Off,True
2024-01-13 16:00:00,BLD-4,11.19,14.8,66,0,Office,18430,Cooling,True
2024-01-13 17:00:00,BLD-3,11.98,10.3,52,0,Warehouse,14407,Off,True
2024-01-13 18:00:00,BLD-4,6.13,5.3,27,0,Office,18430,Heating,True
2024-01-13 19:00:00,BLD-2,36.59,6.3,55,0,Retail,87908,Auto,True
2024-01-13 20:00:00,BLD-1,54.57,10.1,15,0,Data Center,69880,Off,True
2024-01-13 21:00:00,BLD-3,6.16,6.1,92,0,Warehouse,14407,Heating,True
2024-01-13 22:00:00,BLD-1,40.81,12.3,78,0,Data Center,69880,Auto,True
2024-01-13 23:00:00,BLD-4,13.64,5.7,19,0,Office,18430,Cooling,True
2024-01-14 00:00:00,BLD-2,62.3,12.7,57,0,Retail,87908,Heating,True
2024-01-14 01:00:00,BLD-3,11.29,11.2,15,0,Warehouse,14407,Cooling,True
2024-01-14 02:00:00,BLD-5,39.82,19.1,86,0,School,79525,Cooling,True
