user_id,movie_id,rating,timestamp,movie_title,genres,year,tag,imdb_id
USR-4157,MOV-0098,4,1635880421,Silent Phoenix,Sci-Fi,2001,inspiring,tt4079930
USR-920,MOV-0028,3.5,1628009312,Silver Dream,Sci-Fi|Fantasy,1993,boring,tt3515065
USR-1094,MOV-0035,1.5,1761101386,Eternal Ocean,Horror,2017,funny,tt5635130
USR-2229,MOV-0041,1.5,1676353484,Silver Journey,Horror,1976,masterpiece,tt1051182
USR-282,MOV-0031,3.5,1658399388,Crimson Bridge,Western|Animation,1987,inspiring,tt9188839
USR-4021,MOV-0066,4.5,1589244111,Crimson Flame,Crime|Drama|Fantasy,1979,dark,tt6103582
USR-378,MOV-0129,3,1607908644,Return of the Ocean,Sci-Fi,1977,heartwarming,tt8738660
USR-2892,MOV-0036,5,1666007770,Dark Odyssey,Adventure|Comedy|Action,1977,must-see,tt6642440
USR-553,MOV-0121,4.5,1598992438,Dark Dream,Sci-Fi,1971,must-see,tt7308342
USR-1727,MOV-0002,3.5,1721437810,Silver Shadow,Horror,1997,funny,tt5146704
USR-4863,MOV-0077,2.5,1660506682,Midnight Dream,Adventure,2002,inspiring,tt7565446
USR-2296,MOV-0084,1,1639133693,Iron Storm,Sci-Fi,2002,intense,tt3678392
USR-1059,MOV-0049,0.5,1758871735,The Bridge,Thriller|Mystery,1975,dark,tt8999326
USR-310,MOV-0168,2.5,1737925217,Last Journey,Mystery,2002,visually stunning,tt8820050
USR-2909,MOV-0096,2.5,1602405920,Iron Odyssey,Animation|Horror,2004,visually stunning,tt9681842
USR-3337,MOV-0148,3,1663519623,A Bridge,Animation|Thriller|Horror,1973,masterpiece,tt2846766
USR-1210,MOV-0223,2,1641221285,Midnight Bridge,Horror|Documentary|Thriller,1980,intense,tt4072195
USR-454,MOV-0080,2,1744405693,Golden Horizon,Fantasy,2002,rewatchable,tt8630821
USR-1840,MOV-0095,2,1620305311,Last Legend,Mystery|Adventure,2000,intense,tt3740889
USR-1139,MOV-0206,0.5,1756404650,Silver Bridge,Drama|Adventure,1996,must-see,tt4086311
USR-4457,MOV-0145,2,1763374969,Midnight Knight,Documentary|Western,1991,classic,tt2144299
USR-1388,MOV-0054,4,1671175713,A Storm,Adventure|Animation|Crime,1974,visually stunning,tt6982215
USR-3092,MOV-0186,4,1624823150,Lost Shadow,Action,2010,rewatchable,tt2830751
USR-4168,MOV-0180,4,1721320978,The Legend,Comedy|Sci-Fi|Thriller,2006,slow,tt9074827
USR-1240,MOV-0031,4.5,1749146266,Crimson Bridge,Western|Animation,1987,rewatchable,tt9188839
USR-1063,MOV-0211,4,1591667847,Return of the Phoenix,Fantasy,1984,intense,tt5140873
USR-1925,MOV-0158,4,1684893113,Eternal Shadow,Mystery|Comedy,2010,boring,tt4166921
USR-3258,MOV-0034,4,1701747904,Iron Tower,Fantasy|Mystery,2023,heartwarming,tt6579408
USR-4578,MOV-0087,4,1752955434,Eternal Knight,Musical,1986,funny,tt5654128
USR-561,MOV-0097,3.5,1647361432,Silver Storm,Documentary|Animation,2009,underrated,tt6728487
USR-1696,MOV-0145,4,1623322401,Midnight Knight,Documentary|Western,1991,thought-provoking,tt2144299
USR-4794,MOV-0067,2.5,1687447218,Silent Knight,Action|Drama,1970,intense,tt4967203
USR-94,MOV-0103,2,1752827979,The Frontier,Action|Romance,2018,masterpiece,tt5402517
USR-2557,MOV-0207,4,1637001688,Golden Dream,Comedy|Documentary|Western,2006,heartwarming,tt5119152
USR-4677,MOV-0197,5,1701026429,Lost Ocean,Thriller|Adventure|Musical,2004,underrated,tt8460743
USR-3629,MOV-0215,4.5,1679926441,A Legend,Adventure|Comedy|Western,1978,thought-provoking,tt7140040
USR-1386,MOV-0096,1.5,1757228166,Iron Odyssey,Animation|Horror,2004,funny,tt9681842
USR-2302,MOV-0118,3.5,1674081808,Secret Frontier,Action,1975,intense,tt8463619
USR-4430,MOV-0116,2,1578227875,Midnight Journey,Musical,2004,boring,tt7126377
USR-245,MOV-0036,3,1597742618,Dark Odyssey,Adventure|Comedy|Action,1977,classic,tt6642440
USR-1858,MOV-0202,2,1586089037,Silent Horizon,Fantasy|Western,2006,overrated,tt1820221
USR-3352,MOV-0120,3.5,1706239906,Return of the Frontier,Crime|Horror|Romance,1991,masterpiece,tt1668750
USR-3041,MOV-0042,3,1658335877,Secret Phoenix,Horror,1977,dark,tt8579865
USR-368,MOV-0152,1,1748945194,The Flame,Animation,1976,thought-provoking,tt1668520
USR-1312,MOV-0069,3.5,1598900253,Return of the Journey,Drama|Western|Romance,1981,slow,tt4207599
USR-3220,MOV-0193,1.5,1735063507,Silent Storm,Thriller|Horror|Crime,2020,rewatchable,tt8671382
USR-3473,MOV-0181,0.5,1594855645,The Journey,Western,2012,masterpiece,tt8056770
USR-4418,MOV-0206,4.5,1727500441,Silver Bridge,Drama|Adventure,1996,heartwarming,tt4086311
USR-4933,MOV-0170,3,1703807739,Lost Odyssey,Documentary,1981,heartwarming,tt6256566
USR-854,MOV-0115,4.5,1587534230,Rise of Knight,Thriller|Crime,2018,thought-provoking,tt3620090
USR-3104,MOV-0097,5,1761604858,Silver Storm,Documentary|Animation,2009,funny,tt6728487
USR-2578,MOV-0101,3,1751748493,Iron Journey,Horror|Sci-Fi|Animation,1984,intense,tt3461720
USR-3545,MOV-0024,3,1654438798,Golden Phoenix,Drama|Horror,1989,overrated,tt7252317
USR-4367,MOV-0198,4.5,1624266016,Iron Shadow,Mystery,1978,classic,tt6789820
USR-66,MOV-0189,3,1626599934,The Storm,Documentary,1995,overrated,tt5195447
USR-2434,MOV-0176,3,1580284273,Iron Bridge,Action|Fantasy|Thriller,1977,underrated,tt3518083
USR-2709,MOV-0118,0.5,1671331462,Secret Frontier,Action,1975,overrated,tt8463619
USR-226,MOV-0078,1.5,1675693243,Secret Flame,Crime|Fantasy|Adventure,2021,dark,tt5476949
USR-1336,MOV-0158,2.5,1671607366,Eternal Shadow,Mystery|Comedy,2010,boring,tt4166921
USR-1351,MOV-0182,2,1627100531,Lost Knight,Animation|Mystery,1985,underrated,tt7210396
USR-1324,MOV-0170,4,1748286239,Lost Odyssey,Documentary,1981,boring,tt6256566
USR-2097,MOV-0114,3,1582987312,Dark Frontier,Crime|Adventure|Horror,2022,intense,tt7395511
USR-3335,MOV-0220,4.5,1721491457,Midnight Shadow,Thriller,1981,must-see,tt7765866
USR-565,MOV-0113,3,1745466302,Golden Ocean,Comedy,1976,classic,tt2574794
USR-847,MOV-0023,2,1611654975,Lost Kingdom,Documentary|Horror,2001,overrated,tt7023453
USR-95,MOV-0205,3.5,1722834279,Silent Tower,Thriller|Western|Documentary,1998,must-see,tt4515124
USR-4330,MOV-0062,3.5,1597148145,A Journey,Animation|Documentary|Horror,1983,overrated,tt4399941
USR-1418,MOV-0129,0.5,1708113852,Return of the Ocean,Sci-Fi,1977,funny,tt8738660
USR-290,MOV-0177,4.5,1623293539,Return of the Flame,Mystery|Action,1998,rewatchable,tt2522649
USR-4579,MOV-0006,4.5,1665775561,Midnight Ocean,Fantasy,2011,thought-provoking,tt7736079
USR-3744,MOV-0089,5,1669828368,Midnight Phoenix,Thriller|Animation,2020,boring,tt1737894
USR-2149,MOV-0032,4,1583525456,Iron Dream,Crime|Drama,1989,thought-provoking,tt3803875
USR-4653,MOV-0197,4,1689404835,Lost Ocean,Thriller|Adventure|Musical,2004,rewatchable,tt8460743
USR-3359,MOV-0185,4,1710798770,Rise of Flame,Comedy|Crime|Adventure,2000,visually stunning,tt9966926
USR-489,MOV-0177,1,1746604913,Return of the Flame,Mystery|Action,1998,thought-provoking,tt2522649
USR-1081,MOV-0062,3,1632226642,A Journey,Animation|Documentary|Horror,1983,classic,tt4399941
USR-4189,MOV-0216,5,1591346026,Return of the Knight,Documentary,1978,underrated,tt1178022
USR-3457,MOV-0131,0.5,1681984289,Crimson Ocean,Crime|Animation|Comedy,2019,masterpiece,tt7035237
USR-4432,MOV-0027,3.5,1688597585,Eternal Kingdom,Comedy|Thriller|Animation,1981,underrated,tt9678538
USR-3985,MOV-0137,3.5,1646758629,Secret Journey,Horror,2025,visually stunning,tt7280830
USR-2035,MOV-0186,3.5,1717176823,Lost Shadow,Action,2010,heartwarming,tt2830751
USR-4731,MOV-0156,1.5,1611287135,Return of the Shadow,Action,2016,boring,tt6228222
USR-2141,MOV-0198,4.5,1688674436,Iron Shadow,Mystery,1978,underrated,tt6789820
USR-4282,MOV-0151,4,1628331877,Secret Legend,Mystery,1978,visually stunning,tt5697449
USR-1071,MOV-0186,2,1750257960,Lost Shadow,Action,2010,must-see,tt2830751
USR-3498,MOV-0026,4.5,1681273290,Return of the Kingdom,Western|Comedy|Documentary,2002,dark,tt5081993
USR-1955,MOV-0182,1,1757184913,Lost Knight,Animation|Mystery,1985,must-see,tt7210396
USR-4270,MOV-0003,1.5,1664148959,Secret Shadow,Horror|Comedy|Mystery,1984,rewatchable,tt5329012
USR-178,MOV-0201,0.5,1617544727,Last Flame,Adventure,2025,overrated,tt3771554
USR-2516,MOV-0009,2.5,1616149815,Golden Tower,Horror|Action,1988,underrated,tt5712473
USR-3221,MOV-0165,5,1687570966,Golden Frontier,Musical|Sci-Fi,2014,slow,tt1617311
USR-1944,MOV-0082,3,1620273871,Secret Ocean,Comedy|Western|Sci-Fi,2012,overrated,tt1709040
USR-334,MOV-0187,1,1742326798,Crimson Odyssey,Thriller,2023,boring,tt9736100
USR-4567,MOV-0130,5,1654738820,Iron Horizon,Musical|Thriller|Crime,2024,must-see,tt9810856
USR-2236,MOV-0212,2.5,1762928697,Dark Tower,Animation,1994,funny,tt4751375
USR-2893,MOV-0071,2,1581970684,Midnight Odyssey,Adventure|Thriller,1974,funny,tt3807761
USR-397,MOV-0224,0.5,1691603200,Midnight Storm,Western|Musical,2010,rewatchable,tt2594933
USR-1408,MOV-0195,5,1638969963,Rise of Phoenix,Animation|Mystery|Adventure,2009,boring,tt2957038
USR-939,MOV-0087,1,1645737395,Eternal Knight,Musical,1986,funny,tt5654128
USR-1331,MOV-0212,2.5,1692867462,Dark Tower,Animation,1994,must-see,tt4751375
USR-3920,MOV-0076,5,1646832846,Iron Kingdom,Documentary|Animation|Sci-Fi,2005,underrated,tt1408154
USR-2669,MOV-0130,3.5,1752814068,Iron Horizon,Musical|Thriller|Crime,2024,classic,tt9810856
USR-1202,MOV-0048,1.5,1670329102,Dark Shadow,Comedy,1996,thought-provoking,tt5312530
USR-845,MOV-0221,4,1751043256,Dark Kingdom,Western|Romance|Crime,1974,visually stunning,tt3885711
USR-4585,MOV-0175,2,1661806159,Silver Odyssey,Western|Sci-Fi,2005,heartwarming,tt1305130
USR-3413,MOV-0044,4,1699598167,Last Shadow,Musical,1979,must-see,tt8790623
USR-1229,MOV-0069,5,1611025852,Return of the Journey,Drama|Western|Romance,1981,classic,tt4207599
USR-903,MOV-0176,3.5,1639596370,Iron Bridge,Action|Fantasy|Thriller,1977,rewatchable,tt3518083
USR-1682,MOV-0019,3,1741525566,Dark Ocean,Thriller,1975,slow,tt3289437
USR-248,MOV-0120,1,1762711530,Return of the Frontier,Crime|Horror|Romance,1991,must-see,tt1668750
USR-1087,MOV-0036,4.5,1604416331,Dark Odyssey,Adventure|Comedy|Action,1977,heartwarming,tt6642440
USR-3132,MOV-0067,2,1588795344,Silent Knight,Action|Drama,1970,must-see,tt4967203
USR-4636,MOV-0012,4,1641242541,Eternal Frontier,Documentary,1985,thought-provoking,tt9261480
USR-383,MOV-0191,3.5,1653528526,A Horizon,Adventure|Sci-Fi|Animation,1970,inspiring,tt6824285
USR-596,MOV-0172,5,1618652406,The Ocean,Animation|Action,2016,classic,tt7129031
USR-659,MOV-0017,4.5,1750540061,Silent Shadow,Crime,1976,overrated,tt2669932
USR-3993,MOV-0133,1.5,1659807110,Lost Bridge,Mystery|Comedy|Thriller,1972,visually stunning,tt1476925
USR-4322,MOV-0156,4.5,1708813631,Return of the Shadow,Action,2016,inspiring,tt6228222
USR-4905,MOV-0035,4,1585156935,Eternal Ocean,Horror,2017,slow,tt5635130
USR-2302,MOV-0065,1,1676288570,A Ocean,Romance|Action|Horror,1989,inspiring,tt9114369
USR-536,MOV-0164,2.5,1691818997,A Odyssey,Romance|Drama,2005,heartwarming,tt5458477
USR-821,MOV-0187,5,1679301265,Crimson Odyssey,Thriller,2023,thought-provoking,tt9736100
USR-1983,MOV-0205,2,1754555594,Silent Tower,Thriller|Western|Documentary,1998,dark,tt4515124
USR-138,MOV-0189,3,1584710365,The Storm,Documentary,1995,overrated,tt5195447
USR-2978,MOV-0050,1.5,1627859714,The Horizon,Musical,2015,heartwarming,tt3304687
USR-2224,MOV-0007,1,1746682989,Iron Knight,Fantasy|Comedy|Drama,1999,funny,tt9890973
USR-4343,MOV-0095,3.5,1673361984,Last Legend,Mystery|Adventure,2000,inspiring,tt3740889
USR-3087,MOV-0078,1,1675302678,Secret Flame,Crime|Fantasy|Adventure,2021,intense,tt5476949
USR-1258,MOV-0149,5,1623892006,Lost Journey,Musical,2023,thought-provoking,tt7364202
USR-2434,MOV-0035,2,1584672048,Eternal Ocean,Horror,2017,slow,tt5635130
USR-1161,MOV-0123,3.5,1626684128,Iron Legend,Sci-Fi|Drama,2023,inspiring,tt3422111
USR-1477,MOV-0190,5,1608444043,Last Frontier,Animation,1985,classic,tt8251510
USR-1704,MOV-0095,0.5,1742818337,Last Legend,Mystery|Adventure,2000,inspiring,tt3740889
USR-2817,MOV-0016,0.5,1754104562,Rise of Journey,Comedy|Musical,2015,inspiring,tt9560705
USR-1783,MOV-0139,4.5,1602100378,Golden Shadow,Thriller,2025,masterpiece,tt1507629
USR-4567,MOV-0074,1,1764859606,Silver Horizon,Horror,2009,masterpiece,tt5654756
USR-715,MOV-0130,3,1715078973,Iron Horizon,Musical|Thriller|Crime,2024,dark,tt9810856
USR-493,MOV-0127,4.5,1763907954,Lost Frontier,Musical,2024,overrated,tt9867051
USR-424,MOV-0069,0.5,1649027418,Return of the Journey,Drama|Western|Romance,1981,slow,tt4207599
USR-4707,MOV-0169,4,1631816749,Midnight Frontier,Sci-Fi|Romance,2009,slow,tt5282834
USR-4028,MOV-0180,4.5,1604382259,The Legend,Comedy|Sci-Fi|Thriller,2006,classic,tt9074827
USR-1732,MOV-0042,2.5,1726173543,Secret Phoenix,Horror,1977,classic,tt8579865
USR-2563,MOV-0189,3,1630357536,The Storm,Documentary,1995,inspiring,tt5195447
USR-2763,MOV-0024,1.5,1621021140,Golden Phoenix,Drama|Horror,1989,intense,tt7252317
USR-3445,MOV-0096,2,1628951350,Iron Odyssey,Animation|Horror,2004,boring,tt9681842
USR-1154,MOV-0043,3,1748821161,Golden Knight,Sci-Fi|Adventure,1978,boring,tt9136653
USR-950,MOV-0188,3.5,1668364483,A Dream,Mystery|Comedy,1992,thought-provoking,tt4161708
USR-4174,MOV-0080,3.5,1732973929,Golden Horizon,Fantasy,2002,funny,tt8630821
USR-4578,MOV-0106,2,1651438505,Last Tower,Action|Drama|Fantasy,2000,funny,tt8337684
USR-3376,MOV-0121,0.5,1723818621,Dark Dream,Sci-Fi,1971,classic,tt7308342
USR-1905,MOV-0157,1.5,1762590220,Crimson Shadow,Drama,2021,masterpiece,tt8986673
USR-2983,MOV-0188,3,1738562862,A Dream,Mystery|Comedy,1992,rewatchable,tt4161708
USR-1124,MOV-0102,1,1731705091,Silver Phoenix,Action|Romance,1995,slow,tt4631376
USR-1816,MOV-0031,2.5,1629530630,Crimson Bridge,Western|Animation,1987,boring,tt9188839
USR-2784,MOV-0105,1.5,1685742306,Eternal Tower,Drama|Sci-Fi,1986,classic,tt1566039
USR-637,MOV-0137,4,1649218330,Secret Journey,Horror,2025,intense,tt7280830
USR-3297,MOV-0088,2,1754378315,A Phoenix,Horror|Comedy,2019,inspiring,tt7520715
USR-2580,MOV-0040,0.5,1689805146,A Knight,Comedy|Horror|Western,2004,heartwarming,tt1304440
USR-3110,MOV-0043,4.5,1765218873,Golden Knight,Sci-Fi|Adventure,1978,masterpiece,tt9136653
USR-3708,MOV-0196,4,1671105976,Secret Storm,Fantasy|Horror,1987,masterpiece,tt1123983
USR-1830,MOV-0198,1.5,1578044290,Iron Shadow,Mystery,1978,masterpiece,tt6789820
USR-4801,MOV-0181,3,1731593128,The Journey,Western,2012,inspiring,tt8056770
USR-2699,MOV-0213,1,1744600923,The Kingdom,Documentary,1977,boring,tt7634209
USR-232,MOV-0141,1,1681738272,Silver Legend,Crime|Musical|Sci-Fi,2007,underrated,tt8482998
USR-1099,MOV-0168,2.5,1734610600,Last Journey,Mystery,2002,visually stunning,tt8820050
USR-591,MOV-0187,2.5,1651341456,Crimson Odyssey,Thriller,2023,intense,tt9736100
USR-1072,MOV-0166,0.5,1601468459,Dark Phoenix,Romance|Animation|Action,1994,dark,tt2066254
USR-2418,MOV-0206,1,1628150742,Silver Bridge,Drama|Adventure,1996,slow,tt4086311
USR-651,MOV-0101,4.5,1695172821,Iron Journey,Horror|Sci-Fi|Animation,1984,dark,tt3461720
USR-984,MOV-0083,0.5,1653578097,Crimson Knight,Horror,2018,funny,tt1337497
USR-3298,MOV-0161,1.5,1600652897,Midnight Flame,Adventure|Animation|Fantasy,1978,rewatchable,tt9440121
USR-3893,MOV-0186,1,1757577600,Lost Shadow,Action,2010,inspiring,tt2830751
USR-1946,MOV-0125,5,1596215744,Iron Ocean,Comedy|Romance,1970,funny,tt4509052
USR-61,MOV-0117,2.5,1698441585,Crimson Legend,Fantasy|Comedy|Crime,1978,dark,tt1738866
USR-4026,MOV-0067,3.5,1628306779,Silent Knight,Action|Drama,1970,inspiring,tt4967203
USR-1757,MOV-0129,0.5,1632869952,Return of the Ocean,Sci-Fi,1977,dark,tt8738660
USR-3516,MOV-0164,3.5,1693559922,A Odyssey,Romance|Drama,2005,inspiring,tt5458477
USR-4616,MOV-0126,0.5,1578033622,Midnight Horizon,Animation,1984,visually stunning,tt4967808
USR-3006,MOV-0129,3.5,1612719176,Return of the Ocean,Sci-Fi,1977,thought-provoking,tt8738660
USR-4371,MOV-0023,3,1650468960,Lost Kingdom,Documentary|Horror,2001,dark,tt7023453
USR-4752,MOV-0132,2.5,1688122758,Golden Bridge,Animation,2022,rewatchable,tt5316332
USR-498,MOV-0169,1.5,1612693219,Midnight Frontier,Sci-Fi|Romance,2009,boring,tt5282834
USR-1714,MOV-0211,0.5,1690615915,Return of the Phoenix,Fantasy,1984,rewatchable,tt5140873
USR-1735,MOV-0080,2,1717028422,Golden Horizon,Fantasy,2002,thought-provoking,tt8630821
USR-4350,MOV-0198,3.5,1702571874,Iron Shadow,Mystery,1978,boring,tt6789820
USR-83,MOV-0175,1,1629201117,Silver Odyssey,Western|Sci-Fi,2005,boring,tt1305130
USR-4432,MOV-0080,2.5,1643393531,Golden Horizon,Fantasy,2002,thought-provoking,tt8630821
USR-1371,MOV-0223,3.5,1722314081,Midnight Bridge,Horror|Documentary|Thriller,1980,must-see,tt4072195
USR-4529,MOV-0029,4,1660223884,Silent Bridge,Comedy|Sci-Fi|Thriller,2022,underrated,tt7335042
USR-2375,MOV-0157,2.5,1752364524,Crimson Shadow,Drama,2021,overrated,tt8986673
USR-4504,MOV-0224,1.5,1599136029,Midnight Storm,Western|Musical,2010,thought-provoking,tt2594933
USR-3431,MOV-0127,2.5,1688380744,Lost Frontier,Musical,2024,overrated,tt9867051
USR-2601,MOV-0109,2.5,1597229786,Dark Legend,Romance|Sci-Fi|Thriller,2012,visually stunning,tt5934422
USR-3473,MOV-0010,1.5,1644026021,A Flame,Drama|Crime|Documentary,2017,boring,tt4843861
USR-3611,MOV-0183,4,1672710039,Golden Kingdom,Western|Horror,1986,intense,tt6233842
USR-993,MOV-0132,2,1658984851,Golden Bridge,Animation,2022,slow,tt5316332
USR-2214,MOV-0070,5,1638848653,Secret Bridge,Fantasy|Documentary|Action,1992,visually stunning,tt2478898
USR-4212,MOV-0187,4.5,1678976948,Crimson Odyssey,Thriller,2023,underrated,tt9736100
USR-1402,MOV-0185,3,1665692184,Rise of Flame,Comedy|Crime|Adventure,2000,dark,tt9966926
USR-4243,MOV-0001,1.5,1732464463,Secret Dream,Western|Romance,1992,funny,tt8722873
USR-4839,MOV-0016,1,1683854278,Rise of Journey,Comedy|Musical,2015,heartwarming,tt9560705
USR-3512,MOV-0006,2.5,1640315561,Midnight Ocean,Fantasy,2011,rewatchable,tt7736079
USR-2670,MOV-0171,3.5,1628900795,Silent Kingdom,Action|Documentary|Comedy,2002,masterpiece,tt5831815
USR-2023,MOV-0139,1.5,1656242187,Golden Shadow,Thriller,2025,slow,tt1507629
USR-1405,MOV-0111,1,1636837180,Last Knight,Action,1974,overrated,tt2389261
USR-4969,MOV-0066,1,1709987818,Crimson Flame,Crime|Drama|Fantasy,1979,dark,tt6103582
USR-3920,MOV-0147,5,1666990188,Return of the Bridge,Action,1977,must-see,tt3943507
USR-1709,MOV-0072,5,1614855163,Silent Ocean,Animation,1991,intense,tt3629208
USR-2024,MOV-0221,0.5,1653681337,Dark Kingdom,Western|Romance|Crime,1974,intense,tt3885711
USR-3990,MOV-0003,2,1616036872,Secret Shadow,Horror|Comedy|Mystery,1984,boring,tt5329012
USR-4477,MOV-0204,0.5,1716978879,Silver Ocean,Thriller|Adventure|Crime,1972,slow,tt4067090
USR-811,MOV-0165,2.5,1704662102,Golden Frontier,Musical|Sci-Fi,2014,rewatchable,tt1617311
USR-157,MOV-0007,1.5,1710187367,Iron Knight,Fantasy|Comedy|Drama,1999,slow,tt9890973
USR-2438,MOV-0118,5,1711401935,Secret Frontier,Action,1975,slow,tt8463619
USR-4547,MOV-0083,2.5,1739388280,Crimson Knight,Horror,2018,slow,tt1337497
USR-1976,MOV-0109,4,1684339563,Dark Legend,Romance|Sci-Fi|Thriller,2012,inspiring,tt5934422
USR-2401,MOV-0165,4.5,1747503372,Golden Frontier,Musical|Sci-Fi,2014,thought-provoking,tt1617311
USR-4789,MOV-0158,5,1625585474,Eternal Shadow,Mystery|Comedy,2010,slow,tt4166921
USR-3982,MOV-0211,4.5,1682964515,Return of the Phoenix,Fantasy,1984,boring,tt5140873
