Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
4605.291448413298,1.105194,1.452049,0.807884,-1.968839,1.368888,0.083232,-0.619106,-0.269762,-1.068335,-0.275012,-1.550538,0.391632,0.614926,1.632509,-1.398618,-1.730131,-1.553351,-0.43263,-0.667334,-0.80565,1.112016,0.335586,-0.302464,0.568932,-1.39015,-0.766318,-0.983469,-0.118131,0.8,0
111517.44074247275,0.395483,1.274555,0.230208,-0.611984,0.426995,0.067469,-0.675752,-1.105868,0.888687,1.07967,-0.432101,-0.688496,1.065628,0.027981,0.030359,-1.620474,-0.177266,0.254367,-0.695639,-0.391733,-0.17702,-0.814591,0.719463,1.19617,-0.475107,-2.406338,-0.620502,0.13961,12.68,0
96937.71277466523,-0.861047,1.042438,-0.76337,0.705899,0.261134,1.197469,1.438545,0.502399,-1.162068,0.700552,-1.506628,-0.277312,1.298067,0.322111,-1.325372,0.322539,1.146245,-0.069904,1.499494,0.303615,0.461594,1.072099,-0.857439,-0.084593,0.836723,-1.633642,1.015691,0.688418,6.35,0
49078.529082660905,-1.710435,-0.752705,0.029152,-1.765755,0.033375,-0.927429,-1.013382,4.993276,1.345039,1.002712,-1.618,-1.456021,0.612207,-2.595362,-1.008379,-0.983655,-0.528141,1.075894,1.463212,0.592511,-1.319247,-1.176494,1.160334,0.706247,1.080365,-1.138274,-0.500886,1.199795,5.25,0
32107.165304616323,1.900367,-1.070281,0.295417,1.147222,-0.134496,-1.330764,1.77551,0.363602,1.195331,1.834622,-1.683874,0.063569,0.163441,0.315408,0.234539,1.535284,-1.107845,0.457281,-2.31048,-0.730714,1.329644,0.0967,-1.454359,-1.423113,0.082748,1.201831,-1.399174,1.221445,0.38,0
24323.574650073086,-0.615314,1.08597,-2.498046,1.068411,1.148277,0.637647,-0.588955,-0.16692,-2.221832,-0.134183,-0.530465,0.892588,1.553758,0.730787,-0.037225,0.381593,-0.297898,0.938129,-0.158235,1.197576,-0.331872,-0.119466,-0.788124,1.657185,0.906186,1.066568,1.076708,-0.318936,15.2,0
64338.2564004898,-0.597019,1.248386,2.370759,0.717116,-0.444558,0.521437,0.057036,-0.178327,-0.56758,-0.966707,-0.408021,-1.332419,0.794207,1.071459,-0.370807,1.035481,0.946185,1.38893,0.180769,0.225866,-1.92033,0.547411,-1.027297,-1.071291,1.143576,1.025774,1.126288,1.259425,177.64,0
10536.801471678295,0.458908,1.922947,-0.752232,-0.073668,-0.609498,-0.7653,0.836859,-0.930334,-0.444049,-0.11598,2.721543,-1.744021,-0.010616,-1.686678,0.332048,-0.337896,0.350242,0.371564,0.117045,-0.218257,0.321546,0.319269,2.929194,0.86615,1.339507,-1.526219,0.59591,-0.368146,16.45,0
142939.49226617697,-0.021201,-0.536042,-0.571569,-0.96184,-0.723618,0.171319,-0.789384,-0.99173,0.339996,0.771444,0.755134,0.394773,1.319782,-2.138246,0.618143,0.385257,1.14605,-1.372934,0.988281,-0.072958,1.563356,1.040718,1.564007,-0.512661,1.241557,-1.214083,1.892068,-0.391681,1.14,0
161151.823406675,-1.391993,0.861446,-0.499443,-0.258607,-1.754392,-2.101225,0.871996,-0.357639,0.739768,1.037693,-0.619264,-0.645992,-0.285011,0.772449,-0.839692,-1.325808,0.015209,1.385657,1.980713,0.357207,-1.804585,-0.221121,0.360274,-0.994968,0.998956,-1.011237,0.161161,0.933017,8.95,0
57938.66781459654,-1.129931,0.079812,1.156511,-0.892303,0.484116,-0.131602,0.531863,-1.269687,-0.412557,0.290197,-1.746698,-0.24047,1.879532,-1.907136,-1.184674,-0.135136,-0.556889,2.722557,1.182922,-1.418754,-1.561748,-0.187484,0.049901,1.394051,-1.324315,0.733261,0.383793,0.478767,11.92,0
144855.6316453613,0.251523,-0.1494,0.042633,1.932424,-0.983396,0.187051,0.169968,0.514112,-0.25885,0.240571,1.275144,-0.885471,-0.878918,-0.909758,-0.758909,-0.820496,0.082619,-1.397537,1.493646,0.747111,-0.20191,1.474776,-0.90338,-0.071598,1.226479,0.496702,-0.310951,0.103254,185.54,0
171625.70355578192,-0.402788,-0.878875,-0.462073,2.612503,4.917496,-1.677113,0.158567,-2.726478,3.602987,-0.098966,-0.475733,0.915832,5.058635,-0.246743,2.524581,-0.436769,-4.40851,2.509196,1.605887,4.082866,-0.677478,-1.657764,-0.151312,-2.84914,0.893454,3.727721,-4.53233,-1.319363,902.82,1
93752.66892979178,0.74745,0.081113,2.610348,-1.527047,0.115428,-0.280079,1.204565,1.570038,-0.489339,0.962486,0.175213,0.316314,0.200082,0.355979,-0.879402,0.36714,-0.236993,0.347035,0.651889,1.093897,1.390006,-0.059326,-0.684734,-0.207313,1.419168,0.064608,-0.830423,0.130338,58.86,0
166781.34529022707,0.225722,0.809895,0.642936,-1.872795,-0.392557,-0.267405,0.620315,0.122768,0.925394,1.174886,-0.986426,-1.48592,-0.915484,-0.773862,0.404004,0.696174,1.385966,-0.329701,-1.078573,0.498362,-1.360493,0.066536,1.048441,-0.525809,-1.428245,1.775369,0.690731,-0.494534,82.33,0
7844.567608301112,-1.465166,1.226629,-0.194293,1.552917,0.937473,1.403972,1.129823,0.818571,0.480823,0.421374,0.645507,0.290292,0.401655,1.050163,0.392517,-0.268227,0.17661,-1.077584,0.800965,0.333875,0.593641,-0.503006,0.043662,-2.222434,-0.605293,-0.941243,-0.275863,-0.411296,101.47,0
101462.03498619582,0.863781,0.169386,-0.31753,0.831934,-0.36044,-0.119072,-0.870292,-0.194238,-1.706637,1.410858,-1.034989,0.177207,-1.266173,-1.193076,0.223339,-0.34008,-1.697156,0.306293,1.221032,-1.15142,-0.758113,0.721421,0.146775,-0.775412,0.59751,-0.278515,0.55444,1.827528,12.87,0
82711.47638962911,0.942946,-0.875744,-2.561715,0.34591,0.973307,-1.135994,-2.027816,1.752894,-0.317508,1.334752,-0.237786,0.224444,-0.119136,-1.509816,-1.583457,-1.961851,2.440726,0.107015,0.266615,-1.284023,-1.538463,-1.086623,0.173847,-1.241002,0.134105,0.056733,-0.66476,0.619073,2.91,0
67265.61958275424,0.40105,-0.872805,0.009713,0.718056,1.388232,-2.410977,-0.035343,1.499642,-0.644031,-0.810748,0.737623,-1.860909,-0.38573,-1.512134,0.167172,-0.677792,0.447395,-0.689779,0.830652,0.186766,1.503608,1.174917,0.449565,1.56589,-1.842084,0.678857,0.925917,1.336107,445.96,0
2598.1963199361685,0.380776,1.679589,0.409513,0.359532,0.067319,-0.906046,-1.082107,-0.480784,0.906228,2.244443,-0.803773,-2.505475,-0.527946,2.673798,1.960207,-0.771376,-0.554142,0.142365,0.692776,0.397861,1.347704,0.719242,1.790115,0.299252,1.177155,-0.35378,-0.05433,0.256466,40.76,0
53757.04584620669,0.174108,-0.129726,-0.93603,0.222252,-1.066233,-1.109283,-0.789281,-1.866275,-0.131111,-0.119591,-1.197177,0.631125,-0.978043,-0.495096,-1.169153,0.265236,-0.639228,0.585775,0.53458,0.160044,0.425399,1.070578,0.493026,-0.179493,0.134299,0.356852,-0.816278,-0.739834,9.59,0
81012.06052275898,1.960646,0.687234,-0.160426,1.714681,-1.460219,0.485578,-0.609401,-0.064492,-0.55723,1.941899,-1.186909,0.900488,0.118718,0.295371,0.037786,-0.552523,-0.156755,0.369391,-0.996633,-1.544555,1.247131,-1.403682,-2.399482,1.837085,0.585427,1.95243,-1.192522,0.549577,66.79,0
47428.41208624029,0.537756,0.37234,-0.544598,0.211859,0.25974,0.455987,0.386644,0.336301,-1.481401,-0.569734,0.697268,-0.159186,-0.814127,-0.155597,-1.563365,0.819747,1.147696,-0.713704,0.293161,-0.850658,-0.738862,1.562791,-0.017516,-0.266257,-1.622205,1.129457,-1.481262,-1.163586,18.09,0
77491.27969209141,0.786078,0.891303,0.300713,0.939852,0.15518,-0.721779,-1.488041,-0.536086,0.502891,-0.696159,-3.095501,0.548499,0.590769,-0.035019,-1.498038,0.156526,-1.103967,-0.864999,-0.18548,-1.181741,-0.838662,-0.673354,1.004469,1.229193,-0.093047,-0.205549,0.116554,0.666852,58.51,0
93587.95199776276,-1.760984,-0.12161,0.583591,0.924573,0.1565,-1.170103,-0.754714,-0.085962,1.350459,-0.750619,-1.226352,0.75508,-0.642557,0.610662,1.2185,-1.59689,0.746991,-0.846585,-1.192239,0.231894,-0.119956,-1.631092,0.446845,0.281124,0.213728,-0.007817,0.08941,0.777477,29.24,0
38049.98138613374,-1.015817,0.043238,-1.100005,0.055847,-1.368604,-0.442755,1.692396,0.736461,0.773747,0.407904,1.421033,1.806547,-0.262994,0.97449,0.546815,-2.729281,-1.071088,1.853512,2.071067,-1.067284,-0.207074,2.125538,0.058827,0.721031,1.773828,-0.421234,1.704442,1.166987,7.6,0
139627.75803756824,-0.437866,0.855441,0.325664,0.152845,-0.008544,0.235353,0.204596,-1.986141,-0.610371,0.17642,-0.647475,2.140413,-0.125815,1.810211,1.667167,0.167289,0.376312,-0.477284,-0.481068,-0.288759,0.861614,-0.38946,-1.157063,1.496058,0.233888,-0.889902,-1.004206,0.901071,12.03,0
111503.78370076462,1.231244,1.371331,-2.72887,0.037011,-0.017926,-0.090899,2.017701,1.310527,-1.060822,-0.751275,0.99559,0.696385,0.875199,0.313919,0.752337,-0.687399,0.40255,0.138151,1.809544,-0.449413,1.154872,-1.338633,1.261792,-1.338045,-0.879296,0.022159,-0.437047,-0.614961,1.16,0
93300.41081654928,0.583938,-0.13125,-0.181396,0.025431,-0.740569,0.579685,-0.009256,0.929066,-2.703802,0.344703,1.927462,0.125545,-2.019242,-1.367539,0.23523,-0.430622,-1.501511,-1.74041,0.838041,-1.270421,-1.34865,0.266934,-0.233697,0.254945,-1.062221,0.900837,0.978465,-0.296552,90.23,0
22408.132499354906,0.229086,0.3757,0.051729,-0.528942,1.513391,-0.416347,-1.846056,-2.056095,-0.318022,1.107116,0.720307,0.440776,2.76248,-0.613217,1.003874,-0.315735,-0.115305,0.442633,1.131447,0.481724,-1.770515,-0.056706,0.49141,-1.32911,0.069496,1.356832,0.762574,-0.99025,16.71,0
10143.080328696611,-0.016142,0.551338,0.700386,0.136098,-1.9443,1.136737,0.704233,0.090666,0.567655,-0.063292,1.699529,-0.237015,-0.464233,-0.013928,-0.255124,0.721782,0.711867,1.505636,-0.882565,0.188931,-0.408588,0.151956,-0.891929,1.349107,-0.695865,-0.655348,1.10769,1.467071,11.58,0
166881.72456589033,-0.931524,1.220459,1.047042,1.033572,1.035848,-1.190655,0.238951,-0.63346,0.06086,0.208156,0.868112,-0.08709,1.61934,-1.825318,-1.915664,-0.421296,-0.83759,1.47738,-0.179192,0.635712,-0.356414,-0.412629,-0.417218,-0.763366,0.166159,-0.477359,-1.424302,-1.276351,19.13,0
21856.54178916568,1.625895,-0.530859,0.69399,0.307286,0.465256,-0.175213,1.688239,-1.023138,-0.298667,1.059466,0.023074,-0.902455,-0.800706,-0.522579,0.035227,0.059602,0.148211,2.584664,0.727235,1.47842,0.356757,-0.248603,-0.015941,1.334836,1.124551,0.476913,0.864535,0.471958,116.46,0
49216.4439045144,0.832133,0.838112,0.467601,-0.797657,0.583947,0.135998,-0.645586,-0.70875,0.124699,-0.110909,-0.42872,-0.060668,-0.614101,0.363324,0.300761,0.370101,-1.867444,-1.018325,-0.974134,-1.593924,1.405827,0.158556,-0.752918,-0.721243,-1.645175,-1.923444,0.371074,2.428141,14.32,0
137016.57081641187,-0.809989,-1.640828,-1.547621,-0.618903,0.845857,0.010017,1.180975,-0.745935,-0.356182,1.242448,0.284638,0.530663,0.098833,0.092442,-2.319855,-0.726617,0.895567,-0.088378,0.503095,-0.910763,-0.017288,0.129384,0.543249,-0.503244,0.662672,0.704133,-2.735496,1.973309,34.66,0
69813.42954357466,-1.376108,0.028335,0.85665,-0.658989,-0.464155,-0.495021,-0.653118,-0.705744,1.503098,-1.103122,-0.015096,-0.519191,0.269571,1.985908,0.111132,0.723395,0.960616,-0.103462,2.805629,0.564482,-0.063659,-1.782426,-1.538909,2.024186,-1.024448,-1.231826,0.475976,-0.11112,230.15,0
42173.24290799856,0.598934,1.707555,-1.644846,-0.853635,0.366324,1.723673,0.073919,0.430711,-2.033325,0.509891,-0.342608,0.538646,1.240758,1.669228,0.886226,-0.217897,-0.821565,-0.981898,-0.533906,1.658192,-0.8612,-0.871603,-0.44057,-0.267958,-0.841947,0.456112,0.546122,-0.325568,0.62,0
76365.25708214757,0.661818,0.347336,0.040145,-1.466461,-1.564248,0.434775,1.385212,0.09915,-1.962499,1.737264,0.646897,-0.325136,1.620597,-1.499451,-0.638913,-0.855998,-0.615243,0.37513,-0.099616,-0.420793,1.329793,-2.198321,1.959636,0.103829,-2.49774,0.54612,-0.107141,-1.057792,1.81,0
5828.7557065281735,0.997823,0.901632,0.408688,-0.154868,0.082486,-0.506797,-0.916116,-1.471082,0.216143,0.013154,0.491105,-0.783122,-2.162428,-0.022153,0.611727,-1.922943,-1.617417,-0.768272,-1.100384,1.075313,1.332373,0.160946,0.442855,0.199945,-0.807369,0.956339,0.813727,0.620482,113.03,0
139581.01473142373,-0.377249,1.751462,0.886214,-1.799406,1.732229,0.586449,-2.826494,1.356594,1.257763,-0.043074,-0.405984,0.58179,0.071842,2.162235,0.372562,-1.128226,-0.539126,-1.040351,-0.378992,1.707516,-0.119715,-0.056003,-0.186275,1.020334,-1.79247,1.383034,0.860818,1.467843,97.94,0
134322.9500826442,-1.751373,0.127485,1.418657,0.345238,0.345205,0.203285,0.484762,-1.22556,-0.559623,-1.529702,-2.484495,0.072639,-0.226533,0.015818,0.184265,-1.061871,-1.872284,-0.268901,-0.518054,1.329953,-1.038808,0.820065,-1.008677,-0.557648,-0.732782,-1.450604,-1.003069,0.525222,33.03,0
21311.06461083667,1.412243,0.199173,1.906554,0.614739,0.36741,0.490865,-1.451469,-0.670921,0.810274,0.604327,-0.733103,0.446068,-1.582779,0.8553,1.300734,1.097923,1.358016,-0.752625,2.04114,0.019349,1.282519,-1.812776,0.791034,0.966236,0.302092,-1.411274,0.651589,-1.720698,31.86,0
126243.32566216475,-0.057821,0.067666,1.372709,1.668391,-0.162768,-0.522254,-1.268837,-0.804954,0.050571,-1.253297,0.719519,0.458795,-1.055819,-0.099062,-0.137124,-0.745166,0.824968,1.409132,-0.000765,0.452599,-0.66646,1.668828,-0.010793,2.307645,-0.556486,0.418988,-0.39266,-0.277849,35.4,0
18560.59711742975,0.008555,-0.935339,1.169244,-1.211906,-0.801689,-1.133101,-1.701389,0.840009,0.250255,1.265623,-0.458957,1.351496,-1.239057,-0.467373,1.388452,0.895141,1.612934,-0.466105,0.920188,-1.31247,1.202526,0.227443,-0.053552,0.607551,0.10683,0.507114,-0.495034,3.638119,13.27,0
77544.25466703843,-0.215581,0.353499,0.22628,1.05053,0.500741,-1.252763,-0.254187,-2.948641,1.083594,-0.743583,1.586271,0.274201,0.079333,0.326003,-0.528072,0.372668,1.017544,-1.492042,0.40943,0.031353,0.682103,-1.128256,1.211293,0.320894,-0.56494,0.031592,0.267958,0.96847,20.24,0
151821.91416454513,0.778942,0.610568,-0.858699,0.683096,-1.514136,-0.108612,2.361543,-1.54177,-1.449154,-1.543877,1.180767,0.899928,-1.179884,-0.660743,-0.594139,2.191086,0.733649,-1.284341,-0.273238,1.163436,0.673203,-0.580172,0.045438,0.057038,0.380523,1.619308,0.239293,-0.886001,3.05,0
107825.25737299124,0.179982,1.111119,0.762823,1.687705,-0.398947,-0.225327,-0.250084,-0.928663,1.019991,0.939014,-0.169227,1.175812,-0.507663,-0.804178,1.493659,0.549802,1.063593,0.180079,0.164143,0.851214,-0.352829,0.351631,1.919684,0.404309,-1.649526,-0.212439,-0.353249,-0.176994,386.47,0
147287.11507838365,-0.236272,0.703764,0.824365,0.41691,0.888505,-0.427019,-1.037244,0.545577,2.839017,1.491233,-0.008258,0.698405,-0.763665,0.552765,-0.42238,1.232948,-0.961767,1.758611,-1.197934,1.476392,-0.478454,0.254602,0.174524,0.721439,-1.180591,-0.827378,0.370384,-1.138452,17.66,0
101607.34999971915,-0.053015,0.221825,-0.216445,-0.830036,0.460259,-0.704385,0.470553,0.8709,-1.358449,0.695801,-0.80399,-2.335897,0.343738,-0.057796,0.353417,-0.353367,-1.641188,0.803818,-0.449366,1.146826,-0.686196,1.111914,-1.128685,-0.570376,-0.278443,-0.106864,-0.413733,1.378309,95.32,0
31113.703203238223,0.848892,0.058599,-0.480758,-0.948364,-1.417097,0.612524,1.302767,-0.109973,-1.257227,1.447902,-1.917673,0.145773,-0.381333,2.316161,0.17714,-0.134579,-0.531077,1.153819,1.469848,-2.461756,0.77806,0.442816,0.074665,2.130617,1.123639,-0.024297,-0.68448,-1.991431,111.74,0
128730.55101013774,-0.549369,-1.839057,1.327723,-1.370041,-0.335816,0.051123,-1.210918,1.035865,0.096034,1.188314,-0.952268,0.025163,-0.921681,-0.778508,-1.164757,1.032805,-0.18384,-0.922308,-0.156894,1.433518,-0.105948,1.026561,-0.309637,0.893566,-0.33224,-0.513858,-0.790319,0.819374,147.94,0
58273.881503798606,-0.545489,2.668623,1.331187,-1.252026,0.277504,-1.639504,0.440956,1.082934,-0.586381,0.097465,-0.143038,-0.244713,-0.932628,-0.126719,1.151367,0.437017,0.523377,-0.553552,1.189725,0.494266,-0.025146,0.960981,-0.652694,0.787601,-0.377287,-0.857191,0.322332,2.505474,3.45,0
140297.22110644303,0.28281,-0.104233,-0.3031,0.421391,0.429982,1.748067,-0.803695,1.421182,2.26243,1.380186,2.307065,-1.187532,0.379989,0.199774,-0.079032,-0.300525,-0.045111,-0.202261,-0.030857,-1.245787,-0.164898,1.044759,1.033997,0.812021,-0.516455,-1.315457,-1.293043,-1.76899,6.67,0
94572.96091189237,0.766086,1.726973,1.765548,0.804193,-1.19414,1.221553,0.168384,2.697871,-0.104781,-0.722397,0.07535,0.052975,-0.620963,-1.60131,2.219623,-0.667285,-1.587849,0.060172,-1.65225,-0.131636,0.129829,-1.03561,-0.676827,0.531184,-1.100667,-1.065092,0.819568,-0.997676,18.01,0
171951.42447977493,0.549301,-1.81356,-0.98046,0.849343,0.590953,0.426335,-1.039494,0.021026,0.510614,1.485957,-4.870917,-0.278246,4.596413,0.360195,0.046538,-0.970783,-3.415716,1.278925,1.198658,4.101795,-1.52066,-1.728923,-1.416511,0.44061,3.716002,2.787072,-1.12837,-1.851985,70.88,1
160750.8233839315,0.184251,1.157041,1.573958,-0.584512,-1.152407,-0.81613,1.298636,-0.201517,-0.185202,-0.5432,-3.12332,-0.271746,-0.128368,0.766148,-0.219813,0.228685,-0.385672,0.910374,0.508245,0.715604,-1.038875,0.367118,0.318985,-0.177568,-0.94985,1.043032,-0.262732,0.596807,10.18,0
84642.22898771979,-0.384679,0.220403,-0.11819,0.632367,-0.280181,0.255453,-0.078371,0.455497,1.857906,0.49056,-0.711484,-0.358055,0.184252,-1.015321,1.024346,0.151567,0.07781,0.316194,0.601381,0.081412,-0.724071,0.206182,-1.030192,-0.68987,-3.101017,-1.325953,-0.634007,0.118366,22.87,0
131776.72385652055,-1.352884,0.724778,0.525755,0.035614,1.810818,0.780764,-0.040134,0.09206,-0.419072,-1.154842,-0.894589,-2.034135,-0.735892,0.539231,0.403504,-0.080327,-1.311532,1.801479,-3.525976,0.177731,2.967956,0.790727,-0.750719,0.615468,0.393901,0.21796,2.331864,0.892696,34.52,0
9157.543395791405,-0.814344,-0.88083,-0.505042,-2.383998,0.214104,0.895984,0.287784,0.192903,-0.036559,0.76727,-1.84617,1.848188,0.237499,0.895837,-1.030274,-1.241027,-0.333983,-0.833182,-0.774041,-0.378456,-0.228968,-0.60943,0.698642,0.532382,0.202874,1.577928,-0.039119,1.287223,242.29,0
129765.4147985532,0.443951,0.495186,-0.536824,-0.992657,-0.321656,0.363198,-1.217558,-0.706109,-0.335102,-0.739476,0.238617,-0.1575,-2.680762,3.215826,0.362554,0.555049,0.246822,-0.141345,0.154138,1.235608,0.028033,-1.569988,0.088687,0.201709,0.40585,0.449055,1.492016,1.218688,9.44,0
126768.6083692431,-0.410027,1.051371,-2.1014,0.882961,-1.640713,-0.308713,0.106637,1.43345,-0.406721,-0.318135,0.065409,-1.841178,0.984465,0.789317,-0.002329,0.496562,0.157464,0.849368,-0.210029,0.215625,0.343908,0.656819,-1.842698,-0.483145,0.730064,-0.006522,0.113257,-0.095972,25.99,0
32719.295913929804,-0.116277,-1.563993,-2.688737,0.307321,0.421456,0.426237,0.556662,0.950696,-0.021122,-1.252125,-1.316184,-0.080747,-0.029153,-0.747009,-0.670793,1.451368,0.670349,0.358566,0.50512,0.010949,0.277152,-0.427242,1.291022,-0.569197,0.60862,2.05402,2.328003,1.172067,23.13,0
120606.96479758537,-0.900547,-0.694286,-0.370624,0.713797,0.946417,-0.917043,1.765646,-1.32552,-0.513342,-0.336923,1.699184,-0.412211,-1.949093,-0.421386,0.903989,0.854028,-0.77649,-0.459542,0.822254,0.489959,0.106769,-1.97558,-0.396699,-0.041084,0.469137,-0.452356,-1.359991,0.373837,910.97,0
90735.43138740398,0.488026,-0.423953,0.133085,-0.34457,-0.400221,0.497876,-0.512379,0.228896,-1.385411,0.316254,-0.343276,0.908134,-1.51156,-0.695721,0.22156,-0.614235,-1.145555,-0.815311,-0.61273,-1.516938,-0.742338,2.745826,0.01079,0.141367,-0.195468,1.095015,-0.067698,-0.598135,81.23,0
64944.134442465554,-0.579646,0.971153,-0.91149,0.341837,0.859776,0.879698,-0.314283,-1.618958,-0.469468,1.413819,-0.620421,0.329002,-0.456119,0.500845,0.31559,0.288708,-1.270093,-1.278966,-0.855356,-0.220658,-0.18977,-1.430901,2.240247,-1.557598,0.554925,1.137797,-0.469916,-0.960717,4.77,0
28624.010562724838,-0.13472,0.556801,-1.541196,1.453477,-0.298637,-0.287362,0.018092,-1.066386,-1.289294,-1.343273,0.331445,1.411742,-1.224831,1.629087,0.433568,-0.663814,-0.260503,0.235505,0.211331,0.285182,-1.631331,-0.376236,-2.571621,1.308001,0.909742,0.461374,-0.678709,0.542238,134.35,0
140336.1247367302,-4.054184,-0.128027,0.589347,-0.838738,-0.44724,1.934686,-0.97577,1.16105,2.171423,1.571939,0.38235,1.32928,-0.174667,-0.383851,-0.435114,0.179656,0.381747,1.390058,-0.621186,0.337714,-1.412127,1.080851,0.810926,0.6103,0.352278,-1.444758,-0.305315,0.438144,0.57,0
66788.25543351356,0.361101,-0.027138,-0.92143,0.450189,1.774105,-0.752465,1.674111,-0.489218,-0.125394,-0.320508,-0.14671,0.441916,-1.437941,-0.526612,1.001126,-0.940632,1.147741,-0.879661,-0.398751,-0.289564,0.448393,0.98172,0.358714,0.360331,-1.018375,0.372914,2.984709,0.424172,5.39,0
31656.53907160408,-0.512367,0.685402,-0.066983,-1.323385,0.495785,-0.581587,-0.14931,1.097457,0.910737,-0.91647,0.397411,-0.136269,-0.853311,-1.15872,-0.94002,1.119717,-3.292553,-1.090753,0.865935,-1.325098,0.255659,-0.52572,-0.99515,-1.528046,-0.573582,-0.045795,-0.710429,0.392435,4.02,0
159180.37659563305,2.243818,0.226304,-0.527038,-0.458625,-2.173826,-0.773408,-0.564399,0.928875,0.390731,1.259423,0.43156,-0.075145,-0.042988,-1.026773,0.17893,1.14046,-1.035921,0.361914,-0.585509,-0.420642,-0.87189,0.35835,0.616762,-0.091395,0.221692,0.833309,2.011281,0.277932,7.25,0
5687.53200415925,0.752657,-0.062186,-1.113452,1.004771,0.144871,0.505602,0.639768,-0.072555,-0.165391,-1.089118,-0.460745,-0.417388,-0.706936,0.451132,-0.180099,-0.446472,0.392826,0.111432,1.62448,1.175134,-0.97428,0.386853,0.514578,1.158547,-0.973727,0.166866,-0.325314,-1.181138,112.56,0
72693.89075174123,-0.641708,-0.661458,0.180389,-2.802302,0.582784,-0.181384,0.259207,1.824905,0.20438,-0.568434,-1.489275,0.455631,-1.06591,-0.820559,0.937293,0.176307,-0.979325,-0.122905,0.165509,-0.097651,-0.557605,0.099642,0.561505,0.129865,0.456662,0.600449,-0.981162,0.159133,42.97,0
