track_id,track_name,artist_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
oRkkEJRvPo3l7P0bVIB1bF,Silent Dream,James Scott,96,253117,False,0.851,0.843,5,-8.186,0,0.021,0.189,0.207,0.248,0.799,111.558,4,latin
RTbbEwz4eZTOQc45ozyWdS,Wild Light,Robert Anderson,47,350579,True,0.427,0.703,8,-9.89,1,0.037,0.078,0.002,0.244,0.837,119.853,4,reggae
9YH5faQo6M2ioShwkFBkRG,Empty Light,Madison Scott,46,126843,False,0.805,0.579,9,-7.734,1,0.083,0.2,0.003,0.081,0.345,121.601,4,indie
taB2E8PgTjmxoyHNFO1CWw,Lost Rain,Barbara Jones,31,205657,False,0.77,0.792,3,-7.105,1,0.064,0.295,0.004,0.165,0.582,109.389,4,soul
CUsFktfiZeUYH6u2wL5Fkr,Golden Light,Thomas Scott,40,276391,False,0.465,0.786,6,-5.367,1,0.144,0.334,0.031,0.176,0.319,112.495,4,rock
vIoVVgzItysTE1DpGgAnYd,Blue Rain,Jack Clark,50,317015,False,0.711,0.854,11,-0.212,1,0.049,0.189,0.14,0.308,0.439,147.038,3,electronic
BNls65wQRg8N8tBgt4XLQb,Blue Light,Theodore Campbell,50,211470,False,0.526,1.0,5,-5.497,0,0.001,0.435,0.024,0.221,0.166,149.094,3,metal
5iSpfREXBMoJVZ6tzMAwHR,Lonely Road,Liam Campbell,45,262844,True,0.497,0.728,0,-11.627,1,0.022,0.112,0.011,0.435,0.804,110.171,4,country
2zSSY9vNAZcsaII0gE7VGm,Midnight Rain,Ava Hernandez,61,158377,False,0.656,0.774,7,-11.577,1,0.008,0.094,0.066,0.428,0.575,104.117,4,pop
BxvqB0cOooX5ZwRLypRTyE,Falling Memory,Mary Thompson,87,165420,False,0.382,0.368,7,-5.147,1,0.178,0.127,0.0,0.214,0.266,111.816,4,blues
FVNFmuF68NPJp6QATDaJZS,Midnight Love,Madison Thomas,79,204656,True,0.748,0.654,8,-13.995,1,0.025,0.013,0.042,0.133,0.754,125.551,4,country
UJcXZUNb8KVqO55kegNLip,Blue Dream,Jayden Lewis,24,216248,False,0.85,0.709,7,-14.932,1,0.15,0.328,0.129,0.0,0.806,118.03,5,latin
9NNZMb6upAmVbrHdaYlIBG,Wild Soul,Jayden Edwards,87,181430,True,0.478,0.321,2,-3.385,0,0.062,0.256,0.099,0.219,0.573,92.294,4,soul
PKMzczH2QQPj18U8cFOw4D,Velvet Night,Isabella Walker,27,358121,False,0.434,0.424,8,-8.837,1,0.035,0.097,0.132,0.003,0.569,102.034,4,folk
QQSBCE9sJCzyxzGOx0ee2q,Neon Moon,Jessica Young,18,246029,False,0.759,0.581,3,-13.395,1,0.059,0.094,0.026,0.354,0.687,110.612,4,r&b
bJtl5wyKYtnOa7DYU3nZ8v,Burning Memory,Jessica Edwards,48,121691,False,0.565,1.0,10,-3.568,1,0.289,0.721,0.031,0.25,0.347,134.62,4,punk
2zcIFsB9JP4KEYlWVIWavh,Neon City,Liam Edwards,52,244794,False,0.762,0.856,10,-16.505,1,0.052,0.687,0.421,0.334,0.937,115.371,4,latin
GJTeGxYE7sIYhDZ29BZFv3,Lonely Rain,Amelia Perez,63,274605,False,0.638,0.756,7,-11.979,0,0.011,0.421,0.051,0.115,0.336,101.168,4,blues
VHmxHYQFlAUOxFi1rrTFn2,Golden Soul,Susan Martinez,35,165230,True,0.685,0.948,9,-9.149,0,0.163,0.648,0.034,0.375,0.736,105.794,4,latin
6FBEH7NM12U18tEeLootyb,Lonely Road,Avery Campbell,31,335139,False,0.658,0.542,7,-9.38,1,0.006,0.26,0.046,0.103,0.865,79.457,4,r&b
Ec86TtzYogawP6UopOY8TG,Rising Road,Liam Perez,35,191318,False,0.641,0.541,2,-7.084,1,0.067,0.57,0.071,0.0,0.67,126.032,4,indie
t0OiNp4CPqWl6qXwHEr99a,Midnight Shadow,Abigail Clark,39,190255,False,0.893,0.807,3,-11.047,0,0.022,0.065,0.023,0.19,0.604,83.544,3,hip-hop
ndNNU3LgT8ofRyZdUfFFRj,Electric Light,Owen Smith,43,264467,False,0.379,0.506,0,-10.32,1,0.005,0.096,0.268,0.217,0.716,93.693,4,blues
zpgxqAaac5gkuz5B6Hrb0C,Midnight Moon,Elizabeth Clark,61,132669,True,0.698,0.668,5,-1.732,1,0.019,0.061,0.012,0.146,0.679,133.768,4,country
jvRpYqFBRoX8plIZRdFhf5,Blue Shadow,Victoria Gonzalez,48,164183,True,0.713,0.673,5,-10.577,1,0.071,0.2,0.104,0.417,0.774,109.011,4,soul
NmjcYhSzVNaghEsB8UIHbo,Velvet City,Patricia Lewis,38,155353,False,0.716,0.911,3,-0.028,1,0.006,0.144,0.063,0.0,0.536,142.827,4,electronic
vhkHgruel4SLa6TXuXzmor,Lonely Heart,Amelia Garcia,63,144020,False,0.741,0.39,10,-5.607,1,0.009,0.219,0.138,0.163,0.795,119.858,4,jazz
ISFKGJWDTFJJBnMX5imrOP,Electric Wave,Robert Carter,26,313394,False,0.661,0.239,2,-11.32,1,0.062,0.106,0.005,0.319,0.719,106.801,5,jazz
ziRh2oEa7chFh5WIgWDWNC,Dark Storm,William Robinson,77,287856,True,0.51,0.813,4,-14.348,1,0.008,0.379,0.053,0.0,0.402,163.798,3,punk
GcRwr3cwTfmz7xvEBrIIDA,Neon Dream,Isabella Campbell,37,182576,False,0.591,1.0,2,-3.671,1,0.183,0.243,0.093,0.0,0.332,138.027,4,metal
TrZPGxkkotlQ8GXsLOE19h,Burning Shadow,David Hernandez,42,257206,False,0.9,0.76,3,-17.369,0,0.14,0.424,0.12,0.0,0.566,145.832,4,electronic
sVBQ3vnuGoEtUGqT1Sdl1N,Winter Echo,Mia Perez,39,191965,False,0.687,0.446,11,-10.417,0,0.007,0.205,0.043,0.295,0.643,115.042,4,r&b
e0OcFrJ4ZnMAmJrQg5uCrm,Winter Storm,Isabella Turner,48,182145,False,0.807,0.812,2,-13.849,1,0.139,0.397,0.116,0.0,0.453,90.248,4,hip-hop
zHhn0zMA81ERIKUDMAYxPN,Broken Fire,Emma Evans,6,320563,True,0.468,0.499,11,-10.438,1,0.119,0.168,0.001,0.0,0.51,108.403,4,indie
WtVt2BZYTywieSHlz6cwcY,Falling Fire,Jennifer White,57,224828,False,0.619,0.715,5,-4.047,0,0.014,0.593,0.19,0.102,0.334,92.458,4,hip-hop
59WnM2dd9NCA4LSKUSa1IM,Electric Night,Richard Baker,33,193221,False,0.653,0.836,1,-2.041,1,0.086,0.392,0.0,0.026,0.77,114.912,4,country
19A34jbgf1XGU6ryE3RujS,Blue Sun,Mason Garcia,69,326982,False,0.741,0.754,9,-8.592,0,0.079,0.15,0.002,0.333,0.524,122.153,4,country
07bGPvn5foTipBd9N1Xu7k,Lonely Storm,Joseph Collins,44,294321,True,0.803,0.625,2,-3.758,0,0.046,0.047,0.082,0.058,0.558,92.431,4,blues
wdwJ4Yk486wl1f9wHDEGtT,Neon Star,Jennifer Moore,53,326008,True,0.568,0.492,7,-0.799,0,0.107,0.154,0.029,0.222,0.489,99.615,4,blues
ltJZNIU5Ww5cH0Adf0MJTI,Winter Light,Jennifer Miller,47,259158,False,0.643,0.396,3,-10.439,1,0.015,0.313,0.108,0.376,0.533,115.641,4,pop
iRluB0LoHpITUEKYflXqHl,Empty City,Logan Garcia,23,185921,False,0.714,0.633,9,0.094,1,0.04,0.531,0.025,0.05,0.611,118.141,4,r&b
Fv9DpU8Cgzax6SBqKGFyyP,Falling Love,Charlotte Sanchez,42,172672,False,0.222,1.0,0,-3.655,0,0.056,0.35,0.004,0.229,0.583,148.4,4,metal
QxKsz1CmUoXQrOWO3SCIg9,Broken Fire,Jack Lopez,16,141176,False,0.414,0.742,4,-8.698,1,0.043,0.438,0.028,0.218,0.557,114.842,4,indie
JISZjaUVLxUH4i2rdjN1o4,Broken Star,Emily Garcia,52,356367,False,0.78,0.696,11,-6.66,1,0.003,0.072,0.08,0.211,0.516,105.269,4,latin
b28wo6wQ77QFVd22pXEbb8,Frozen Moon,Mary Phillips,0,262780,False,0.677,0.605,4,-8.508,0,0.007,0.11,0.107,0.175,0.561,72.376,3,reggae
rCzpNRXehyINFgtzLBqlMb,Silent Night,Sophia Adams,33,331019,False,0.224,0.349,10,-13.036,0,0.045,0.036,0.196,0.216,0.508,71.644,4,classical
GkaCkqcVcfEOnNjBc4biKU,Wild Star,Theodore White,76,338620,False,0.56,0.713,5,-12.621,1,0.029,0.134,0.497,0.276,0.339,126.413,3,indie
gtb3cWqBScY6IhKN3b7KdL,Broken City,Evelyn Brown,28,278017,False,0.891,0.642,7,-10.288,0,0.001,0.251,0.056,0.108,0.531,126.54,4,pop
MLfMKssrnaMDUuJeJ4CEJR,Rising Sun,Theodore Collins,3,272739,False,0.249,0.408,7,-11.437,1,0.047,0.288,0.001,0.001,0.269,102.161,4,classical
8jpt2TpGHYcKxKWKwynpGb,Rising Road,Liam Harris,19,210281,True,0.817,0.828,1,-1.629,1,0.012,0.574,0.0,0.238,0.603,143.569,4,electronic
AsefNtZWk33ROQxhXNiydF,Electric Dream,Owen Brown,81,213350,False,0.61,0.464,0,-4.386,1,0.082,0.064,0.007,0.476,0.748,94.109,4,reggae
dzMS883gV645so5BOv0tcY,Lost Storm,Karen Thompson,80,221389,False,0.325,1.0,11,-1.671,1,0.015,0.838,0.041,0.037,0.47,138.582,4,metal
9lhsbZFAghMHTU6PdsNntX,Blue Night,Mia Nelson,37,140736,True,0.455,0.943,10,-7.133,1,0.002,0.286,0.05,0.234,0.208,144.676,4,metal
kgJKggGEfqpxUiZTz4yFh4,Golden Storm,James Harris,88,316107,True,0.849,0.826,3,-8.596,1,0.037,0.298,0.035,0.422,0.686,117.001,4,latin
APglWB2UIdakDUBxDb2lXD,Neon Rain,Barbara Thomas,93,204792,True,0.559,0.739,9,-2.704,1,0.058,0.476,0.062,0.244,0.824,124.644,4,country
gJyCyJXR9rG2V3g9XFYyOA,Frozen Dream,Robert White,67,278326,False,0.443,0.378,4,-1.362,1,0.088,0.296,0.077,0.095,0.565,120.852,4,jazz
AGDIq53q7VOU2jF2TSOzki,Rainy City,Elizabeth Thomas,50,247910,False,0.495,0.888,8,-3.486,1,0.114,0.182,0.012,0.163,0.431,140.378,4,rock
laVC1hbN0VvxwdiJyyQD48,Wild Night,Jackson Miller,61,173367,False,0.586,0.521,10,-2.484,0,0.035,0.601,0.088,0.153,0.691,108.467,4,jazz
3pduEcvDathr19iIDufDFO,Frozen Light,Sarah Robinson,73,283039,True,0.379,0.295,5,-3.633,1,0.025,0.071,0.138,0.367,0.626,77.951,4,classical
EGuXkMxtSsSH4VMJMNPIfb,Dark Storm,Thomas Wright,0,229528,True,0.541,0.457,4,-18.56,0,0.032,0.529,0.277,0.359,0.773,85.655,4,jazz
aOHEhhpk6gppHS6aqovMbp,Winter Dream,William Taylor,26,251338,False,0.456,0.845,0,-0.362,1,0.019,0.06,0.004,0.175,0.342,148.563,4,rock
YjsHFTh7XTj4XQDcjALzlw,Velvet Rain,Evelyn Edwards,64,255911,False,0.412,0.563,6,-12.248,1,0.025,0.402,0.193,0.489,0.681,86.538,3,folk
UPGY7TLSheRiC3PmwrEzb0,Rising Heart,Mason Perez,25,175749,False,0.715,0.578,9,-11.008,0,0.028,0.073,0.064,0.08,0.822,84.279,4,soul
uckMlaRYEKPZQ5a4rsfOP9,Midnight Sun,James Johnson,35,294486,False,0.269,0.325,7,-17.638,1,0.076,0.183,0.092,0.237,0.235,92.252,4,classical
JqMeJwwQH177u2yH4nOzMb,Rainy Moon,James Wright,15,340987,False,0.619,0.523,1,-14.725,0,0.026,0.442,0.492,0.079,0.87,108.085,4,jazz
R0xJuvRrAO2n0RKUMJkfQ0,Wild Memory,Emily Walker,26,234193,True,0.866,0.767,11,-9.255,1,0.001,0.493,0.178,0.0,0.521,114.221,4,latin
p9nYfqO85LlXTgMMZ9mngp,Midnight Sky,Mary Evans,67,347079,False,1.0,0.808,6,-8.485,0,0.026,0.353,0.018,0.179,0.677,107.863,4,electronic
mzKAMygjRNHNcjBLITplJn,Electric Star,Theodore Anderson,59,125287,False,0.852,0.951,6,-1.875,1,0.039,0.314,0.089,0.119,0.368,138.519,4,electronic
OTxaebnHWjqmw9eEUy2C8S,Wild Storm,Liam Adams,34,206228,False,0.7,0.663,1,-9.164,1,0.02,0.614,0.003,0.131,0.566,103.695,4,reggae
w0d9uTZB6tyXqu9gfwr0mw,Rising City,William Lopez,15,207451,False,0.829,0.448,1,-8.539,1,0.03,0.101,0.002,0.257,0.884,92.198,4,r&b
y1pCRwLjqMOU2ObNLi4aFN,Velvet Memory,Abigail Collins,54,324289,True,0.596,0.613,0,-1.314,0,0.117,0.184,0.002,0.296,0.454,113.597,4,country
wjQvNTk8yL4v766TCzlyzc,Rainy Rain,Sebastian Davis,46,190802,True,0.715,0.894,6,-4.611,1,0.03,0.005,0.001,0.32,0.51,138.759,4,electronic
QdtSWGsrB8444nlecOsLCk,Blue Love,Barbara Evans,52,169665,False,0.743,0.652,0,-7.426,1,0.083,0.77,0.002,0.064,0.891,100.172,4,latin
iTroMtSFxEqKOmhGF1mt2c,Velvet Shadow,Noah Carter,30,142625,False,0.654,0.544,9,-6.266,0,0.074,0.261,0.006,0.365,0.486,82.413,4,soul
mW5GGOxybXPRFJdo1rgZ0q,Lonely Rain,Elizabeth Taylor,42,225502,False,0.469,0.883,2,-11.709,0,0.02,0.041,0.161,0.235,0.465,172.107,4,punk
t4H2dGoE95U5jOYqp1q47t,Wild Wind,Ella Hernandez,48,171258,False,1.0,0.653,3,-13.174,1,0.051,0.335,0.024,0.427,0.47,103.522,4,hip-hop
voK3eDdjE6xivvY4iublaW,Neon Sun,Mary Evans,66,256997,False,0.289,1.0,3,-2.485,1,0.026,0.056,0.027,0.169,0.24,142.918,3,metal
BKxEWQXOg52259LpyWxNOA,Burning Sky,Ethan Collins,61,320356,True,0.508,0.522,9,-3.503,1,0.087,0.091,0.0,0.422,0.525,97.691,4,indie
e4jvyjWx3YrIxcOlpRXvbp,Broken Wind,Michael Phillips,57,130102,False,0.421,0.554,3,-11.371,1,0.024,0.008,0.001,0.137,0.573,129.428,4,folk
Y7pqDj0mJGphdumNZWwG9H,Lonely Star,Joseph Thompson,84,126864,True,0.483,0.973,7,-5.981,1,0.056,0.71,0.021,0.0,0.361,157.051,4,metal
7eUqpFpIHwATsP0p1zDBDT,Golden Wave,Ava Anderson,26,318771,False,0.88,0.448,6,-3.616,0,0.16,0.146,0.002,0.389,0.723,108.749,4,reggae
MzgyBTqlGziTcto0vWOyBH,Velvet Moon,Madison Robinson,35,342046,False,0.583,0.283,5,-4.745,1,0.046,0.486,0.002,0.27,0.724,100.287,4,folk
w4oStJ74MYCrDLmqnBVI4i,Velvet Echo,Noah Gonzalez,23,273499,True,0.875,0.665,11,-7.596,1,0.02,0.096,0.003,0.008,0.69,129.923,4,r&b
MAOggzp7LgpNpRRXYsz4dk,Burning Light,Evelyn Lopez,48,295807,False,0.313,0.487,3,-7.966,0,0.072,0.528,0.262,0.0,0.346,96.043,4,folk
IuiFxFsh5WitKOt2g1akGX,Lonely Rain,Isabella Young,48,301491,False,0.645,0.729,3,-8.754,1,0.074,0.234,0.044,0.157,0.734,100.666,4,country
dKatx9zewyuFCEVzsry8Cs,Midnight Wind,Richard Scott,66,344274,False,0.494,0.519,1,-13.105,0,0.018,0.033,0.123,0.101,0.791,86.882,4,soul
ycwzrgxl6IM3JIUC3x9mkX,Empty Sky,Harper Lee,32,352809,True,0.477,0.442,2,-6.91,1,0.162,0.143,0.18,0.058,0.524,129.62,4,folk
y9yGYYEAmSssJEaUus0JS0,Dark Wave,Ava Adams,18,356194,True,0.634,0.377,5,-8.37,1,0.027,0.447,0.007,0.225,0.705,96.765,4,reggae
GMMfEnbnX5fLPocKthyENH,Midnight Memory,Abigail Wright,49,254714,True,0.468,0.477,8,-1.966,1,0.023,0.545,0.007,0.3,0.694,124.528,4,country
pqZ0KPLihr29STdPDcDvWs,Blue Road,William Jones,49,123874,True,0.419,0.756,11,-6.914,1,0.04,0.23,0.036,0.345,0.172,137.362,4,metal
L2BvKelgKFDXtTmbZaaOFu,Lost Echo,Harper Sanchez,50,289560,False,0.701,0.378,7,-5.107,1,0.053,0.147,0.213,0.167,0.51,97.196,4,blues
etMGYaIvxW0X2FxA8HdLEm,Golden Storm,Karen Martinez,23,314920,False,0.187,0.068,11,-9.216,1,0.018,0.552,0.009,0.278,0.388,90.34,4,classical
HZfFyKMjv0WvjQxUNVsenp,Lonely Memory,Barbara Scott,33,156395,False,0.654,0.681,6,-13.692,1,0.156,0.626,0.164,0.212,0.689,99.19,4,pop
I1qOt0JIYwsGJVLsoycQFM,Velvet Sun,Sofia King,53,122937,False,0.752,0.421,9,-6.966,0,0.026,0.305,0.036,0.124,0.591,132.264,4,r&b
KNn7addde5AphqcNTOULcL,Neon Memory,Ava Scott,52,136292,True,0.498,0.303,0,-6.197,1,0.044,0.075,0.001,0.462,0.581,120.331,4,folk
OnJjkvI6hE6VuuhroJFPv8,Burning Light,Amelia Parker,18,144610,False,0.743,0.545,2,-4.06,1,0.277,0.485,0.014,0.43,1.0,101.761,5,reggae
7Zcoh8sC8qKoeaxfCkMr6k,Falling Star,Theodore Perez,57,171134,False,0.306,0.215,9,-10.765,0,0.008,0.186,0.014,0.424,0.529,99.376,4,folk
6EEUsLKDPrzx1uWCEli1gi,Burning Wave,William Martinez,13,295902,False,0.751,0.89,10,-8.647,0,0.043,0.205,0.004,0.252,0.428,114.959,3,rock
47i905Ca3zXw3QOiUTOQoU,Velvet Heart,Charlotte Gonzalez,8,239017,False,0.462,0.449,2,-1.914,1,0.008,0.154,0.0,0.282,0.743,91.535,4,r&b
LxUo5ULmwvXIBK00W2VPNX,Broken Wave,Jayden Williams,36,168759,True,0.822,0.557,1,-11.202,1,0.024,0.228,0.008,0.184,0.567,98.07,4,r&b
znhf2MtHkF0ER5flPHVZ10,Golden Moon,Jessica Smith,43,342853,False,0.787,0.468,2,-1.67,0,0.117,0.082,0.042,0.239,0.503,102.172,4,soul
8BmE5ydEdJgmpHMQy36y6K,Falling Soul,James Lee,40,176187,False,0.826,0.696,3,-10.761,0,0.028,0.233,0.048,0.27,0.541,118.886,4,r&b
ThoJaYzUJdPEPh0RBDmM46,Broken Rain,Logan Wright,1,174971,False,0.798,0.815,5,-7.832,1,0.013,0.188,0.17,0.209,0.737,125.556,4,latin
hKXkKGSa0BqZ676hhIy7Xx,Wild Fire,Patricia Wilson,22,193444,False,0.832,0.506,10,1.5,1,0.048,0.107,0.047,0.0,0.958,94.327,4,reggae
g5XgbeFQhkUH2HwEHrUAN0,Neon Love,John Thomas,27,236527,False,0.571,0.72,5,-6.19,0,0.084,0.083,0.017,0.175,0.62,99.744,4,indie
ymPTqQ0zz9WrzDV4fwqFd3,Empty Storm,Charlotte Walker,48,270989,False,0.536,0.53,2,-0.815,1,0.006,0.327,0.143,0.214,0.885,128.991,4,r&b
d4PEMfaYQRJdmLpp0KC6FA,Midnight Road,Karen Harris,40,159128,True,0.734,0.787,4,-7.777,0,0.061,0.138,0.016,0.394,0.512,85.164,4,hip-hop
nHnWf98ibZmrl8WUjuCkB1,Golden Heart,Sophia Baker,15,348693,False,0.483,0.579,8,-8.753,0,0.039,0.103,0.103,0.0,0.411,128.516,4,folk
TT2mfFD3z6MzMZQJT3QbqK,Silent Star,Jackson Robinson,56,332861,True,0.786,0.852,10,-4.951,0,0.025,0.247,0.093,0.344,0.635,115.44,4,latin
kqrOXH1YahzbgGddC52lvw,Blue Fire,Charlotte Lewis,41,222838,True,0.412,0.506,3,-7.157,1,0.004,0.184,0.031,0.094,0.718,66.979,4,reggae
lbDMBllDEarmmYryxesNsW,Empty Echo,Elizabeth Adams,41,356184,False,0.626,0.452,10,-6.092,1,0.05,0.283,0.002,0.022,0.553,113.912,4,jazz
qKydXo2N0KVZamjfzHOPSD,Rainy Night,Mia Collins,74,225232,False,0.653,0.732,0,-2.25,1,0.134,0.16,0.001,0.0,0.801,102.472,4,latin
sWSms3ZcoZASMFjL4bqbfV,Midnight Wave,Ethan White,24,297791,False,0.729,0.749,10,-13.457,1,0.022,0.122,0.001,0.311,0.594,98.629,4,latin
TvAu7WAByWWBxAvlLefWwB,Broken Rain,Robert Adams,25,343763,False,0.75,0.635,0,-1.432,1,0.025,0.1,0.006,0.0,0.396,110.243,4,indie
waliVo9dnAL5pUloAzruZK,Midnight Night,Susan Lewis,56,273071,False,0.898,0.48,1,-8.11,1,0.01,0.26,0.002,0.238,0.492,88.657,4,soul
qz9w6FYTTEwadyzP5qdvJE,Midnight Love,Thomas Moore,31,316939,False,0.872,0.845,8,-8.411,0,0.072,0.256,0.019,0.12,0.428,132.641,4,electronic
jk2vruZI6crjgBB9YykCOD,Velvet Star,Avery Edwards,75,305949,False,0.608,0.588,11,-1.055,0,0.034,0.175,0.003,0.312,0.164,115.44,4,rock
sgTKS6urBwRgdGkD6Oxj0r,Empty Night,Elizabeth Miller,38,279993,False,0.529,0.721,6,-12.297,1,0.081,0.363,0.021,0.485,0.673,140.032,4,country
n6IO5AjNcBFPPaiyme7zlB,Wild Rain,Mason Jackson,74,329778,True,0.717,0.537,1,-15.096,0,0.007,0.104,0.03,0.0,0.798,97.175,4,soul
PFdxXf7v5ETJM74zJFsT4o,Midnight Soul,Charlotte Collins,0,209790,True,0.692,0.504,8,-9.306,0,0.027,0.399,0.156,0.282,0.372,116.037,4,indie
3hog4rO0wVkSSYrj32FLV4,Neon Heart,Evelyn Garcia,43,258502,False,0.638,0.961,8,-7.429,1,0.044,0.222,0.013,0.279,0.546,164.669,5,punk
QRhIXh4vAgy4mNXcZWXOs5,Falling Heart,Logan Williams,37,236678,False,0.468,0.485,8,-3.111,1,0.062,0.059,0.0,0.252,0.755,110.309,4,folk
UFzZaHKQeFBn0Wf2CT9W33,Broken Road,Sebastian Baker,70,352766,False,0.4,0.891,0,-10.118,1,0.094,0.169,0.006,0.416,0.558,140.851,4,rock
VPdejbjpZigzKReRlzUfbz,Lost Memory,Richard Green,45,306400,False,0.728,0.63,8,-10.001,1,0.087,0.498,0.032,0.346,0.61,89.705,4,soul
oHLwGNXBJ8DRmPSHYAf1wJ,Blue Shadow,Jayden Scott,44,289653,True,0.389,0.337,4,-4.202,1,0.034,0.29,0.148,0.139,0.671,100.743,4,jazz
50uF1E6OWIy5CIvUki8a22,Frozen Shadow,Michael Martinez,20,244951,False,0.764,0.701,9,0.656,1,0.002,0.579,0.094,0.0,0.578,136.364,4,pop
TsldRC2GcGjZuRU4mUA2y2,Midnight Heart,Evelyn Lee,62,264849,False,0.571,0.781,11,-20.025,1,0.002,0.533,0.072,0.43,0.511,120.561,4,rock
kVblCYwJC6sP6OPnQnd72f,Burning Sky,Thomas Robinson,18,326024,True,0.428,0.902,4,-6.621,1,0.045,0.259,0.008,0.044,0.364,149.16,4,metal
jzWpgfOmBTD66NelBBoqsy,Lonely Night,Joseph Perez,52,345882,True,0.287,0.046,10,-17.431,0,0.093,0.537,0.185,0.295,0.539,113.704,4,classical
Ei33ctixZ0JEgsstpqtFT3,Neon Soul,Evelyn Parker,67,144323,False,0.358,0.519,3,-7.621,0,0.186,0.303,0.095,0.187,0.859,120.391,4,folk
3jNaTdboRaGX2vJQu3RvUQ,Lost Moon,Jack Turner,42,322811,False,0.859,0.815,11,-5.142,1,0.034,0.46,0.073,0.319,0.824,98.238,4,latin
SvJAZBrBKd0m7nBRzyuxit,Rainy Star,Liam Wilson,72,332983,False,0.479,1.0,3,-9.304,0,0.05,0.371,0.002,0.033,0.437,151.88,4,punk
L45yjgGeYMPygcASXvilgX,Silent Soul,Aiden Collins,48,337702,False,0.569,0.492,9,-4.277,0,0.141,0.441,0.121,0.281,0.68,111.358,4,jazz
