VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
2,2023-07-08,2023-07-08 00:12:38,1,2.32,-73.926766,40.635091,1,N,-73.951894,40.657509,1,14.62,0.5,0.5,2.82,0.0,18.44
1,2023-02-13,2023-02-13 00:03:37,5,5.19,-73.889392,40.687355,1,N,-73.888416,40.762501,2,17.28,0.5,0.5,0.0,0.0,18.28
2,2023-01-14,2023-01-14 00:02:25,6,4.19,-73.834314,40.810339,1,N,-73.782564,40.842091,1,14.18,0.5,0.5,0.0,0.0,15.18
2,2023-01-08,2023-01-08 00:19:51,1,3.79,-73.86603,40.743328,1,N,-73.85697,40.797528,1,21.9,0.5,0.5,5.61,0.0,28.51
1,2023-04-11,2023-04-11 00:19:59,4,2.06,-73.848195,40.822626,1,N,-73.860217,40.85,1,17.64,0.5,0.5,0.0,0.0,18.64
2,2023-08-15,2023-08-15 00:28:15,1,2.69,-73.80722,40.742716,1,N,-73.794849,40.705713,4,23.35,0.5,0.5,0.0,0.0,24.35
2,2023-08-10,2023-08-10 00:48:27,1,3.01,-73.838863,40.781632,1,N,-73.813373,40.817067,1,34.25,0.5,0.5,5.03,0.0,40.28
1,2023-12-20,2023-12-20 00:26:26,1,1.46,-73.966256,40.653202,1,N,-73.948329,40.641999,1,19.37,0.5,0.5,2.51,0.0,22.88
2,2023-11-22,2023-11-22 00:43:36,1,2.24,-73.892572,40.649122,1,N,-73.919459,40.667401,1,29.9,0.5,0.5,5.6,0.0,36.5
2,2023-04-01,2023-04-01 00:24:39,1,1.37,-73.904559,40.676468,1,N,-73.924384,40.676056,1,18.25,0.5,0.5,1.94,0.0,21.19
2,2023-01-22,2023-01-22 00:27:06,1,0.93,-73.85873,40.646626,1,N,-73.870872,40.640865,1,18.38,0.5,0.5,4.04,0.0,23.42
1,2023-10-02,2023-10-02 00:06:26,2,3.33,-73.791706,40.694907,1,N,-73.793987,40.646762,1,14.04,0.5,0.5,3.09,13.0,31.13
1,2023-01-13,2023-01-13 01:08:51,1,2.16,-73.782339,40.668477,1,N,-73.812508,40.676709,2,42.32,0.5,0.5,0.0,0.0,43.32
2,2023-04-07,2023-04-07 00:15:39,5,2.08,-73.753471,40.735538,1,N,-73.75,40.705617,2,15.52,0.5,0.5,2.54,0.0,19.06
2,2023-02-10,2023-02-10 00:05:34,2,1.46,-73.834917,40.833227,4,N,-73.816771,40.822321,1,8.94,0.5,0.5,0.0,0.0,9.94
1,2023-01-19,2023-01-19 00:13:15,1,3.88,-73.805303,40.712715,1,N,-73.752926,40.733104,1,18.82,0.5,0.5,0.0,0.0,19.82
1,2023-05-07,2023-05-07 00:10:17,1,3.02,-73.9841,40.788142,1,N,-74.02,40.763167,2,15.19,0.5,0.5,2.89,0.0,19.08
1,2023-08-05,2023-08-05 00:28:40,2,2.26,-73.889956,40.718216,1,N,-73.872871,40.690227,1,22.48,0.5,0.5,2.48,0.0,25.96
1,2023-01-24,2023-01-24 00:29:13,1,1.97,-73.838815,40.798096,1,N,-73.813451,40.811265,1,22.04,0.5,0.5,4.7,0.0,27.74
2,2023-03-10,2023-03-10 00:14:34,1,2.74,-73.791087,40.74367,1,N,-73.75499,40.76029,1,16.64,0.5,0.5,0.0,0.0,17.64
1,2023-09-30,2023-09-30 00:27:45,1,0.37,-73.802607,40.845941,1,N,-73.807973,40.846451,1,17.3,0.5,0.5,4.39,0.0,22.69
2,2023-12-05,2023-12-05 00:15:05,2,3.92,-73.829521,40.712372,1,N,-73.87172,40.750481,1,19.84,0.5,0.5,5.5,0.0,26.34
2,2023-12-15,2023-12-15 00:07:11,1,1.1,-73.768316,40.682568,1,N,-73.783471,40.677516,1,8.84,0.5,0.5,2.58,0.0,12.42
1,2023-05-26,2023-05-26 00:27:05,1,3.95,-73.840289,40.644851,1,N,-73.783638,40.653538,2,25.91,0.5,0.5,0.0,0.0,26.91
1,2023-07-22,2023-07-22 00:23:29,1,1.84,-74.01725,40.642221,1,N,-73.993484,40.63,1,18.84,0.5,0.5,3.23,0.0,23.07
2,2023-05-06,2023-05-06 00:09:30,2,2.15,-73.761648,40.715004,1,N,-73.79282,40.71332,2,12.62,0.5,0.5,3.07,0.0,16.69
1,2023-10-05,2023-10-05 00:03:36,1,3.96,-73.969312,40.773021,1,N,-73.969839,40.71565,2,14.2,0.5,0.5,3.22,0.0,18.42
2,2023-10-02,2023-10-02 00:15:19,3,3.87,-73.752946,40.70809,1,N,-73.77614,40.657051,1,19.83,0.5,0.5,3.64,0.0,24.47
2,2023-11-21,2023-11-21 00:09:27,1,1.78,-73.908676,40.834074,1,N,-73.929044,40.85,2,11.67,0.5,0.5,1.37,0.0,14.04
1,2023-07-05,2023-07-05 00:20:36,1,2.72,-73.813385,40.711185,1,N,-73.797308,40.675132,1,19.6,0.5,0.5,2.98,0.0,23.58
2,2023-04-29,2023-04-29 00:11:45,1,1.04,-73.874287,40.729106,1,N,-73.887263,40.721407,1,10.97,0.5,0.5,1.61,0.0,13.58
1,2023-06-03,2023-06-03 00:06:55,2,2.75,-73.96915,40.657666,1,N,-74.007976,40.666341,1,12.83,0.5,0.5,2.88,0.0,16.71
1,2023-07-05,2023-07-05 00:04:29,1,2.1,-73.935012,40.695312,1,N,-73.93434,40.664938,1,10.0,0.5,0.5,2.53,0.0,13.53
2,2023-03-01,2023-03-01 00:16:46,1,2.24,-73.844789,40.71767,5,N,-73.812939,40.711722,2,16.49,0.5,0.5,0.0,0.0,17.49
1,2023-10-15,2023-10-15 01:30:02,1,2.79,-73.844015,40.677411,1,N,-73.808485,40.658231,1,54.49,0.5,0.5,0.0,0.0,55.49
2,2023-10-29,2023-10-29 00:05:31,2,3.7,-73.883736,40.799956,1,N,-73.908944,40.752636,1,14.51,0.5,0.5,3.72,0.0,19.23
1,2023-11-26,2023-11-26 00:24:34,2,2.23,-73.976419,40.742995,1,N,-74.006705,40.754353,1,20.36,0.5,0.5,3.2,0.0,24.56
2,2023-10-13,2023-10-13 00:01:38,1,1.85,-73.923787,40.63006,1,N,-73.950665,40.63,1,7.95,0.5,0.5,1.48,0.0,10.43
2,2023-03-31,2023-03-31 00:08:13,2,0.8,-73.805311,40.656367,1,N,-73.816837,40.655279,1,8.61,0.5,0.5,1.3,0.0,10.91
1,2023-10-26,2023-10-26 00:03:56,2,5.73,-73.89852,40.723111,1,N,-73.860243,40.796773,1,18.8,0.5,0.5,4.85,0.0,24.65
1,2023-06-03,2023-06-03 00:04:26,1,1.4,-73.873284,40.66646,1,N,-73.881301,40.647801,2,8.22,0.5,0.5,1.2,0.0,10.42
2,2023-09-26,2023-09-26 00:27:54,2,3.5,-73.925786,40.740853,1,N,-73.890588,40.777304,2,25.2,0.5,0.5,0.0,0.0,26.2
1,2023-02-27,2023-02-27 00:19:12,1,2.5,-73.951024,40.831441,1,N,-73.982143,40.85,1,18.35,0.5,0.5,4.75,0.0,24.1
1,2023-01-21,2023-01-21 00:18:15,1,3.97,-73.92727,40.704182,1,N,-73.944146,40.649118,4,21.55,0.5,0.5,0.0,0.0,22.55
2,2023-01-31,2023-01-31 00:06:48,1,2.61,-73.783276,40.757909,1,N,-73.761013,40.727315,2,12.42,0.5,0.5,3.29,0.0,16.71
2,2023-10-04,2023-10-04 00:24:47,1,3.07,-73.843696,40.805666,1,N,-73.856207,40.848365,1,22.56,0.5,0.5,5.27,0.0,28.83
1,2023-03-08,2023-03-08 00:04:16,1,2.04,-73.832188,40.659768,1,N,-73.833031,40.689261,2,9.73,0.5,0.5,0.0,0.0,10.73
2,2023-02-23,2023-02-23 00:05:56,1,0.15,-74.007264,40.726991,1,N,-74.007075,40.729195,1,5.84,0.5,0.5,1.09,0.0,7.93
2,2023-09-15,2023-09-15 00:22:59,2,2.43,-74.001261,40.740783,1,N,-74.02,40.770643,1,20.06,0.5,0.5,0.0,0.0,21.06
1,2023-08-30,2023-08-30 00:17:36,2,1.1,-73.785145,40.772223,1,N,-73.777289,40.758396,2,14.05,0.5,0.5,3.66,0.0,18.71
2,2023-02-24,2023-02-24 00:23:07,1,2.12,-73.884019,40.735205,1,N,-73.88211,40.765816,1,19.36,0.5,0.5,4.8,0.0,25.16
2,2023-10-29,2023-10-29 00:09:22,3,0.69,-73.940337,40.72733,1,N,-73.932631,40.720981,2,8.91,0.5,0.5,0.0,0.0,9.91
2,2023-05-03,2023-05-03 00:15:21,1,2.54,-73.881527,40.785523,1,N,-73.917811,40.791613,2,16.53,0.5,0.5,4.95,0.0,22.48
2,2023-05-23,2023-05-23 00:16:04,1,6.05,-73.776213,40.799361,1,N,-73.858981,40.770361,1,25.66,0.5,0.5,3.69,0.0,30.35
1,2023-08-19,2023-08-19 00:41:55,2,2.0,-73.983569,40.741283,1,N,-73.980993,40.712465,2,28.46,0.5,0.5,8.06,0.0,37.52
2,2023-06-26,2023-06-26 00:05:15,2,1.31,-73.929297,40.836986,1,N,-73.943151,40.85,1,8.4,0.5,0.5,0.0,0.0,9.4
1,2023-12-30,2023-12-30 01:09:07,1,1.03,-74.011857,40.800551,1,N,-74.02,40.813118,1,39.63,0.5,0.5,0.0,0.0,40.63
2,2023-04-26,2023-04-26 00:06:30,1,1.44,-73.999332,40.714254,1,N,-74.02,40.711609,1,9.35,0.5,0.5,1.88,0.0,12.23
1,2023-07-13,2023-07-13 00:05:39,1,0.78,-73.883033,40.63318,1,N,-73.893946,40.63,1,7.27,0.5,0.5,1.28,0.0,9.55
2,2023-01-23,2023-01-23 00:07:20,1,3.14,-73.772515,40.747996,1,N,-73.809721,40.774216,1,14.02,0.5,0.5,3.58,0.0,18.6
2,2023-07-11,2023-07-11 00:12:33,1,1.5,-73.790803,40.640689,1,N,-73.771922,40.63,2,12.53,0.5,0.5,1.46,0.0,14.99
2,2023-09-09,2023-09-09 00:07:46,5,1.46,-73.957662,40.843882,1,N,-73.977598,40.836647,1,10.03,0.5,0.5,0.0,0.0,11.03
1,2023-04-25,2023-04-25 00:06:41,2,2.23,-73.845024,40.848822,1,N,-73.877365,40.85,1,11.42,0.5,0.5,1.29,0.0,13.71
1,2023-01-28,2023-01-28 00:13:12,3,1.87,-73.862265,40.696448,1,N,-73.838227,40.68393,4,13.77,0.5,0.5,2.23,0.0,17.0
2,2023-06-03,2023-06-03 00:15:14,1,2.7,-73.995503,40.639165,1,N,-73.957402,40.63,2,16.87,0.5,0.5,2.51,0.0,20.38
2,2023-02-16,2023-02-16 00:12:48,1,2.82,-73.882444,40.659929,1,N,-73.910235,40.63,1,15.95,0.5,0.5,2.65,0.0,19.6
1,2023-09-30,2023-09-30 00:05:45,1,2.86,-73.920068,40.793198,1,N,-73.952479,40.818954,2,12.53,0.5,0.5,1.52,0.0,15.05
2,2023-05-28,2023-05-28 00:06:11,5,4.44,-73.843096,40.834546,1,N,-73.789456,40.799028,2,16.7,0.5,0.5,4.28,0.0,21.98
1,2023-10-24,2023-10-24 00:29:14,1,1.79,-73.975702,40.668636,1,N,-74.00082,40.662103,1,21.59,0.5,0.5,0.0,0.0,22.59
1,2023-02-23,2023-02-23 00:15:22,2,1.63,-73.901928,40.69587,1,N,-73.91047,40.673922,1,14.25,0.5,0.5,0.0,0.0,15.25
1,2023-05-12,2023-05-12 00:44:34,1,0.5,-73.942535,40.84699,1,N,-73.949686,40.84811,1,26.03,0.5,0.5,3.88,0.0,30.91
2,2023-08-01,2023-08-01 00:06:31,1,4.25,-73.756206,40.778851,1,N,-73.81782,40.777601,2,16.39,0.5,0.5,4.89,0.0,22.28
2,2023-08-16,2023-08-16 00:06:44,1,4.03,-73.942337,40.849217,1,N,-73.965174,40.79551,1,15.94,0.5,0.5,0.0,0.0,16.94
1,2023-11-30,2023-11-30 00:09:48,1,4.74,-73.840682,40.82713,1,N,-73.813489,40.764008,2,19.25,0.5,0.5,3.52,0.0,23.77
2,2023-04-28,2023-04-28 00:05:24,1,1.46,-73.845867,40.80151,1,N,-73.866114,40.807688,2,8.85,0.5,0.5,1.97,6.55,18.37
2,2023-04-28,2023-04-28 00:07:48,1,1.09,-73.812659,40.793152,1,N,-73.813053,40.808966,4,9.13,0.5,0.5,0.0,0.0,10.13
2,2023-05-31,2023-05-31 00:40:45,1,0.45,-73.844101,40.733635,1,N,-73.838117,40.736223,1,24.0,0.5,0.5,0.0,0.0,25.0
2,2023-09-05,2023-09-05 00:21:31,1,0.77,-73.878537,40.731321,1,N,-73.867434,40.72973,1,15.18,0.5,0.5,4.51,0.0,20.69
1,2023-04-12,2023-04-12 00:15:52,1,1.15,-73.777588,40.814272,1,N,-73.787486,40.827734,1,13.3,0.5,0.5,2.35,0.0,16.65
1,2023-01-01,2023-01-01 00:07:33,1,2.48,-73.941731,40.787646,1,N,-73.907108,40.778198,2,12.47,0.5,0.5,3.73,0.0,17.2
1,2023-11-09,2023-11-09 00:32:38,3,1.59,-73.8621,40.721558,1,N,-73.876507,40.703498,1,22.79,0.5,0.5,3.51,0.0,27.3
1,2023-04-06,2023-04-06 00:10:26,1,2.06,-73.977405,40.725606,2,Y,-73.986381,40.754036,2,12.87,0.5,0.5,0.0,9.0,22.87
1,2023-01-27,2023-01-27 00:03:00,6,4.52,-73.95631,40.773642,1,N,-73.925188,40.831316,1,15.3,0.5,0.5,0.0,0.0,16.3
1,2023-06-26,2023-06-26 00:31:38,2,0.97,-73.98969,40.841684,1,N,-74.001044,40.85,2,20.74,0.5,0.5,3.97,0.0,25.71
1,2023-11-15,2023-11-15 00:11:32,2,0.83,-73.963475,40.679951,1,N,-73.954355,40.67209,1,10.34,0.5,0.5,1.34,0.0,12.68
2,2023-08-20,2023-08-20 01:55:21,1,1.45,-73.791572,40.831167,1,N,-73.782369,40.85,2,63.8,0.5,0.5,16.49,0.0,81.29
1,2023-09-27,2023-09-27 00:09:37,1,3.11,-73.909742,40.768662,1,N,-73.925179,40.726373,4,15.08,0.5,0.5,4.17,0.0,20.25
2,2023-01-23,2023-01-23 00:21:19,2,2.6,-73.950907,40.635208,1,N,-73.988238,40.63,1,19.66,0.5,0.5,5.18,0.0,25.84
1,2023-03-19,2023-03-19 00:04:01,1,4.66,-73.827368,40.756657,1,N,-73.793112,40.814843,1,16.16,0.5,0.5,2.98,0.0,20.14
2,2023-06-28,2023-06-28 00:15:18,1,1.18,-73.819839,40.827607,1,N,-73.83687,40.826746,2,13.1,0.5,0.5,2.5,0.0,16.6
2,2023-11-11,2023-11-11 00:23:43,1,1.39,-73.986069,40.83024,1,N,-73.997262,40.813494,1,17.84,0.5,0.5,0.0,0.0,18.84
1,2023-05-09,2023-05-09 00:09:52,2,2.16,-73.915199,40.649922,1,N,-73.939396,40.63,2,12.83,0.5,0.5,2.62,0.0,16.45
2,2023-10-03,2023-10-03 00:07:24,1,0.82,-73.869141,40.848113,2,N,-73.880924,40.85,1,8.25,0.5,0.5,1.08,0.0,10.33
2,2023-07-22,2023-07-22 00:25:54,1,0.25,-73.961181,40.812164,1,N,-73.957683,40.811174,2,16.07,0.5,0.5,1.88,0.0,18.95
2,2023-11-18,2023-11-18 00:09:32,1,1.19,-73.775813,40.771951,1,N,-73.765589,40.785871,1,10.24,0.5,0.5,0.0,0.0,11.24
2,2023-11-24,2023-11-24 00:06:19,1,2.55,-73.834866,40.735864,1,N,-73.846708,40.770927,1,12.03,0.5,0.5,2.92,9.0,24.95
2,2023-01-31,2023-01-31 00:12:19,1,2.98,-73.865998,40.752703,1,N,-73.889497,40.788909,2,16.11,0.5,0.5,2.52,0.0,19.63
2,2023-07-11,2023-07-11 00:09:30,1,0.6,-73.972062,40.666413,1,N,-73.980112,40.66957,1,8.75,0.5,0.5,0.0,0.0,9.75
1,2023-09-24,2023-09-24 00:22:09,4,1.46,-74.018804,40.661517,2,N,-74.02,40.682585,1,17.22,0.5,0.5,2.07,0.0,20.29
2,2023-07-03,2023-07-03 02:00:00,1,1.36,-73.805027,40.706178,1,N,-73.798835,40.687402,1,65.9,0.5,0.5,13.49,0.0,80.39
2,2023-07-16,2023-07-16 00:06:03,1,4.86,-73.880304,40.729964,1,N,-73.915058,40.668743,2,17.67,0.5,0.5,2.08,0.0,20.75
2,2023-06-14,2023-06-14 00:14:53,1,2.74,-73.866705,40.694474,1,N,-73.831755,40.6756,1,16.79,0.5,0.5,0.0,0.0,17.79
1,2023-09-14,2023-09-14 00:08:15,1,2.66,-73.984302,40.705423,1,N,-74.02,40.690801,1,13.28,0.5,0.5,3.53,0.0,17.81
1,2023-12-15,2023-12-15 00:03:08,1,1.8,-73.898174,40.777891,1,N,-73.883065,40.756576,1,8.56,0.5,0.5,0.0,0.0,9.56
2,2023-01-23,2023-01-23 01:34:52,1,1.03,-73.872547,40.71516,1,N,-73.882888,40.704421,1,52.51,0.5,0.5,0.0,0.0,53.51
2,2023-05-31,2023-05-31 00:03:56,2,0.88,-73.916461,40.774085,1,N,-73.923278,40.763263,2,6.67,0.5,0.5,1.86,0.0,9.53
1,2023-07-01,2023-07-01 00:07:23,1,1.05,-73.878708,40.78338,1,N,-73.863732,40.785644,1,8.82,0.5,0.5,1.99,0.0,11.81
2,2023-09-04,2023-09-04 00:08:44,3,1.74,-73.831762,40.722933,1,N,-73.807593,40.730025,2,11.22,0.5,0.5,3.28,0.0,15.5
2,2023-12-13,2023-12-13 00:08:25,5,4.39,-73.906481,40.653389,1,N,-73.847269,40.63,2,17.68,0.5,0.5,0.0,0.0,18.68
2,2023-11-12,2023-11-12 00:54:21,1,3.76,-73.843948,40.751401,1,N,-73.789716,40.746349,2,39.08,0.5,0.5,9.77,13.0,62.85
2,2023-05-19,2023-05-19 00:08:38,2,1.47,-73.863807,40.812965,5,N,-73.861999,40.83422,1,10.5,0.5,0.5,0.0,0.0,11.5
1,2023-06-04,2023-06-04 00:09:12,1,2.17,-73.810955,40.81545,1,N,-73.824689,40.843782,1,12.53,0.5,0.5,2.93,0.0,16.46
1,2023-02-05,2023-02-05 00:17:53,3,1.03,-73.862408,40.766258,1,N,-73.854275,40.778706,2,14.02,0.5,0.5,2.59,0.0,17.61
2,2023-10-11,2023-10-11 00:06:55,1,3.72,-73.832036,40.677656,1,N,-73.779402,40.666319,1,15.26,0.5,0.5,0.0,0.0,16.26
2,2023-04-30,2023-04-30 00:07:13,2,0.88,-73.789298,40.723784,1,N,-73.797239,40.713812,1,8.31,0.5,0.5,2.49,0.0,11.8
2,2023-09-10,2023-09-10 00:09:23,4,2.31,-73.893432,40.788767,1,N,-73.887171,40.755831,1,12.97,0.5,0.5,3.77,0.0,17.74
1,2023-01-29,2023-01-29 00:13:46,1,2.62,-73.96572,40.735085,1,N,-74.001115,40.748933,3,15.94,0.5,0.5,3.14,0.0,20.08
1,2023-11-23,2023-11-23 00:04:21,1,0.81,-73.959288,40.844854,1,N,-73.948804,40.85,1,6.7,0.5,0.5,1.5,0.0,9.2
2,2023-12-03,2023-12-03 00:13:45,2,1.36,-73.87018,40.748475,1,N,-73.886377,40.759658,2,12.78,0.5,0.5,2.72,0.0,16.5
2,2023-10-03,2023-10-03 00:04:03,1,1.58,-73.815574,40.774723,1,N,-73.823066,40.796367,2,8.47,0.5,0.5,1.46,13.0,23.93
2,2023-09-30,2023-09-30 00:07:44,1,0.35,-73.768895,40.705687,1,N,-73.768866,40.710713,2,7.24,0.5,0.5,1.76,0.0,10.0
2,2023-02-17,2023-02-17 01:06:03,4,3.64,-73.792652,40.761645,1,N,-73.834591,40.729732,1,44.62,0.5,0.5,0.0,0.0,45.62
2,2023-02-26,2023-02-26 00:07:32,1,2.6,-73.810919,40.651898,1,N,-73.79471,40.685943,1,12.77,0.5,0.5,1.71,0.0,15.48
2,2023-05-31,2023-05-31 00:22:53,3,2.32,-73.812328,40.797896,1,N,-73.840917,40.780237,2,19.74,0.5,0.5,4.05,6.55,31.34
1,2023-11-27,2023-11-27 00:32:14,1,4.88,-73.870571,40.670257,1,N,-73.799915,40.672679,1,30.82,0.5,0.5,7.78,0.0,39.6
1,2023-01-04,2023-01-04 00:09:34,1,0.86,-73.994706,40.707244,5,N,-74.004734,40.699792,1,9.43,0.5,0.5,1.74,0.0,12.17
1,2023-03-18,2023-03-18 00:05:44,1,4.66,-73.81005,40.683905,1,N,-73.876569,40.672581,1,17.01,0.5,0.5,0.0,0.0,18.01
1,2023-06-27,2023-06-27 00:13:07,1,0.64,-73.825659,40.772209,1,N,-73.825493,40.76287,2,10.66,0.5,0.5,2.25,6.55,20.46
2,2023-09-06,2023-09-06 00:03:54,1,1.08,-73.805671,40.65958,1,N,-73.800153,40.674259,1,7.15,0.5,0.5,1.61,0.0,9.76
2,2023-02-04,2023-02-04 00:36:25,1,2.12,-73.814756,40.657592,4,N,-73.789324,40.640425,1,26.01,0.5,0.5,7.8,0.0,34.81
2,2023-01-27,2023-01-27 00:15:47,1,4.23,-73.875021,40.735651,1,N,-73.886634,40.795841,1,20.96,0.5,0.5,0.0,0.0,21.96
2,2023-10-20,2023-10-20 00:05:11,5,4.78,-73.799769,40.711655,1,N,-73.791603,40.64279,1,17.04,0.5,0.5,0.0,0.0,18.04
2,2023-07-09,2023-07-09 00:02:47,2,0.66,-73.851195,40.650343,1,N,-73.841888,40.64836,1,5.54,0.5,0.5,0.0,0.0,6.54
2,2023-08-26,2023-08-26 00:19:06,1,1.49,-73.906788,40.690606,1,N,-73.88603,40.696652,1,15.77,0.5,0.5,4.4,0.0,21.17
